[0] 0:00	[Music] foreign
[452] 49:47	at the edges Papyrus is very very fragile at the edges which is one of the reasons why
[453] 49:53	uh our paper today has large margins
[454] 49:59	okay Papyrus had very very large margins and that's because to prevent chipping at the edge of the paper
[455] 50:05	at the edge of the papyrus this also had a problem with the binding process of a codices a codex
[456] 50:13	like uh I mean for those who don't understand what codex is a codex is what we call a modern bound book today I'll
[457] 50:21	just grab one here okay this is the Codex
[458] 50:26	this is the Mario archives okay but it's a codex it has a binding along the back that binds a bunch of pages that's a
[459] 50:33	codex okay as opposed to a scroll
[460] 50:39	which is a excuse me for the demonstration here
[461] 50:45	which is a single piece of of writing medium that's just rolled up that's a
[462] 50:51	scroll okay so that's the difference between the two for those don't don't understand
[463] 50:57	prior to say Julius Caesar and especially in Egypt
[464] 51:02	most books were on Scrolls in the case of of Egyptian Papyrus this
[465] 51:09	was a practical matter to prevent things from falling apart in the case of say uh parchment
[466] 51:17	parchment was easily adaptable to the Codex
[467] 51:22	so most of the codexes we have today are basically written on parchment
[468] 51:30	so the Egyptians really did not have a lot of codex codices uh until really
[469] 51:37	into the Roman period so uh this is this is sort of just a
[470] 51:44	historical matter and it's also a matter of writing media as well so anyway I hope that answers your
[471] 51:50	question uh the Coptic binding that you know well basically came about when they
[472] 51:56	started using parchment instead especially in the Sinai Peninsula for say at say
[473] 52:01	um a Saint Catherine's Monastery they'll use a lot of codices because they're
[474] 52:07	using a lot of parchment instead of papyrus so anyway I hope that answers your
[475] 52:12	question thank you very much for the Super Chat very very much appreciated
[476] 52:18	our next Super Chat here is from Andrew guler for ten dollars thank you very much Super Chat happy New
[477] 52:24	Year Dr well Happy New Year to you too when Thor hirendahl built an Egyptian
[478] 52:30	Reed boat and sailed to Latin America do you think he proved the Egyptians were able to get to the new world
[479] 52:37	oh okay interesting now there's two factors here two issues here
[480] 52:44	now I did see I remember as a kid seeing that documentary with with uh higher
[481] 52:51	doll and building that Egyptian Reed boat and you know I think he
[482] 52:56	that the Egyptians could get there but it's more of a matter of did they get
[483] 53:02	there you know could they get there could be
[484] 53:08	did they get there that's a different matter we don't have huge amounts of records of
[485] 53:16	the Egyptians actually building Reed boats because of the amount of reads involved
[486] 53:25	uh we do have a lot of evidence of Egyptian wood boats
[487] 53:32	now we do know that was scarce in Egypt that they had imported but what they did
[488] 53:37	import was often used for building boats and that's because it was so important
[489] 53:43	for the for the trade routes of Egypt is that Reed boats are not long-lived
[490] 53:51	even though it might have survived a trip across the Atlantic it wouldn't have gotten it would not
[491] 53:58	have survived much more after that
[492] 54:03	so I think that's a really that's a problem with his hypothesis
[493] 54:09	that they they actually could have made it across now did they make could they yeah it's possible it's theoretic
[494] 54:16	possible with the right navigational equipment and and knowledge they could have probably made across
[495] 54:22	but I don't think they did so and I don't think it would have been very practical
[496] 54:29	um he basically went over there during fair weather and the Atlantic is known for having
[497] 54:35	terrible terrible storms I don't think a reed boat would have done so well across there and the fact
[498] 54:43	is that the just the evidence that we have from ancient Egypt seems to be against the whole idea of
[499] 54:50	Reed boats being built they did seem to tend more towards wood boats and we've got lots of evidence now
[500] 54:56	uh for example the boat we find uh the boats we find around the uh uh pyramid
[501] 55:02	of Khufu the boats we found at the Red Sea cache we got now several evidence uh
[502] 55:09	I mean there's even boats found at a first dynasty tomb I mean there's a
[503] 55:14	there's a first dynasty tomb and I can't remember which king it was but there's like 23 boats buried there and they're
[504] 55:19	all made of wood so it seems that the Egyptians preferred
[505] 55:25	Wood Construction for the building of their boats so while it's theoretically possible to make a reedboat I don't think they
[506] 55:32	practically did that for the purposes of large sailing vessels
[507] 55:39	so anyway thank you very much for the Super Chat very very much appreciate it
[508] 55:46	our next Super Chat here is from Andrew gular for ten dollars thank you very much Super Chat what independent verification existed in
[509] 55:54	the first century to fact check the davidic genealogy of Joseph and Mary presented by Matthew and Luke
[510] 55:59	oh okay that is going to be that's going to be
[511] 56:05	an issue right there the independent fact checking is is uh
[512] 56:12	the the line of David we do know that the line of David uh is consistent and
[513] 56:17	unbroken from David until the Babylonian exile and then it's the descendant of David
[514] 56:26	that becomes governor of Judea after the Persians conquered the Babylonians and
[515] 56:32	that's the Rubber Ball and it's from there that we sort of have to take it on
[516] 56:39	as that this is their line that they are descended from the uh say the davidic
[517] 56:47	genealogy we don't have independent confirmation of that genealogy
[518] 56:53	but at the same time too it does seem to be fairly consistent as far as as this what
[519] 57:01	that genealogy goes now there's a difference between the genealogies of Matthew and Luke and I have yet to look into that exactly
[520] 57:08	but at least the genealogy is confirmed up to zerubawal
[521] 57:13	after that it gets a little hazy but you know that's sort of that's sort of be expected too
[522] 57:19	like for example uh the whole connection between uh Ruth
[523] 57:24	and Boaz and David himself well
[524] 57:29	we don't have independent confirmation of that either but that is sort of the davidic line
[525] 57:36	that's been preserved by at least the local tradition or maybe the Family
[526] 57:41	itself so I think what we have here is either local tradition or what's preserved by
[527] 57:47	the Family itself so we don't have we after is irritable difficult to to fact check
[528] 57:55	because nobody was fact checking it then after zerubbaball really nobody really
[529] 58:00	cared who's a rubber Ball's descendants were so because of that it's going to be very
[530] 58:07	very difficult to fact check that overall so we sort of have to take that as either let's just say local tradition or
[531] 58:14	say family tradition that this is their family line so anyway that's the best I can give you here thank you very much for the Super
[532] 58:20	Chat very very much appreciate it
[533] 58:26	our next Super Chat from Andrew gular for 20 thank you very much Super Chat do you think the Balaam of dear Allah
[534] 58:33	inscriptions is the same bill of numbers absolutely it is uh in both cases this balm is is
[535] 58:40	identified as Balaam son of bayor okay so it's definitely uh it's
[536] 58:47	definitely the same guy it's definitely the same guy now the Dr law inscription is 500 years later
[537] 58:55	the events are probably different or changed that uh inscription was found in Jordan
[538] 59:03	so basically in the region of Moab in the region of Moab which is very very
[539] 59:09	interesting because he was supposed to be a prophet that operated in Moab so that's very provocative and interesting
[540] 59:15	right there so absolutely I do think it's the same dude definitely the same dude
[541] 59:23	uh but the events of each uh uh that's the of each say of his life as a
[542] 59:31	recorded numbers versus dear Allah inscription may be different basically based upon how that the person
[543] 59:39	is remembered over time now I will say this the account of Balaam of Sanibel are in
[544] 59:47	numbers is probably closer in propinquity in in span of time to the
[545] 59:53	events than what we find in the deer a lot inscription so I have more tendency
[546] 59:59	to thigh with numbers here over the dear Allah but it's definitely referring to the
[547] 1:00:04	same guy so anyway I hope that answers your Super Chat very much appreciate and thank you very much to Super Chat
[548] 1:00:14	okay our next Super Chat is from Andrew ghouler for 20 thank you for my Super Chat a YouTube reviewer said that the mummy
[549] 1:00:21	takes place in the 1920s because that was the eight golden age of archeology is that true if so why
[550] 1:00:28	well yes um
[551] 1:00:34	it does it does take place in the 1920s um the original mummy but uh with Boris
[552] 1:00:40	Karloff takes place uh was filmed in 1932. and in 1932 they were already looking at
[553] 1:00:47	the 1920s as being the Golden Age now we have to understand in
[554] 1:00:54	in uh 1922 was the year that King Tutankhamun
[555] 1:01:01	was discovered so that really sort of
[556] 1:01:07	caused egyptology to be um just
[557] 1:01:12	create a Fascination in the Press people were both really really
[558] 1:01:18	interested and really really excited about ancient Egypt in the early 1920s
[559] 1:01:24	and that's because all of those discoveries with King Tut were were just coming into the fore okay
[560] 1:01:31	they were just coming into the four uh every week new pictures from the King test tomb would come out
[561] 1:01:38	and Bay of the um of the Duets says mummy
[562] 1:01:43	1999 is my favorite movie and cannot change my mind okay yeah all right all right I'll admit even I love the mummy
[563] 1:01:49	of 1999. but the mummy of 1999 is hearkening back
[564] 1:01:56	to the historical context of the Mummy in 1932. it's doing homage to that
[565] 1:02:04	by setting it in the same historical context I mean that paddle boat the dress I mean
[566] 1:02:09	all those oh that's 1920s garb okay so so it's definitely said in the 1920s
[567] 1:02:20	so um but again it's it's again that that this was a this was a day and age when
[568] 1:02:27	people were super interested in Egypt now that changes in the 1930s with World
[569] 1:02:35	War II World War II people were no longer interested in Egypt they were interested
[570] 1:02:41	in what was happening in Germany and we don't need to go there
[571] 1:02:48	um in fact it was so bad the sort of uh what World War II did to Egyptians or
[572] 1:02:53	interest in Egypt that when um uh Monte found those those King's
[573] 1:03:00	tombs at Tannis he got no press at all people were just not interested because
[574] 1:03:06	of what was happening in Europe during World War II so
[575] 1:03:12	absolutely mommy takes place in the 1920s um that's the setting of it for the
[576] 1:03:18	borla uh Carl sorry um Carl um
[577] 1:03:24	Boris Karloff film and it's true of the Mummy of 1999 too is it's all said in the 1920s just
[578] 1:03:30	because of that sort of that particular interest in especially very special time
[579] 1:03:35	in Egypt so thank you very much the Super Chat very very much appreciate and thank you
[580] 1:03:41	for the question okay we have a question here from Aston
[581] 1:03:48	we're for 9.99 thank you very much for Super Chat gotta love how Dan McClellan thinks
[582] 1:03:53	quote I apologize to Those whom I offend and quote is the same as saying I'm sorry if you
[583] 1:04:00	were offended end quote Yeah I am I know yeah I know
[584] 1:04:07	look these guys want their pound of Flesh and they will misquote anything you say
[585] 1:04:13	to get try to get that bound of Flesh yeah my apology was to Those whom I
[586] 1:04:19	offended okay bye not if I offended you
[587] 1:04:25	but nor did you say I hope and nor did I say I owe you an
[588] 1:04:30	apology but if you were offended and I offended you I apologize
[589] 1:04:38	okay that's who it was defended though those who I offended and I don't think I have to go any
[590] 1:04:44	further than that that's an apology and that's a proper apology
[591] 1:04:51	you know yeah that's I mean what more you want
[592] 1:04:56	really I mean come on all right uh anyway thank you for the
[593] 1:05:02	Super Chat very much appreciate and we'll move on to the next one here
[594] 1:05:08	I ask and we're again for 4.99 thank you very much Super Chat I think you're gonna have to make another sequel to Kip
[595] 1:05:15	is a vile Clan Who Wants to Rule the road and quote well
[596] 1:05:22	I can't say what the popcorn wheeler will not do the popcorn has a mind of its own
[597] 1:05:29	and the popcorn's kind of getting agitated over this so you know it's always
[598] 1:05:34	possible anything can happen with popcorn could be
[599] 1:05:39	right and he uh he follows up with two other questions here that I think are interesting is are important as well okay which is
[600] 1:05:47	now that Vancouver cut ties with you how is that going to affect your livelihood okay
[601] 1:05:53	it's gonna affect it in some ways but not others uh the first thing is that this was not
[602] 1:06:00	a paid position VST never paid me for being a research
[603] 1:06:06	associate it was a it was basically it allowed me
[604] 1:06:11	to be part of an academic Community where I could use their library and I could contribute to their scholarly
[605] 1:06:18	discourse so it was kind of a quid pro quo they gave me Library access I gave them
[606] 1:06:25	research okay so how this is this going to affect me
[607] 1:06:32	well it's going to cut off my library access it's going to cut off my ability to use them as a mailing address etc etc
[608] 1:06:40	so there are some some logistical benefits that I'm going to lose out of this
[609] 1:06:45	the more important problem though that this represents for me
[610] 1:06:51	is that they've gone after some of my editors they've basically gone to some of my editors and tried to de-platform me in
[611] 1:06:58	other ways basically go to to some of my editors and say don't ever accept any
[612] 1:07:03	publication from this guy ever again that's the more important concern
[613] 1:07:11	yeah cutting out cut me off from VST okay I lose my my library access fair enough I got other means of getting
[614] 1:07:17	Library access no big deal but
[615] 1:07:24	um and and those those those sort of axes they can't touch they can't touch it but
[616] 1:07:32	the cutting me off with my editors spoiling my relationship with my editors
[617] 1:07:40	that's that's affecting my livelihood because then I can't sell books I can't publish articles
[618] 1:07:46	and that's that's an attempt to not just de-platforming but to silence me all
[619] 1:07:52	together okay so silencing me
[620] 1:08:01	because of something that they took out of context is entirely reprehensible
[621] 1:08:08	it's totally reprehensible
[622] 1:08:14	and
[623] 1:08:21	it's just a symptom of our cancel culture today we are quickly becoming a shame culture
[624] 1:08:31	it's not what you intended that counts it's what we think you did
[625] 1:08:38	that counts and shame cultures are
[626] 1:08:43	not grounded in solid morality
[627] 1:08:50	so that's all I'm going to say on that and I think that's
[628] 1:08:55	yeah we're becoming shame culture rapidly
[629] 1:09:01	oh my producer should say what is the same culture okay
[630] 1:09:08	basically there's a difference the the uh anthropologists make the difference between say a guilt culture and a shame
[631] 1:09:15	culture a guilt culture is you're guilty because you have you know you've done
[632] 1:09:20	wrong and you are guilty of it there's an objective reality that you've
[633] 1:09:25	done something wrong you know you're guilty of it you intended it to be wrong there's men's Reyes uh evil mind
[634] 1:09:35	a shame culture is where you are what other people perceive you to be
[635] 1:09:42	whether or not you actually intended it whether or not you had men's Reyes
[636] 1:09:48	whether or not you are actually guilty whether or not you actually did whether
[637] 1:09:55	or not you actually did what you're accused of a shame culture will say you are guilty of this
[638] 1:10:03	we are in woke culture Council culture we are coming becoming a shame culture
[639] 1:10:09	we used to be a guilt culture we are rapidly becoming a shame culture
[640] 1:10:15	and that is really really dangerous for society
[641] 1:10:20	and Dan McClellan and his Goons want to push a shame culture agenda
[642] 1:10:30	all to grind a ideological ax
[643] 1:10:36	that's very very dangerous very very dangerous
[644] 1:10:42	and it leads to really bad places so anyway with that said I'm gonna end
[645] 1:10:48	the question here thank you very much for the question really much appreciate
[646] 1:10:55	our next question here is also from Addison where Kip Davis apparently insists on watching
[647] 1:11:02	your quote idiotic q a sessions every Friday is he obsessed well
[648] 1:11:07	[Laughter]
[649] 1:11:15	first of all he has to do it with a soccer count okay
[650] 1:11:23	I saw it okay he was banned he was banned from this channel for bad
[651] 1:11:29	behavior okay um so he he's not actually allowed on this channel
[652] 1:11:34	so he's on here with a sock account second
[653] 1:11:40	he's been trying to do this for over a year okay
[654] 1:11:45	you figure that my live streams are three four hours and we've been going now for
[655] 1:11:51	52-ish weeks since that he's been put in over 200 hours of view
[656] 1:11:59	time just to select one sound bite is that obsessed
[657] 1:12:05	I think so I can think of a whole lot of better ways to spend 200 hours I wouldn't spend 200 200 hours watching
[658] 1:12:13	his stuff it's not worth it so you know if he's watching hi Kip
[659] 1:12:19	hope you're enjoying it
[660] 1:12:25	[Laughter] yeah
[661] 1:12:31	so yeah uh I I would think she'd had better things to do with his time honestly
[662] 1:12:36	but he doesn't so there he is okay
[663] 1:12:42	so the next Super Chat us from ask and where for 199 having a
[664] 1:12:47	few non-super chats short of money okay thank you very much the super I very much appreciate it uh we have been
[665] 1:12:55	really blessed tonight and I really really appreciate everyone who's given us a Super Chat tonight
[666] 1:13:00	very very much appreciated it does help our Channel especially during this difficult time
[667] 1:13:07	we so appreciate it thank you so very much
[668] 1:13:12	okay our next Super Chat here is from Zeo Bayo for 55 Euros thank you
[669] 1:13:20	very much for that really really generous Super Chat really very much appreciate it
[670] 1:13:25	hi Dr Falk we're with you I want to ask Kaiser this but alas
[671] 1:13:30	yeah um do pray for the Heiser family right now um
[672] 1:13:35	he's in stage four terminal pancreatic cancer he doesn't have long to live
[673] 1:13:41	please please pray for the Heiser family right now and pray for Dr Heiser uh
[674] 1:13:49	he's got uh last I heard he's got days to weeks to live so please pray for him
[675] 1:13:55	and his family so uh but alas uh isn't the man in Mark
[676] 1:14:01	8 22 being literal in C men like trees random guy off the street telling
[677] 1:14:06	Parables reminds me of DMT gestures but wouldn't know what a Jester hat is okay let's pull up that passage from Mark
[678] 1:14:26	and let's give that a read
[679] 1:14:32	okay Mark 22. okay
[680] 1:14:38	uh starting verse from 22 here and they came to bethsaida and they brought a
[681] 1:14:43	blind man to him this is Jesus and treated him to touch him and taking the blind man by the hand he
[682] 1:14:50	brought out the village and after spitting on his eyes and laying his hands upon him he asked do you see
[683] 1:14:56	anything and he looked up and see said I see men
[684] 1:15:01	for I am seeing them like trees walking about then he laid his hands upon his eyes and
[685] 1:15:09	he looked intently and was restored and began to see everything clearly
[686] 1:15:16	and he sent him home saying do not enter the village end quote okay
[687] 1:15:22	so basically what he's basically saying is
[688] 1:15:27	that okay you got in verse 23. so Jesus spits on his eyes
[689] 1:15:34	and this is a guy who's blind he has no sight at all he's got no sight at all
[690] 1:15:40	he spits on the eyes and he asks him do you see anything okay and the guy goes well
[691] 1:15:49	I I see people but they're like trees so he's basically telling you that he's not
[692] 1:15:56	seeing them in fully articulated form but kind of like uh
[693] 1:16:02	uh uh say tree trunks moving around okay
[694] 1:16:08	so he's not being literal here and we can we can tell that from the passage
[695] 1:16:13	like trees okay seeing men like trees so the blind man knows he's seeing men
[696] 1:16:20	but he's not seeing them clearly they're like tree trunks moving around
[697] 1:16:28	okay and then Jesus puts his hands on his eyes again and then suddenly he can
[698] 1:16:33	see clear now this does have some interesting
[699] 1:16:39	ramifications but probably the most important one here is that that the
[700] 1:16:44	peeling process is in this case grad is gradated
[701] 1:16:50	there's a point where Christ heals the say the retinas
[702] 1:16:57	because probably this guy is suffering from vitamin A um deficiency
[703] 1:17:03	which caused him to be blind in the retina so he healed the Eyes by you know through through the process of spitting
[704] 1:17:10	on him but then has to touch his eyes again to say basically open them up
[705] 1:17:17	so that he suddenly gets his sight back and he he's he's trying to learn even
[706] 1:17:22	how to focus he's trying to learn even how to focus
[707] 1:17:28	so
[708] 1:17:33	so it's not being literal here he's using this in figurative terms
[709] 1:17:40	but he's using it the best way he can describe it though you know he's not Tara telling a
[710] 1:17:48	parable here this is not a parable this is a historical account of a healing
[711] 1:17:53	and the blind man is using an analogy basically simile
[712] 1:18:00	to tell you what how to relate to Christ what he is seeing as as he first opens
[713] 1:18:07	his eyes and then Christ completes the healing
[714] 1:18:13	so that and really this is kind of interesting right here I mean this is a fascinating healing
[715] 1:18:18	because it's it's it's basically well what would a blind man see when they first opens their eyes
[716] 1:18:25	if they see guys walking around like tree trunks after having no vision at all
[717] 1:18:30	I mean first of all that's a huge Improvement but it also gives you the Blind Man's
[718] 1:18:38	perspective in this that gives and this gives Credence to the healing it gives Credence to it
[719] 1:18:45	because it kind of shows you in this sort of gradated healing
[720] 1:18:51	how how um how the perspective the blind man
[721] 1:18:57	legitimizes the healing so I mean it's a fascinating account
[722] 1:19:02	but it's by no means a parable it is it is a simile so I thank you very much to the Super
[723] 1:19:08	Chat and very very much appreciate it okay our next Super Chat here
[724] 1:19:15	is from cataract three for five dollars thank you very much Super Chat do the Android tablets impact the theory
[725] 1:19:22	of Israel emerging from Canaan as opposed to The Exodus in your opinion I.E they hail people Uprising Theory uh
[726] 1:19:29	it doesn't impact it so much because the amorites that were amorites
[727] 1:19:35	and Canaan there were amorites in Egypt the average did very much get around so
[728] 1:19:41	this isn't something that's going to affect the Exodus so much uh it will affect the origins of Hebrew
[729] 1:19:48	okay it will very much affect the idea that Hebrew came from Canada languages
[730] 1:19:55	okay so you could still possibly posit that Amorite communities in Canaan were
[731] 1:20:02	the origins of the uh of of the Israelites especially that that that northern kingdom of the amorites from
[732] 1:20:10	biblos to the Argon or sorry the Arnon but
[733] 1:20:17	that would be sort of the limit of it you couldn't say at this point though that that the Israelites emerged from
[734] 1:20:24	Southern Canaan because there was much less Amorite influence down there
[735] 1:20:30	so you could still suppose that you could still postulate that Israel came from northern Canaan or from Egypt but
[736] 1:20:36	that sort of limits your possibilities thanks to these Amorite tablets so anyway thank you very much for the
[737] 1:20:42	Super Chat very very much appreciated and I hope that helped
[738] 1:20:54	Billy ningan for twenty dollars thank you very much for Super Chat good evening Dr Falk happy tablet night
[739] 1:21:00	well happy tablet night to you too would the discovery of the MRI tablets
[740] 1:21:05	particularly the amroid version of L undermine the theory that the early Israelites adopt the elk cult from
[741] 1:21:11	Canaan God bless yes it would this it would undermine uh because Hebrew has its association
[742] 1:21:18	with uh the Amorite civilization and Hebrew is now a direct
[743] 1:21:24	descendant of the amoritic language it would also basically undermine the idea
[744] 1:21:30	that the alcohol came from Canaan so it's it's very clear at this point that say the alcohol came from the MRI
[745] 1:21:38	culture so yeah absolutely would undermine that uh so anyway I hope that I helped answer
[746] 1:21:45	the question thank you very much for the Super Chat very much appreciated
[747] 1:21:52	billing in for five dollars thank you very much Super Chat Dr fall considering your relationship
[748] 1:21:58	with Dr Hoffmeyer do we know if he did the Consulting in the movie Prince of Egypt
[749] 1:22:04	um as far as I know he did not consult for that movie
[750] 1:22:10	uh he doesn't tell me really what movies he consults if he ever does consult movies as far as I know he doesn't he's
[751] 1:22:16	not big on movie Consulting I do more movie Consulting I think than he does in all honesty
[752] 1:22:22	but um I I'm unaware if he actually consulted on that movie as far as I know
[753] 1:22:29	he didn't but he didn't tell me one way or the other so I can't answer that question four or against but he never
[754] 1:22:35	mentioned it as far as I know uh but he has told me about some things
[755] 1:22:41	he has consulted on he does a lot of documentaries
[756] 1:22:47	he does an awful lot of documentaries whereas I do very very few documentaries
[757] 1:22:54	so I don't think he did a consultation for The Prince of Egypt but I'm not exactly
[758] 1:23:00	sure either so anyway that's the best I can give you here thank you very much for the Super Chat very much appreciated
[759] 1:23:10	okay uh sorry if I butcher this Rorick for 9.99 thank you very much for the Super
[760] 1:23:16	Chat hey Dr folk is it possible that we could get a video in the future on lost cities
[761] 1:23:23	in the ancient areas such as akat or ichitawe yeah yeah sure anything's possible
[762] 1:23:30	I mean we always do take let me take a lot of suggestions for videos from our subscriber base
[763] 1:23:36	and we've always done that so we could easily add this to our file of ideas
[764] 1:23:42	so it's a little difficult to do videos on a lost city because we don't have
[765] 1:23:49	evidence for it it's a lot easier to do videos on studies that we have evidence for
[766] 1:23:56	so um some of these are going to be a lot
[767] 1:24:01	easier to talk about than others uh any continues would would like to
[768] 1:24:07	hear your opinion on where you think they are now some like ichetawi we have now because
[769] 1:24:13	of say the satellite Telemetry of uh Sarah parkac we actually have a pretty
[770] 1:24:19	good idea where ichitawe was is a different story because we don't
[771] 1:24:24	have the satellite data now will they start Excavating ichetawi
[772] 1:24:30	sometime in the future who knows but we have a pretty good idea where it is now
[773] 1:24:36	and it's on the outskirts of the fam so we know where that is now
[774] 1:24:42	even though we haven't done any excavations of the site so
[775] 1:24:48	anyway I hope that helps I hope that answers the question and I hope that we get some more data that we can actually
[776] 1:24:54	do meaningful videos about these things so we'll add these to the ideal list and we'll see where we go from there anyway
[777] 1:25:00	thank you very much for the Super Chat very much appreciate it
[778] 1:25:08	our next Super Chat is from poly cart Sala verettia for 19.99 thank you very
[779] 1:25:16	much for the Super Chat story about what happened I appreciate that thank you very much
[780] 1:25:22	um we do appreciate all the prayers and basically moral support that we get from our community
[781] 1:25:29	I hope this misunderstanding doesn't cause you to lose credibility well you
[782] 1:25:34	know you know God is in control God is absolutely in control
[783] 1:25:40	you know and it's up to him ultimately and he goes on now Josh Bowen and Kip
[784] 1:25:47	Davis are on a slander campaign is popcorn coming out well I can't comment on the popcorn
[785] 1:25:55	popcorn the popcorn will do what it does okay we haven't decided one way or the
[786] 1:26:01	other it's too early for this it's too early for this okay but
[787] 1:26:07	we do appreciate all the moral and um emotional support that we are getting
[788] 1:26:13	from our subscribers and we are very very deeply appreciated for everyone who has been helping us
[789] 1:26:19	um uh you know who's sold us who's prayed
[790] 1:26:24	for us who's been there for us throughout this entire ordeal so thank you very much for
[791] 1:26:30	that Super Chat thank you very much for your your condolences and you're simply and we really really appreciate it thank
[792] 1:26:36	you so very much
[793] 1:26:43	the next Super Chat here is from Billy ningan for ten dollars thank you very much for the Super Chat contradictions between numbers 14 30 and
[794] 1:26:50	2652 it seems to be at first God just gave the land to Caleb and Joshua and
[795] 1:26:56	the rest died in the wilderness and then got a lot of the land to the tribes all
[796] 1:27:02	right let's pull up the Bible now the difference here is going to be context and this is what hugely matters
[797] 1:27:09	in this case so numbers
[798] 1:27:16	14. 30.
[799] 1:27:25	I'll go up a little bit all right let's start with verse 28 here say to them as I live says the Lord just
[800] 1:27:33	if you have spoken in my hearing so I will surely do you your corpses will fall in this Wilderness
[801] 1:27:40	even all your numbered men according to your complete number from 20 years old
[802] 1:27:46	and upward who have grumbled against me surely you shall not come into the land which I have sworn to you to settle you
[803] 1:27:52	except Caleb the son of uh jeffune and Joshua son of noon
[804] 1:27:58	31 your children however whom you said would become a prey I will bring them in
[805] 1:28:04	and they shall know the land which you have rejected okay the context of verse of chapter 14
[806] 1:28:12	is when the spies are the 12 Spies are sent into the Promised Land
[807] 1:28:19	only two come back with a faithful report Joshua and noon
[808] 1:28:26	the other 10 spies say oh no no it's full of giants can't go in there and we're afraid and all the Israelites say
[809] 1:28:32	oh oh we can't go in there we're afraid and God says okay you're going to die in
[810] 1:28:37	the wilderness all of you are going to die in the wilderness you're not coming in
[811] 1:28:44	you've rejected the promised land I've prepared for you so you're not coming in the wilderness
[812] 1:28:51	but Joshua and Caleb r
[813] 1:28:57	but it also says they're Sons will enter so it's not just he's not just given the
[814] 1:29:02	land to Caleb and Joshua he's also given it to the sons of those Unfaithful
[815] 1:29:07	people who are going to about to die in the wilderness
[816] 1:29:12	so then we go to numbers 26.
[817] 1:29:18	52.
[818] 1:29:24	and then Moses the Lord spoke to Moses saying among these lands shall be divided for an inheritance according to
[819] 1:29:30	the numbers of names to the larger group you shall increase their inheritance into the smaller group you shall diminish their inheritance each given
[820] 1:29:36	their inheritance according to those who were numbered of them Okay so
[821] 1:29:44	what we have here is the difference here between those in the beginning of say
[822] 1:29:50	the wandering ins basically that first couple years in the Sinai when they're wandering the Sinai
[823] 1:29:57	versus the end of their wanderings in the Sinai
[824] 1:30:02	so it was never intended that Caleb and Joshua would be the only inheritors but
[825] 1:30:07	they would be the only people alive there among those 20 or older who would
[826] 1:30:13	inherit but the children would also inherit
[827] 1:30:19	and then in verse 26 52 those people who were alive at that point get the
[828] 1:30:25	inheritance because they're ready for it
[829] 1:30:31	so anyway I hope that explains it thank you very much for the question it's an interesting question and I very much
[830] 1:30:36	appreciate it okay the next question here is from
[831] 1:30:43	Billy ningan for five dollars thank you very much the Super Chat
[832] 1:30:48	Dr Falk where's P Thor in numbers 22.5 early days Locate Mount Sinai and
[833] 1:30:56	Saudi in Saudi Arabia but wood numbers 2014 would do fruit that hypothesis
[834] 1:31:02	all right uh let's go to the passage here Numbers 22 5
[835] 1:31:10	okay so he sent Messengers to Balaam son of aor at pithor which is near the river
[836] 1:31:16	and the land of the sons of his people to call him saying Behold a people came out of Egypt behold they cover the
[837] 1:31:21	surface of the land and they are living opposite me okay the key here is which is near the river
[838] 1:31:29	Saudi Arabia is not known for its rivers so this is in the land of Moab
[839] 1:31:36	essentially they're talking about the Jordan River this is the only River of any major
[840] 1:31:42	importance in the Atlantic Southern Canyon it's the only River it's the river
[841] 1:31:49	so this is a this is a reference to the Jordan and on the Eastern side of Jordan you have the land of Moab
[842] 1:31:57	so P stores and Moab essentially and that's that's pretty much going to
[843] 1:32:03	be the standard reading of this passage okay
[844] 1:32:08	so at this point you were already sort of con uh we already got inconsistency
[845] 1:32:14	with this idea that Mount Sinai is in Saudi Arabia but let's look at numbers 2014.
[846] 1:32:23	now we probably don't even need this to refute that but
[847] 1:32:29	okay and it says from kirish Moses sent a message to the king of Edom thus your
[848] 1:32:34	brother said you know all the hardships that has been following us okay yes this would also contradict the idea that uh
[849] 1:32:42	that the Israelites went into Saudi Arabia because they're told that the we know
[850] 1:32:50	where Edom is and it's it's in that that say that crook on the southern Sinai
[851] 1:32:58	uh Kadesh would be on say the western side of the Sinai closer to Gaza
[852] 1:33:06	whereas you have Edom and they have to go around Edom
[853] 1:33:11	and a round Moab you see if they were in if they were in Sinai already they wouldn't have to go
[854] 1:33:19	around you don't they're already past they don't they could just go straight up
[855] 1:33:25	there's no reason for them to bypass Edom if they're already in Sinai so I
[856] 1:33:30	think this is this is this this is an issue for them this is definitely the an issue for the people who think that
[857] 1:33:36	Mount Sinai is in Saudi Arabia but there's other issues besides this
[858] 1:33:41	too such as the location of python uh let's see reads um the the length of the journey
[859] 1:33:47	involved so and and even Exodus three one basically when it talks about mounts
[860] 1:33:54	Mount Horeb big uh um west of the the Wilderness of Midian
[861] 1:34:01	so I I don't think there's any there's the no serious biblical scholar thinks
[862] 1:34:08	that Mount Sinai is in Saudi Arabia so anyway I hope that answers your question thank you very much for the
[863] 1:34:13	Super Chat very very much appreciated
[864] 1:34:24	building in for two dollars thank you much to the Super Chat and he asks do you think God is at war
[865] 1:34:30	with the Gods oh oh
[866] 1:34:35	interesting question well that's gonna depend what you mean
[867] 1:34:41	by gods and what you mean by War okay now let's take the sort of the the
[868] 1:34:47	more uh uh hyzerian view on this
[869] 1:34:56	where God's just means greater powers not the God not Yahweh
