[0] 1:26	Heat. Heat.
[708] 41:14	um I don't think that's fair. Um
[709] 41:19	Scott Warwor says 12th dynasty right
[710] 41:21	before everything went sideways in the
[711] 41:23	chaos of the end of me period. I don't
[712] 41:24	know about that. Uh there was still
[713] 41:27	people holding it together in the 13th
[714] 41:28	dynasty.
[715] 41:30	Um I mean it degrades pretty I mean the
[716] 41:34	13th dynasty is 200 years. it starts
[717] 41:36	degrading midway through but during the
[718] 41:39	beginning of the 13th dynasty I mean
[719] 41:40	it's just a more or less a continuity of
[720] 41:43	the thean dynasty in in Iawi so so I
[721] 41:47	don't I don't think everything just went
[722] 41:49	immediately sideways in in dynasty 12
[723] 41:52	but I mean dynasty 12 was the height of
[724] 41:54	the middle kingdom there's there's no
[725] 41:56	question about that
[726] 41:58	uh William Kelly Simpson yes William
[727] 42:00	Kelly Simpson
[728] 42:02	uh his his his anthology is really good
[729] 42:05	um he's He's probably my first go-to for
[730] 42:07	a solid general anthology of lit uh of
[731] 42:12	um Egyptian literature.
[732] 42:17	But yeah, you'll find you'll find all
[733] 42:19	over the place. So lots of translations
[734] 42:22	of that are available all over. So
[735] 42:25	again, that's uh that's what I would
[736] 42:28	recommend for you there. Um but again,
[737] 42:30	it's 12th dynasty. It's not it's not
[738] 42:33	ramicide.
[739] 42:36	Okay, let's move on next to
[740] 42:40	Abase. Can you explain how early daters
[741] 42:43	get around the fact that Egypt was still
[742] 42:44	controlled controlled Canaan when they
[743] 42:47	claimed the Exodus hop and never
[744] 42:48	understood that?
[745] 42:50	Uh, it's called it's called
[746] 42:52	cherry-picking the data. You cherry pick
[747] 42:55	what you like and ignore the rest. Okay.
[748] 42:58	So, they'll cherrypick that. They'll
[749] 43:01	look at at the Amarna letters and
[750] 43:03	they'll say that, "Oh, the Habiru are
[751] 43:05	Israelites in the Amarna letters.
[752] 43:08	They'll cherrypick the um the um
[753] 43:11	transition of of Sheckchham." But
[754] 43:13	they'll ignore the fact that Biblo was
[755] 43:16	conquered by Habiru, that the Habiru
[756] 43:18	worked for the Amorites,
[757] 43:21	that a lot of these quote um Hobbyir
[758] 43:26	leaders gave their allegiance to
[759] 43:29	Pharaoh.
[760] 43:31	So I mean I mean I don't know anywhere
[761] 43:34	in the book of Judges where Joshua says,
[762] 43:37	"Oh Pharaoh, God of my gods, I have
[763] 43:41	bowed down to you seven times, my son,
[764] 43:44	my soul or deity, my life and my blood."
[765] 43:49	I do not recall that in Joshua.
[766] 43:56	I'm just saying that
[767] 44:00	I'm not recalling where any of the
[768] 44:02	tribal leaders of the Israelites
[769] 44:05	uh became vassal states to the
[770] 44:07	Egyptians.
[771] 44:09	Maybe I'm just not reading my Bible
[772] 44:10	right,
[773] 44:12	but there were a whole lot of vassal
[774] 44:14	states in the Amarda letters. Okay.
[775] 44:24	I mean, there's so many of them,
[776] 44:28	so many of of references to vassels
[777] 44:34	making appeals to the king of uh of
[778] 44:38	Egypt. That is just crazy.
[779] 44:41	But here's the thing, they have to
[780] 44:42	ignore all of it.
[781] 44:44	So, it's it's essentially cherrypicking
[782] 44:46	the data and and confirmation bias. They
[783] 44:50	they pick out the pieces of data that
[784] 44:52	they think supports their case and they
[785] 44:55	ignore everything that doesn't.
[786] 44:58	So,
[787] 45:00	um the fact is that that during the time
[788] 45:03	of Aenatan, Egypt really had firm
[789] 45:06	control over over Canaan. Yeah, it was
[790] 45:11	kind of a handsoff kind of control, but
[791] 45:13	they still controlled it. So,
[792] 45:22	Scott Waran says early Exodus dat claim
[793] 45:24	that I don't remember saying that 1550
[794] 45:27	BC didn't have any Egyptian occupation
[795] 45:30	uh of Canaan. Got to start telling us
[796] 45:32	early daters apart from each other. I'm
[797] 45:33	not ABR. You know what? You're also not
[798] 45:36	representative of early daters either.
[799] 45:38	Okay. you kind of have a weird view
[800] 45:40	that's kind of outside the norm for
[801] 45:41	them. But even you would have to then um
[802] 45:45	come to terms with the fact that that
[803] 45:48	Israel say during the 1350s
[804] 45:54	was in firm control of in Egyptian
[805] 45:57	hands. So okay. Yeah. So you're outside
[806] 46:01	the mainstream of early daters. I don't
[807] 46:02	know what you really are to be honest.
[808] 46:04	You're but you're not in the norm. I
[809] 46:07	wouldn't call you a bimite. I wouldn't
[810] 46:08	call you say a somebody who's an ABR
[811] 46:12	guy. Um, you're you're sort of outside
[812] 46:15	the mainstream. I don't know what you
[813] 46:16	are. So,
[814] 46:21	um, Amos Lingo says, "I even said that
[815] 46:24	Kramer has happy fighting Happyou."
[816] 46:26	Yeah, they do. Which makes no sense if
[817] 46:29	the Israelites were HappyU. I know it
[818] 46:30	does doesn't make a Well, here's the
[819] 46:32	thing. We would get narrative after
[820] 46:35	narrative after narrative in Joshua
[821] 46:38	of Joshua destroying Amorite cities.
[822] 46:44	In fact, we are really really we're told
[823] 46:47	early on that that you know the
[824] 46:49	Israelites in that first five years of
[825] 46:51	the conquest,
[826] 46:53	it's a fight against Amorites. It's
[827] 46:55	really not a fight against Canaanites.
[828] 46:57	Canaanites, I think they have one one
[829] 46:59	skirmish with the Canaanites. Everything
[830] 47:02	else in that first five years is against
[831] 47:04	Amorites.
[832] 47:07	But in the Amaro letters, Amorites are
[833] 47:09	taken over. They're conquering one city
[834] 47:11	after the other. They're hiring Hapiu as
[835] 47:13	their mercenaries.
[836] 47:15	And if the Hapiu are I mean, how is it
[837] 47:19	that we have Hapiu working for the
[838] 47:22	Amorites
[839] 47:24	but supposedly be the Israelites who are
[840] 47:27	also killing the Amorites?
[841] 47:32	Does this make any sense? I don't
[842] 47:35	understand it. I don't understand how
[843] 47:37	that
[844] 47:39	that can can mesh. I mean, how can you
[845] 47:42	be both working for them and killing
[846] 47:44	them at the same time?
[847] 47:48	Jeez.
[848] 47:53	All right.
[849] 48:03	All right. So, let's move on here. Okay.
[850] 48:06	So, next question here
[851] 48:09	will be
[852] 48:12	uh from Smiley Bon Bon who asks a member
[853] 48:15	question. Do you think there's
[854] 48:18	legitimacy
[855] 48:19	in
[856] 48:22	uh to the dual causality principle in
[857] 48:25	the Old Testament and broader ancient
[858] 48:27	neareastern literature, can you comment
[859] 48:29	on their view of causation and
[860] 48:31	phenomenology? Okay, I want to point out
[861] 48:33	something. I'm not really a philosopher.
[862] 48:36	The philosopher sitting next to me,
[863] 48:38	okay,
[864] 48:40	I'm not a philosopher. I don't know much
[865] 48:43	about causality
[866] 48:45	or uh how that affects say all this
[867] 48:48	stuff. All right. So,
[868] 48:52	uh I am I'm I'm not qualified really to
[869] 48:55	answer this in two. Okay. But the idea
[870] 48:57	of dual causality principle is that both
[871] 49:01	the decisions of man and the sovereignty
[872] 49:03	of God determine the outcome of events.
[873] 49:05	That's it in a nutshell.
[874] 49:08	However, I don't have an issue with
[875] 49:11	that. It's perfectly possible. Uh the
[876] 49:15	what's it called now? The Westminster
[877] 49:17	command uh confession basically talks
[878] 49:20	about primary and secondary causes. That
[879] 49:24	um God is responsible for primary
[880] 49:26	causes, but secondary causes are from
[881] 49:29	men. Basically, God allows secondary
[882] 49:34	causes to take place, but he doesn't
[883] 49:36	control them. So, secondary causes are
[884] 49:40	are permissively allowed by God.
[885] 49:45	So,
[886] 49:47	so I think I think there's actually
[887] 49:50	decent grounds for dual causality, but
[888] 49:53	at the same time too, I don't
[889] 49:57	um I know this is a very very debated
[890] 50:01	topic in philosophy and especially
[891] 50:03	philosophy of religion, but I'm not
[892] 50:05	aware of where the current debate stands
[893] 50:07	with it. Okay. So,
[894] 50:13	oh sure. Yeah. Um, Smile Bon says, "What
[895] 50:17	I find interesting is they retell the
[896] 50:19	same event with different emphasis and
[897] 50:20	and you can do that with dual causality,
[898] 50:23	you know, from dual causality. You can
[899] 50:25	get multiple perspectives of the same
[900] 50:27	event.
[901] 50:28	I mean, we we have multiple uh
[902] 50:30	perspectives of the same event even in
[903] 50:32	like regular human events. I mean, just
[904] 50:36	watch the movie Rashimon.
[905] 50:38	Oh boy.
[906] 50:40	You get multiple I mean same event same
[907] 50:43	event told four different ways
[908] 50:47	by the way Rashiman is a Akira Kursawa
[909] 50:50	film uh black and white great film great
[910] 50:53	film but it's basically recounting the
[911] 50:56	same event four different ways from four
[912] 51:00	different perspectives okay and each
[913] 51:04	perspective is different
[914] 51:07	by the way that's a great way to write a
[915] 51:08	novel
[916] 51:09	Uh, and some authors have done this to
[917] 51:12	great effect where you can you can take
[918] 51:15	one event and have four different
[919] 51:17	witnesses and each witness comes up with
[920] 51:19	something different. So,
[921] 51:23	uh,
[922] 51:25	Will says, "All Kurasawa stuff is
[923] 51:27	great." Absolutely. Oh, yeah. Uh, he's
[924] 51:29	one of my favorite filmmakers by far. I
[925] 51:33	love his work. Um, I'm a big Kurissawa
[926] 51:36	afficionado. So um yeah uh it's it's but
[927] 51:41	Rashimon is a one of the great examples
[928] 51:44	of his work where as I said four
[929] 51:48	perspectives one event.
[930] 51:51	So the idea then that you have dual
[931] 51:56	causality
[932] 51:57	where you have then two perspectives say
[933] 51:59	a divine and a human on the same events.
[934] 52:02	Absolutely.
[935] 52:05	Uh, CBN versus DOS. My favorite is still
[936] 52:08	the Yojimbo. Yojimbo's fun. The Yojimbo
[937] 52:11	is fun. I like the Seven Samurai.
[938] 52:15	I thought Sam, uh, and the Hidden
[939] 52:17	Fortress regret was great, too. Um, just
[940] 52:20	really,
[941] 52:22	um, uh, I mean, I even liked Ron. Ron
[942] 52:26	was excellent.
[943] 52:28	Um, Ron was a retelling of King Lear and
[944] 52:32	and it's a cinematic masterpiece. Ron is
[945] 52:35	an absolute cinematic masterpiece.
[946] 52:43	Even though Ron is a bit depressing,
[947] 52:44	they're all the depressing. Okay.
[948] 52:48	I mean, at the end of Seven Samurai,
[949] 52:50	that was not a happy ending.
[950] 52:53	Uh neither was Rashiman. None of those
[951] 52:57	none of those none of those are really
[952] 52:59	happy endings.
[953] 53:03	Uh, Kagamusha is also good too. Yeah,
[954] 53:05	absolutely.
[955] 53:21	Uh, yeah, but Seven Samurai was a
[956] 53:23	hardcore ending. They were all hardcore
[957] 53:25	endings. Uh, but the what this what was
[958] 53:27	the I mean for those of you who don't I
[959] 53:30	mean if you don't want to hear the
[960] 53:31	spoilers, plug your ears here. Um, the
[961] 53:34	ending to to seven the seven samurai is
[962] 53:38	that the samurai defeat the bandits,
[963] 53:42	lose a bunch of people in the process
[964] 53:44	and the farmers just go back to happily
[965] 53:46	farming as if nothing happened.
[966] 53:52	No thanks, no reward, no. It's like,
[967] 53:55	thank you for helping uh you know, you
[968] 53:57	helped us out. Great. We're going to go
[969] 53:58	back to farming now.
[970] 54:01	Yeah. Everyone loses but the villagers.
[971] 54:04	Yeah.
[972] 54:06	It's sort of this really passive
[973] 54:08	aggressive ending that makes you go,
[974] 54:11	"Oh, yeah. That's not fair." Totally not
[975] 54:13	fair.
[976] 54:19	Yeah. So,
[977] 54:21	so yeah, that's the seventh seam. And a
[978] 54:24	lot of a lot of Akurasawa films have,
[979] 54:28	let's say, less than happy endings. It's
[980] 54:30	not it's not something you watch for the
[981] 54:32	happy ending.
[982] 54:35	All right, next um we'll move on here.
[983] 54:37	Uh we want to thank Jack Ray gifted the
[984] 54:40	channel 20 ancient Egypt in the Bible
[985] 54:41	memberships. He did this before the live
[986] 54:43	chat start or before the um live stream
[987] 54:46	started. So, I don't know if he he can't
[988] 54:49	come tonight, but um yeah, that was
[989] 54:52	really um generous of him, and we thank
[990] 54:55	you so very much, Jack, for your support
[991] 54:56	of the channel.
[992] 55:01	Uh, Blue Dog, I love Zatoi, too. Yes, I
[993] 55:04	like Zatochi as well. Uh there's like 20
[994] 55:08	or 30 of those videos of the uh of the
[995] 55:11	Zatoi films. A lot of films was were
[996] 55:14	made of Zatochi.
[997] 55:16	Um,
[998] 55:20	for those of you who don't know,
[999] 55:24	Zato Ichi is about this guy.
[1000] 55:28	He's a massur,
[1001] 55:31	but he's also a deadly swordsman and
[1002] 55:34	he's blind.
[1003] 55:37	So, um, and he always seems to run a
[1004] 55:41	foul of gamblers
[1005] 55:43	and and Yakuza. Yak the Yakuza are a
[1006] 55:47	favorite target of Zato Ichi.
[1007] 55:50	So
[1008] 55:52	um
[1009] 55:54	so yeah that's um
[1010] 55:59	oh sorry I will passively aggressively
[1011] 56:03	note that Dr. Faulk didn't notice me
[1012] 56:04	earlier. Well I I saw I saw your I saw
[1013] 56:07	your your memberships but uh that you
[1014] 56:10	did that at like 4:00. I mean, 4 hours
[1015] 56:12	before the live stream, so I assumed you
[1016] 56:14	hadn't come into the chat.
[1017] 56:18	Sorry.
[1018] 56:20	Glad you're here, though.
[1019] 56:25	Okay. Uh, let's move on here.
[1020] 56:29	Next one here is from Louis Sandival for
[1021] 56:31	250 demand income pesos. Thank you for
[1022] 56:33	the super chat. Jack is a ninja. Yeah,
[1023] 56:36	he is. Uh, will God in some way publicly
[1024] 56:40	recount or reveal our earthly deeds as
[1025] 56:42	if we're playing them like a movie after
[1026] 56:44	death? Well, I don't know if
[1027] 56:48	um they'll be replayed like a movie
[1028] 56:50	after death. I think that's sort of kind
[1029] 56:52	of a Jack Chick kind of thing. Um, for
[1030] 56:56	those of you who don't know, he was very
[1031] 56:58	famous for his little kind of mini
[1032] 57:00	comics
[1033] 57:01	uh that were well along the lines of say
[1034] 57:05	uh rabbit fundamentalism, but um I
[1035] 57:10	remember the Jack Chip Chick comic, this
[1036] 57:13	is your life, an angel takes a dead man
[1037] 57:16	and shows him his whole life as if it
[1038] 57:17	was a movie. So um
[1039] 57:21	so um no, I don't think it'll be played
[1040] 57:23	out like that.
[1041] 57:25	But there will be an accounting that is
[1042] 57:29	that is true you know and the books will
[1043] 57:32	be opened and the deeds will be read off
[1044] 57:36	some of them. I mean if you are um
[1045] 57:39	destined for for the blessed hope then
[1046] 57:42	those will be the good deeds you did.
[1047] 57:45	If it's if you're going in the other
[1048] 57:47	direction it'll be the bad deeds you
[1049] 57:48	did.
[1050] 57:50	So,
[1051] 57:53	um, so it probably won't be replayed to
[1052] 57:56	you like a movie, but it will be the
[1053] 57:58	books will be opened because here's the
[1054] 58:01	thing, there will be a distribution of
[1055] 58:03	rewards and punishments. Okay? In the
[1056] 58:06	case of say
[1057] 58:09	those who are receive rewards, you know,
[1058] 58:13	you become conformed to Christ and you
[1059] 58:16	get more facetime with the master. Great
[1060] 58:19	reward. Absolutely.
[1061] 58:22	For those who
[1062] 58:25	chose utter darkness instead,
[1063] 58:28	they will be more isolated. Okay? You
[1064] 58:32	know, their their their reward will be
[1065] 58:36	in their in their resurrection as to
[1066] 58:39	that their resurrected body will reflect
[1067] 58:42	the deeds they performed in this life
[1068] 58:44	and that will isolate them more and make
[1069] 58:47	them more
[1070] 58:49	um at antipathy with those who they
[1071] 58:52	spend eternity with. So
[1072] 58:56	um so the rewards and and punishments
[1073] 59:00	will be revealed
[1074] 59:02	not so much to and it's not so much to
[1075] 59:05	to name and shame or to even to to L.
[1076] 59:10	It's to show that God's justice is just
[1077] 59:15	it's to show that God is right in his
[1078] 59:17	judgments.
[1079] 59:20	So,
[1080] 59:22	so absolutely.
[1081] 59:28	Uh, Big Destiny, is that what it means
[1082] 59:29	to store up treasures in heaven? Yeah,
[1083] 59:30	it is. Basically, what you're storing up
[1084] 59:33	in in in heaven is facetime with the
[1085] 59:36	master. That's what you're storing up.
[1086] 59:38	And here's the thing, there are some
[1087] 59:41	people that
[1088] 59:44	will have
[1089] 59:46	a lot of treasure in heaven and they get
[1090] 59:48	a lot of facetime with Jesus.
[1091] 59:51	That's what it means to have facetime
[1092] 59:52	with the master.
[1093] 59:55	So
[1094] 59:57	the more you store in heaven, the more
[1095] 59:59	facetime you'll have with the master.
[1096] 1:00:01	And that's an eternal thing.
[1097] 1:00:05	Some people will have a lot of facetime
[1098] 1:00:06	with the master.
[1099] 1:00:08	the disciples will have a lot of
[1100] 1:00:09	facetime with the master.
[1101] 1:00:12	Your
[1102] 1:00:14	hue warmer that uh that sort of does the
[1103] 1:00:16	deathbed confession,
[1104] 1:00:18	not so much time with the master.
[1105] 1:00:21	So even though they're saved, we got to
[1106] 1:00:25	be
[1107] 1:00:26	cognizant of the fact that salvation is
[1108] 1:00:29	not the same as rewards. Okay? There are
[1109] 1:00:33	there's differences here
[1110] 1:00:36	and
[1111] 1:00:38	the rewards are not the not the stuff of
[1112] 1:00:41	heaven. It's not the building materials.
[1113] 1:00:43	It's not the gold. It's not the pearls.
[1114] 1:00:46	It's not that garbage.
[1115] 1:00:48	The only thing that really is important
[1116] 1:00:53	in heaven is time with Jesus.
[1117] 1:00:58	That's the only thing that matters in
[1118] 1:01:00	heaven.
[1119] 1:01:03	Okay.
[1120] 1:01:07	So,
[1121] 1:01:09	uh so for you to do
[1122] 1:01:13	all that you need
[1123] 1:01:17	um I mean to to store up that treasure
[1124] 1:01:20	is to bank facetime with God, facetime
[1125] 1:01:24	with Jesus.
[1126] 1:01:29	Big Destiny goes, "Wait, we'll be able
[1127] 1:01:31	to talk to him afterwards." Yes.
[1128] 1:01:34	Jesus, right? I I think you're talking
[1129] 1:01:36	about Jesus here, not Scott Adams.
[1130] 1:01:39	Just want to make sure clarifying that.
[1131] 1:01:41	>> But if we're lucky and he had a death
[1132] 1:01:44	>> Well, according to his wife, he did have
[1133] 1:01:46	a deathbed confession.
[1134] 1:01:47	>> Oh.
[1135] 1:01:48	>> Oh, yeah. Yeah. He had said like a
[1136] 1:01:51	couple weeks that he was going to try
[1137] 1:01:52	out Christianity.
[1138] 1:01:54	Now, you know, when it's try out, it's
[1139] 1:01:56	like, okay, that's a
[1140] 1:01:59	That's where, well, is he really saved
[1141] 1:02:01	meets the low bar of grace. It's like,
[1142] 1:02:03	okay, it's kind of 50/50 there.
[1143] 1:02:06	But, uh, but his wife did claim he had a
[1144] 1:02:09	deathbed conversion. So,
[1145] 1:02:12	>> so yeah. So,
[1146] 1:02:16	>> yeah, sure.
[1147] 1:02:18	But yeah, you'll be able to talk to
[1148] 1:02:19	Jesus in heaven
[1149] 1:02:22	because he's going to be wandering
[1150] 1:02:25	around with his people.
[1151] 1:02:28	So,
[1152] 1:02:30	so absolutely that's what your that is
[1153] 1:02:32	the goal
[1154] 1:02:34	of your treasures in heaven. It's not
[1155] 1:02:37	for a more comfortable life. It's not
[1156] 1:02:39	for a a a for more stuff or higher
[1157] 1:02:43	status, although that might come too,
[1158] 1:02:46	but it's for facetime with the master.
[1159] 1:02:48	FaceTime with Jesus Christ. That's the
[1160] 1:02:51	treasure.
[1161] 1:02:53	Everything else is garbage.
[1162] 1:03:00	All right. So, then let's move on here.
[1163] 1:03:08	Okay. Big Destiny style for $5. Thank
[1164] 1:03:10	you for the super chat.
[1165] 1:03:13	And he asks, "Good evening, folks."
[1166] 1:03:14	Well, good evening to you, too.
[1167] 1:03:17	Philippians 2:12-13.
[1168] 1:03:19	What does it mean to work out your
[1169] 1:03:21	salvation? Were they not already saved?
[1170] 1:03:24	Much love. Okay, let's talk about this
[1171] 1:03:27	cuz there's nuance here. There always
[1172] 1:03:29	is, isn't there? Philippians 2
[1173] 1:03:33	and we'll go to 12-13 here. Okay.
[1174] 1:03:39	Uh let's actually start at verse 9 for
[1175] 1:03:42	context.
[1176] 1:03:44	Therefore, God highly exalted him and
[1177] 1:03:47	bestowed on him the name which is above
[1178] 1:03:49	every name. and at the name of Jesus,
[1179] 1:03:52	every knee should bow of those who are
[1180] 1:03:55	in heaven and on earth and under the
[1181] 1:03:58	earth and that every tongue should
[1182] 1:04:00	confess that Jesus is Lord to the glory
[1183] 1:04:02	of God the father. So every tongue is
[1184] 1:04:04	going to confess that Jesus is Lord. So
[1185] 1:04:06	then my beloved just have as you have
[1186] 1:04:10	always obeyed. So these are Christians
[1187] 1:04:14	not as in my presence only. So they're
[1188] 1:04:16	not faking it. That's what it means. Not
[1189] 1:04:19	in my presence only.
[1190] 1:04:21	But now much more in my absence. So they
[1191] 1:04:24	are being faithful.
[1192] 1:04:27	Work out your salvation with fear and
[1193] 1:04:30	trembling.
[1194] 1:04:32	For it is God who is at work in you both
[1195] 1:04:35	to will and to work for his good
[1196] 1:04:37	pleasure. All right. Now this word
[1197] 1:04:39	salvation
[1198] 1:04:41	stoeria
[1199] 1:04:44	let's talk about that term
[1200] 1:04:47	because it can mean two things and it's
[1201] 1:04:52	classically used in two ways in New
[1202] 1:04:54	Testament texts.
[1203] 1:04:56	There's one way where it means does mean
[1204] 1:04:59	salvation as as in salvation from your
[1205] 1:05:03	sins. That's one way it's used in the
[1206] 1:05:05	New Testament. But there's another way
[1207] 1:05:07	it's used too which means preservation.
[1208] 1:05:11	Okay, you are being preserved
[1209] 1:05:15	for say the afterlife
[1210] 1:05:18	through the say the the the outpouring
[1211] 1:05:20	of gifts through the outpouring of good
[1212] 1:05:23	works.
[1213] 1:05:25	So here's the thing when we see a
[1214] 1:05:27	passage like this for those who are
[1215] 1:05:29	already saved
[1216] 1:05:31	as in the Philippians here. So
[1217] 1:05:34	therefore, my brethren, just as you've
[1218] 1:05:35	always obeyed,
[1219] 1:05:38	work out your preservation with fear and
[1220] 1:05:41	trembling.
[1221] 1:05:42	So this is not this is not say salvation
[1222] 1:05:46	as in they're not saved. This is
[1223] 1:05:49	preservation as in staying in the faith,
[1224] 1:05:52	walking the line, okay?
[1225] 1:05:56	Staying on the right side of the
[1226] 1:05:57	amnesty,
[1227] 1:05:59	storing treasures in heaven where moth
[1228] 1:06:01	and rust won't destroy.
[1229] 1:06:04	So that's what this means. They were
[1230] 1:06:08	saved. They are saved. But he's he's
[1231] 1:06:12	admonishing them to keep up the good
[1232] 1:06:14	work.
[1233] 1:06:15	Yeah. Exactly. Big dust uh destiny. Uh
[1234] 1:06:18	he says, "Oh, it means something like
[1235] 1:06:20	keep the good work." Exactly. That's
[1236] 1:06:21	exactly what it means. Okay. So he he's
[1237] 1:06:27	lauding them for the their efforts and
[1238] 1:06:29	he says, "Yeah, keep up. Do this. you're
[1239] 1:06:31	doing right here. You're and you're not
[1240] 1:06:34	just doing it when I'm there. I think
[1241] 1:06:36	that's fantastic. I mean, when we see so
[1242] 1:06:38	much like the Corinthians and how soon
[1243] 1:06:41	as he leaves, they all go into uh
[1244] 1:06:45	Corinthians were a mess. It's nice to
[1245] 1:06:47	see the Philippians weren't in a mess.
[1246] 1:06:50	They weren't perfect, but they weren't a
[1247] 1:06:53	mess either, like the Corinthians.
[1248] 1:06:59	So he's basically giving them an ad a
[1249] 1:07:01	boy add a boy keep working stay on the
[1250] 1:07:06	path
[1251] 1:07:08	be preserved through the diligent
[1252] 1:07:10	working out of your faith.
[1253] 1:07:12	So so that's what he means here. So I
[1254] 1:07:16	hope that helps. Thank you very much for
[1255] 1:07:18	the question. Very much appreciated.
[1256] 1:07:20	>> It makes sense. The goal on earth is
[1257] 1:07:22	>> Yeah.
[1258] 1:07:23	>> So the goal in heaven would be to have a
[1259] 1:07:26	cup.
[1260] 1:07:26	>> Yeah. Mrs. Producers got it right here.
[1261] 1:07:28	The goal on earth here is to spend time
[1262] 1:07:30	with God. So the goal in heaven is also
[1263] 1:07:33	to spend time with God. So yeah,
[1264] 1:07:36	absolutely. Um here's one of the things
[1265] 1:07:39	um and she brings up a really important
[1266] 1:07:41	point here is you can judge the validity
[1267] 1:07:44	of any religion
[1268] 1:07:47	and not not perfectly, okay? But if
[1269] 1:07:50	their view of earth is the same as their
[1270] 1:07:54	view of heaven, it's more likely to be
[1271] 1:07:58	right.
[1272] 1:07:59	Okay, this is not perfect, but I' i've
[1273] 1:08:01	noticed this that that religious that
[1274] 1:08:05	have a huge disconnect between how
[1275] 1:08:08	things are on earth, how a believer
[1276] 1:08:10	should behave on earth versus how they
[1277] 1:08:12	believe in heaven, there's a problem.
[1278] 1:08:17	Like for example, the the one that pops
[1279] 1:08:19	into mind is Islam. Well, Islam is all
[1280] 1:08:22	about um uh depriving yourself on earth.
[1281] 1:08:26	Um you know, fasting and and uh you
[1282] 1:08:31	know, not enjoying pleasure. And then in
[1283] 1:08:34	in in the afterlife, they have 40
[1284] 1:08:36	virgins and two little boys. Okay,
[1285] 1:08:39	that's Wait, there's there's a
[1286] 1:08:40	disconnect here between what God expects
[1287] 1:08:42	on earth and what he expects in heaven.
[1288] 1:08:45	A real disconnect. One is one is
[1289] 1:08:47	supposed to be this pious state, the
[1290] 1:08:49	other one is complete debauchery.
[1291] 1:08:52	Okay.
[1292] 1:08:54	So you know whereas say in the case of
[1293] 1:08:58	of well yeah Mormonism is the same thing
[1294] 1:09:01	monogamy and earth poly uh uh polygamy
[1295] 1:09:05	in heaven. Yeah Mormonism has the same
[1296] 1:09:08	problem.
[1297] 1:09:11	It's not there's not a consistent thing
[1298] 1:09:13	here. You know, whereas we expect
[1299] 1:09:15	Christians are expected on earth to be
[1300] 1:09:17	holy as God is holy.
[1301] 1:09:20	Okay, that's what we're that's the
[1302] 1:09:22	expectation of for Christians on earth
[1303] 1:09:25	to be holy.
[1304] 1:09:27	So what do we expect when we go to
[1305] 1:09:29	heaven? More holy, more holiness. That's
[1306] 1:09:32	what we should expect.
[1307] 1:09:35	So, you know, this is the ex I mean, it
[1308] 1:09:39	doesn't mean that heaven's going to be
[1309] 1:09:41	the same as as earth. No, that's not the
[1310] 1:09:43	one thing. But the expectations
[1311] 1:09:45	should be commensurate.
[1312] 1:09:47	You
[1313] 1:09:48	>> the way you spend your
[1314] 1:09:49	>> Yeah. The way you spend your time in on
[1315] 1:09:51	earth should be commensurate with how
[1316] 1:09:53	you spend your time in heaven. If you're
[1317] 1:09:55	spending your your time on earth being
[1318] 1:09:58	holy, doing righteous, doing good deeds,
[1319] 1:10:02	you should expect that to be the same in
[1320] 1:10:04	heaven.
[1321] 1:10:05	So
[1322] 1:10:08	it's when it's when religions sort of
[1323] 1:10:09	say, "Oh, it's about
[1324] 1:10:14	It's about, you know, depriving yourself
[1325] 1:10:15	of earth and then and then going for a
[1326] 1:10:18	free debauchery free-for-all in heaven.
[1327] 1:10:22	No, no. That's that's that's almost a
[1328] 1:10:24	sure sign that your religion's wrong
[1329] 1:10:28	because that's a double standard.
[1330] 1:10:31	That's a double standard. That's having
[1331] 1:10:33	it both ways just with the death as a
[1332] 1:10:36	divide.
[1333] 1:10:42	So if your conception of heaven is that
[1334] 1:10:44	it's a a a moral free-for-all, then
[1335] 1:10:47	you've got the wrong idea of heaven.
[1336] 1:10:51	So uh
[1337] 1:10:58	so yeah, basically Paul is giving the
[1338] 1:11:01	Philippians the boy. Yeah, keep going.
[1339] 1:11:04	Do this cuz you're you're you're on the
[1340] 1:11:07	right path. You're you're on the path of
[1341] 1:11:09	holiness. Keep going.
[1342] 1:11:16	Well, word of the most high Buddha was
[1343] 1:11:18	closer to the truth maybe. Well, here's
[1344] 1:11:20	the here's the thing with Buddha, too.
[1345] 1:11:23	Um, the eight-fold path is it can be
[1346] 1:11:27	inverted at every p point. It's one of
[1347] 1:11:29	the things that's one of the dirty
[1348] 1:11:30	secrets of Buddhism, you know, for for
[1349] 1:11:33	for I mean the eightfold fold path has
[1350] 1:11:37	various paths to nirvana and they're not
[1351] 1:11:41	consistent. Like for example, one of one
[1352] 1:11:43	of the eight-fold paths is um is to um
[1353] 1:11:49	what's it called now? Starve yourself.
[1354] 1:11:51	What's it called? Um fasting. Fasting is
[1355] 1:11:54	a path. But there's also the inversion
[1356] 1:11:56	which is gluttony.
[1357] 1:11:58	Gluttony is an equally valid path to
[1358] 1:12:01	nirvana.
[1359] 1:12:04	One of the eight-fold path is
[1360] 1:12:05	abstinence.
[1361] 1:12:07	The
[1362] 1:12:09	one of the the inversions of that is
[1363] 1:12:12	tantism.
[1364] 1:12:16	So it doesn't actually matter what path
[1365] 1:12:19	you take just as long as you take an
[1366] 1:12:21	extreme on it.
[1367] 1:12:24	But
[1368] 1:12:24	>> there's no holiness there.
