[0] 0:00	[Music] foreign
[474] 55:28	then the congregation shall judge between the Slayer and the blood Avenger according to these ordinances okay so
[475] 55:34	and this happened you know you're out chopping wood and you you swing back and the the head
[476] 55:42	of the ax flies off that's happened that's killed somebody
[477] 55:48	okay now you could be potentially on the hook for
[478] 55:54	murder and his relatives are going to be coming after you well you drop your stick in your run
[479] 56:01	essentially to a refuge City and you get there and you you explain
[480] 56:06	the situation and say hey this guy wasn't my enemy I did I died he was my best friend you know I I don't want to
[481] 56:13	kill him it just happened
[482] 56:19	it was a terribly tragic accident please let me in your city they go yeah
[483] 56:24	sure okay and then the adventure comes and then they you they talk it out and they see
[484] 56:29	okay eventually the oftentimes will happen is the uh Avenger will not be satisfied
[485] 56:35	he'll go away and still want to kill the guy but the city will say to the um to
[486] 56:42	the accused okay we understand it was an accident everyone admits you were best friends and it was an accident there was
[487] 56:48	no anger involved it was not my weapon it was just tragic stay in the city and you're safe if you
[488] 56:55	leave the city you're you're on your own so
[489] 57:03	so it's it's a it's a matter of it's a matter of it being the circumstances here that's that constitutes what's
[490] 57:09	murder and what isn't okay and the bible really clearly the whole
[491] 57:16	the whole language of Biblical Hebrew here basically delineates between killing and murder
[492] 57:22	but this is one of the reasons why the 10 the Commandment is Thou shalt not commit murder not that shall not kill
[493] 57:31	is a mistranslation of the word for murder
[494] 57:37	because yeah yeah it's the Nuance it's the Nuance here that's really really important
[495] 57:45	so that's the difference between say killing and murder with a weapon myrrh with a
[496] 57:53	weapon only makes it clear that you had the means to commit the murder and you were intending to make the murder
[497] 57:58	so that's why there's a difference here okay
[498] 58:05	so anyway I hope that answers your question thank you very much for the Super Chat very much appreciate it
[499] 58:16	okay another 50 switch Kroner uh Super Chat here from Albert Robertson thank
[500] 58:22	you again for the super chats any good book Bible commentary that has
[501] 58:27	commentary on almost all verses of the Old Testament any good fantasy books your thoughts on
[502] 58:34	Witcher well uh that moved quickly okay
[503] 58:45	I will say this on the first question first question super easy to answer because the answer is no
[504] 58:51	there's not one good book that covers all the Old Testament
[505] 58:59	okay uh I wish people would stop selling Matthew Henry's commentary honestly it's
[506] 59:05	a terrible commentary absolutely awful commentary it should be burned
[507] 59:12	burned along Strong's Concordance
[508] 59:20	here's the thing with doing any commentary
[509] 59:25	commentaries are written good commentaries are written by specialists
[510] 59:31	okay they're written by specialists nobody is a specialist in the entire Old
[511] 59:37	Testament why should Strong's Concordance be
[512] 59:43	burned too it should be burned because and this is by uh Panama
[513] 59:51	pH uh the reason why Strong's Concordance should be burned is because
[514] 59:56	it's uh lexical information is so out of date it isn't
[515] 1:00:02	even funny it's terribly out of date and it's not in nuanced for the history
[516] 1:00:08	of Hebrew as a language so it's really an awful uh concordance
[517] 1:00:13	you people should not be using strongs anymore and people shouldn't use Matthew Henry's
[518] 1:00:18	commentary anymore again really out of date it was out of date when it was published
[519] 1:00:25	it's that bad so I would suggest that say if you want
[520] 1:00:30	a good commentary pick a book and then pick the best commentary for that particular book
[521] 1:00:37	there's no commentary that covers it all
[522] 1:00:42	even ones that I think are really good series and there's some series that I think are really really good okay
[523] 1:00:49	I think nikot the new international commentary on the Old Testament is a very very good series
[524] 1:00:55	it's a very good series of commentaries it's probably one of the best but that's a series that's multiple but
[525] 1:01:02	it's missing the book of Exodus it that's the one book they've never
[526] 1:01:08	done a commentary for is Exodus great Commentary series with this huge
[527] 1:01:14	gaping hole in it okay
[528] 1:01:19	so even the best Commentary series is not going to cover at all and it's not going to cover it all that
[529] 1:01:26	in a good way for example uh the word bible commentary I'm a big
[530] 1:01:32	fan of the word bible commentary too I think it's a great commentary
[531] 1:01:37	but it's better for the New Testament it's really good for the New Testament it's kind of crap for the Old Testament
[532] 1:01:47	so you know miles just gonna vary it really is going to vary
[533] 1:01:53	so uh you're not gonna find a One-Stop shop
[534] 1:01:59	answer to that question it's just one of those things that's that's just unfortunate
[535] 1:02:06	so here's what I would suggest I think I think
[536] 1:02:13	you should pick the best particular commentary for any particular book you
[537] 1:02:18	want to read or study or and get a couple of them you know you
[538] 1:02:25	can get these things used too you know there's nothing wrong with the used commentary
[539] 1:02:30	so unfortunately there's no one's one commentary or a good book that covers
[540] 1:02:36	the old entire Old Testament it's just not that's not the way it works unfortunately
[541] 1:02:41	so uh now any good fantasy books
[542] 1:02:49	entirely different question um
[543] 1:02:54	I'm a very broad reader okay and you know you can't help but love the
[544] 1:03:00	classic Lord of the Rings I mean you just can't help but love that one I mean everyone loves that
[545] 1:03:05	okay um what would be some other good ones
[546] 1:03:10	though I really recommend fantasy books
[547] 1:03:16	yeah it does depend a lot of what they're into
[548] 1:03:24	run a fantasy book yeah and it's a warning yeah you are
[549] 1:03:30	there yes Shadowrun Shadowrun is an interesting blend of technology and Magic
[550] 1:03:36	so you know that's that has its own uh interesting
[551] 1:03:41	um but as far as the technology goes we're being in cities
[552] 1:03:47	yeah it does it is scary yeah it is scary I mean
[553] 1:03:52	I'll agree with Nate on also that the someone similar aliens is very good as well I like the similarly a lot
[554] 1:04:00	um I'm trying to think of another one here I used to be big when I was when I was
[555] 1:04:07	uh younger I read I used to love the elrica melna Bonet series
[556] 1:04:14	I read all of it I loved it I mean I was just that was a huge Elric fan
[557] 1:04:25	so um [Laughter] um
[558] 1:04:32	Narnia I never got into I never got into Narnia
[559] 1:04:38	uh I wouldn't count dunas fantasy I'd count that as Science Fiction it's really far future is really sort of the
[560] 1:04:43	technology I wouldn't count that as fantasy I know I know there's sort of a blurred lines between fantasy and
[561] 1:04:52	science fiction but I wouldn't count it as as fantasy but uh
[562] 1:04:59	yeah so I I never got into I never got into Narnia uh I was never really into Christian fiction that much honestly
[563] 1:05:07	um I found I I tried to read C.S Lewis's uh science fiction a bit like for example I tried to read his out of the
[564] 1:05:14	Silent Planet it's a hard read it's not it's not an enjoyable read
[565] 1:05:20	so uh I had difficulties getting into his fiction but
[566] 1:05:26	uh that may be just the the way my sort of Mind goes as far as reading is
[567] 1:05:32	concerned as far as my thoughts in The Witcher never got into it I didn't see the
[568] 1:05:39	series I try to play the video game once
[569] 1:05:46	but I didn't have a controller at the time and it's and that's that's a video game that's virtually impossible to play
[570] 1:05:52	with on a controller so I had a fast enough system I didn't have I mean it's a very sort of
[571] 1:05:58	graphical intensive system um a game but
[572] 1:06:03	I might give it another go now I've I've upgraded a lot of things like my graphics cards since then but
[573] 1:06:10	um um
[574] 1:06:15	so I'm considering trying The Witcher again as far as doing the video game but
[575] 1:06:21	I I haven't watched the series the series didn't really sort of catch my attention so
[576] 1:06:27	um anyway uh I hope that answers your questions thank you very much for the Super Chat
[577] 1:06:32	very much appreciate and love the rapid Trail
[578] 1:06:42	okay I'll get uh Robertson again for 50 shroop Swedish Corners thank you very much Super Chat and he asks if the
[579] 1:06:49	father and the son are the same well they're not the same
[580] 1:06:54	they're two persons um of the Trinity and the three persons are
[581] 1:07:01	the one God they're not the same but
[582] 1:07:08	if they're if they're come if they are both God why does Jesus deny tooth for
[583] 1:07:14	tooth rules okay again that's a tooth for tooth is just a colloquial way of saying the lextelianus the law of
[584] 1:07:20	attribution you have to kind of understand that the Lex teleonis
[585] 1:07:26	uh is a maximal um penalty in Civil Society
[586] 1:07:33	so for example back in the day
[587] 1:07:38	uh let's say we're talking here about a society that that's ruled by a governed by the laws
[588] 1:07:44	of Clan Warfare a clan relations it's a cloud-based Society
[589] 1:07:50	and in cloud-based societies things can get nasty fast
[590] 1:07:55	you know you punch a guy in the mouth and he loses a tooth that guy turns around and wipes out your whole family
[591] 1:08:02	it's the Lex teleonis is meant to prevent that situation
[592] 1:08:07	it's basically saying that you can't command any higher
[593] 1:08:13	retribution than what the offense caused so
[594] 1:08:19	if somebody knocks out your tooth the best you can get is an extraction
[595] 1:08:26	you're not allowed to go kill his his family you're not allowed on chop of his hands
[596] 1:08:33	you're not allowed to to to gouge out his eye
[597] 1:08:41	it's a way of keeping this from escalating and that's what happens in a clan society when offense leads to more
[598] 1:08:48	offense is it could lead to this tragic escalation
[599] 1:08:55	yes as my producer says usually both Clans end up being wiped out if there's
[600] 1:09:00	one person left so that's the purpose of the Lex
[601] 1:09:07	teleonis is it's a it's a form of maximum punishment
[602] 1:09:13	you can't go beyond that if you go beyond that you've committed the crime
[603] 1:09:19	so basically in a turn it turns that overreaction into a criminal event
[604] 1:09:26	so you have to understand it in that sort of way now
[605] 1:09:32	what Jesus is talking about is not the Lex teleonis as a
[606] 1:09:38	form of jurisprudence he's talking about it in your personal life
[607] 1:09:44	and he's talking about this in a different way Jesus knows that a person can
[608] 1:09:50	you know slap for slap okay he knows that
[609] 1:09:57	he accepts that as the matter of course of his Civil Society
[610] 1:10:03	but he's also adding an element of Grace so he's not denying it
[611] 1:10:09	he's providing an alternative he's saying okay you have lived by eye
[612] 1:10:16	for eye tooth for tooth but there's also Grace
[613] 1:10:22	there's also Mercy yes there's still Justice
[614] 1:10:27	and Jesus never denies that there's Justice so he's not denying tooth for tooth
[615] 1:10:35	he's saying that there's more than just tooth for tooth and that's different
[616] 1:10:42	it's one way I hope that answers your question thank you very much for the Super Chat really appreciate it and I
[617] 1:10:48	hope that sort of explains sort of the context of this and and what Jesus is
[618] 1:10:53	meaning by this and then finally we've got a 50 Swedish
[619] 1:11:00	Kroner again from Elgin Robertson and thank you very much again for the Super Chat
[620] 1:11:06	and he asks any good book that reconciles the god in the Old Testament
[621] 1:11:11	and the New Testament my pastors deny the Old Testament so have no guidance why God seems so
[622] 1:11:19	different okay that's bad um
[623] 1:11:25	yeah that okay I'm I've got some concerns here okay
[624] 1:11:31	uh I think any Pastor that denies the New
[625] 1:11:36	Testament now I know their Church Traditions out there that focus on the New Testament and I
[626] 1:11:42	think that's not great honestly
[627] 1:11:47	because it does lead to biblical illiteracy but to deny the Old Testament that's
[628] 1:11:53	mercianism that's a problem
[629] 1:11:59	uh yeah um I would I would if I was in this
[630] 1:12:06	position I would say you might want to consider looking at other options at least ones that don't
[631] 1:12:12	deny the Old Testament one saying it's one thing to as I say to focus on the
[632] 1:12:18	New Testament I know why pastors do that it's easier to preach from it's easier to understand
[633] 1:12:23	okay I get all that I get all that but denying it is to deny scripture
[634] 1:12:29	itself you know when uh Paul writes Timothy and he says all scripture is
[635] 1:12:35	inspired you know useful for teaching correction reproof and rebuke
[636] 1:12:41	he's not talking the New Testament there that verse because the New Testament
[637] 1:12:47	didn't exist you know only two Epistles existed at that time
[638] 1:12:53	Paul is talking about the Old Testament yeah we never think about this
[639] 1:12:58	but that that whole passage about scripture being inspired and useful for teaching he's talking about the Old
[640] 1:13:04	Testament that's the book of the Bible they had
[641] 1:13:10	so we are called in New Testament times to
[642] 1:13:18	use the Old Testament that's that's what Paul meant
[643] 1:13:27	again this is where context matters okay if we read according to what we have
[644] 1:13:33	today yeah we would say it's the New Testament but it's not Paul's talking about the Old Testament
[645] 1:13:41	it says yeah they didn't have a new testament I mean none of the gospels had been maybe Mark have been written but
[646] 1:13:47	that would be it that's if you take an early date for Mark
[647] 1:13:54	but the other three gospels didn't exist that's for sure
[648] 1:14:01	oh boy so any any Pastor that dead denies the Old Testament
[649] 1:14:07	you need to shop around for another Pastor okay I think that's I think that's that's a very very problematic
[650] 1:14:14	thing he's not going to get his new testament right if he denies the Old Testament simply put
[651] 1:14:22	the other thing is um as far as good books uh that reconcile
[652] 1:14:27	the god in all the New Testament Paul kopan has written a series that's actually I think relatively decent I've
[653] 1:14:33	heard him speak on this several times um his solution seemed very sensible
[654] 1:14:40	uh I don't think there's any I don't think there's any contradiction between the god of the old and the New Testament
[655] 1:14:46	honestly yes there's differences in Covenants there's differences in how people
[656] 1:14:54	approached God there's differences in religious practice
[657] 1:15:00	but all that's can be uh chalked up to um
[658] 1:15:06	uh progressive revelation another author I would recommend here is Graham goldsworthy
[659] 1:15:12	uh goldsworthy uh published um uh book called biblical theology it's
[660] 1:15:20	it's really good it's really good it's well worth re reading it doesn't go into the brass talks uh the minutia of trying
[661] 1:15:29	to reconcile old New Testament but it explains the ark of the Old and New Testament in a way
[662] 1:15:36	that's you could understand it and if you understand the ark the story arc of
[663] 1:15:41	the Bible then it makes sense how the god of the
[664] 1:15:46	Old Testament is the god of the New Testament
[665] 1:15:53	so those are those are two I would I would recommend is goldsworthy and uh
[666] 1:15:58	copen and I think that would probably get you pretty well started
[667] 1:16:03	and then you can sort of dip into um sort of the minutia after that
[668] 1:16:08	so anyway thank you very much for the Super Chat very much appreciated uh I hope that helped
[669] 1:16:17	okay
[670] 1:16:24	I'm gonna take this non-super chat here
[671] 1:16:30	uh because I have seen this uh and they didn't put a cuticle in
[672] 1:16:36	front of it we will forgive we'll forgive this um scripture uh the story scripture
[673] 1:16:43	podcast um uh asks did you
[674] 1:16:50	I think he means C Gershon Galil Facebook post giving an image that seems legit
[675] 1:16:55	can you speak on this further yes I can I have seen this um I'm actually Facebook friends with
[676] 1:17:01	Galileo okay so yeah I've seen the picture
[677] 1:17:07	I don't think it changes anything honestly uh he it is a high-res photo he did put
[678] 1:17:14	up a high-risk photo I and and good honor for doing this I think this is great
[679] 1:17:21	that means we certainly can't get this out of Stripling so the fact that Galileo did it I think is wonderful
[680] 1:17:28	yeah I think I think the wheel's trying for some level of Integrity yeah but the inscription's still not there
[681] 1:17:36	um I took a close look at it I don't see it I still don't see it now I have seen extra Atomic uh
[682] 1:17:45	tomography images uh four lead tablets for sorry lead
[683] 1:17:51	amulets and it's clear when you can see the writing
[684] 1:17:57	I mean it's evident that's a rarest writing there when
[685] 1:18:02	it's when it's clear I mean it's just you can't miss it
[686] 1:18:11	I saw a post of a medieval uh lead tablet
[687] 1:18:16	amulet that that had very very clear
[688] 1:18:22	um Latin writing on it you could see it the technology is very very good when it
[689] 1:18:29	works I think in this particular case that led amulet is so degraded that I
[690] 1:18:37	don't think there's much possibility of getting any writing out of this now
[691] 1:18:44	um I think that to be very honest
[692] 1:18:52	if they're ever going to get a reading out of this but they might have to actually do is cut it open
[693] 1:18:58	and that's destructive and risky because you never undo that
[694] 1:19:07	so you know there's going to be this is going to be a huge issue
[695] 1:19:15	so uh yeah that's really where I think I mean we
[696] 1:19:22	could also wait for another 50 years for more Improvement in technology too you know maybe they'll improve uh the
[697] 1:19:29	tomography or use some other non-invasive issue but the extra tomography we have today
[698] 1:19:36	is not producing an image that you can do epigraphy from it just isn't
[699] 1:19:44	oh yeah tomography itself would have seen incredible 100 years ago I mean there's no doubt about it and I do think
[700] 1:19:49	it's a legitimate artifact I don't think this is a forgery I think this is a real
[701] 1:19:55	lead curse amulet found on the mountain curses Mount Ebel
[702] 1:20:01	no denying any of that we just don't know what it reads
[703] 1:20:07	and I think that's the point is you just can't make it up
[704] 1:20:12	it has to be writing that you can justify with epigraphy and I think that's that's the problem
[705] 1:20:18	here is Galil has failed to justify that
[706] 1:20:28	'd be if it was not something like ABR with a precondition of what they found
[707] 1:20:34	what do you think an ordinary archaeologist uh my producer asked what do you think
[708] 1:20:41	of an ordinary archaeologist that would not have been say tainted with
[709] 1:20:47	abr's bias would have found reading this tablet I think he would have found a couple
[710] 1:20:52	letters at tops he would have found a couple letters he would have found a maim he would have
[711] 1:20:59	found a hay and that would have been about it he might have found a race
[712] 1:21:05	he probably would have gone with the original diggers yeah Adams or tell uh
[713] 1:21:12	he would have gone with her Tails dating yeah the whole site is it just screams late
[714] 1:21:18	Bronze Age too so he would have concluded it's a strong possibility
[715] 1:21:25	ability the mountain of enough oh yeah he would have said it was about I mean anybody
[716] 1:21:30	who's objective here would say this is a good evidence that this is the mountain cursing just
[717] 1:21:37	because it's a curse amulet because this is a defixio okay but again
[718] 1:21:43	that's different claim no one can well I mean there's some that can test that claim but
[719] 1:21:48	um I think most reasonable people would have made that made that claim
[720] 1:21:55	but it's another thing to find writing that's the game changer
[721] 1:22:02	if you can find writing on the amulet you got something but if you can't
[722] 1:22:07	uh Salada Still Remains up in the air and kind of dicey so
[723] 1:22:15	so yeah I don't think this this image changes anything but you know I'm glad he posted it
[724] 1:22:24	our next Super Chat here is from Cooley 27 for five dollars thank you very much for the Super Chat
[725] 1:22:30	Dr Falk in your honest opinion what is missing in most history presented for a
[726] 1:22:35	general audience conversely what inmost scholarship am I in denial cheers
[727] 1:22:46	okay I will give you one of both okay
[728] 1:22:52	let's take the ladder first what's missing in most scholarship respect for the texts
[729] 1:23:01	basically when a scholar goes into a text sometimes he has a preconceived notion that he's going to try to
[730] 1:23:07	disprove the text we should never approach texts on that
[731] 1:23:12	level we should approach the text on the basis of what did the original writers think
[732] 1:23:18	one of the original readers that would have received the text think and then try to respect what the text is
[733] 1:23:24	trying to communicate and it doesn't matter which text this is it doesn't matter if it's the Bible it
[734] 1:23:30	doesn't matter if it's the hymn to the aten it doesn't matter if it's it doesn't matter if it's the Wiz uh the
[735] 1:23:39	instruction of tahotep Take the A L the ancient text on their
[736] 1:23:45	level with the message they're trying to communicate to whom they're trying to communicate
[737] 1:23:51	this seems pretty straightforward sometimes Scholars think they're in the business of debunking
[738] 1:23:58	that's not the that's not the goal of scholarship the goal of scholarship is to understand
[739] 1:24:03	not to debunk debunking is not scholarship it's
[740] 1:24:09	advocacy advocacy has no place in scholarship
[741] 1:24:17	okay so I'll repeat that the bunking has no place in scholarship
[742] 1:24:24	that's advocacy advocacy is not scholarship
[743] 1:24:30	scholarship is trying to understand we look at these ancient texts in order
[744] 1:24:35	to understand them debunking that's that's grinding in ideological
[745] 1:24:43	Acts and that's advocacy
[746] 1:24:48	okay so that's why I think it's deficient in law scholarship
[747] 1:24:53	now what is deficient in history presented through a general audience
[748] 1:24:59	here's what I'd say here it's cultural context
[749] 1:25:05	we get when we look at what is the sort of History presented for a general audience It generally breaks down into
[750] 1:25:11	two categories one is say entertainment the other is
[751] 1:25:17	documentary okay and both of them have a very similar problem
[752] 1:25:24	which is they didn't study the cultural context of whatever they're presenting enough to portray it in an accurate
[753] 1:25:30	manner you see this all the time in like costuming artifacts
[754] 1:25:37	um the things you said show up on the screen and what yeah Wagon Wheels
[755] 1:25:43	um don't get me started on on the wheel oh my gosh
[756] 1:25:50	okay okay I I did a I did a con I did a little
[757] 1:25:56	brief historical consult for the movie King Arthur okay
[758] 1:26:01	and they had a wheel on a wagon okay and it looks like it had been made for
[759] 1:26:08	The Flintstones okay it was basically like they took strips of plywood and cut a circle out and that was our whale
[760] 1:26:15	no wheel in the ancient world ever looked like that
[761] 1:26:22	it would get wet swell and fall apart you know because it's just not
[762] 1:26:27	appropriate as a whale wheels are an extension of bow making technology they are stretched around the
[763] 1:26:34	spokes well you know I try to tell them this and it's just like
[764] 1:26:39	no I don't want to change it it's like okay um
[765] 1:26:53	so it's these little things of History you know like costuming I mean
[766] 1:26:59	like uh in uh Exodus gods and Kings where Ramses is dressed up like a um
[767] 1:27:07	like a queen Like An Egyptian queen he's wearing the Queen's Crown
[768] 1:27:12	um no that's so wrong
[769] 1:27:19	or they're lifting champagne glasses that you could get it like Crate and Barrel I
[770] 1:27:25	mean it's just like what hahaha
[771] 1:27:32	[Laughter] I mean
[772] 1:27:37	I mean a lot more attention has to be placed on the props the costumes just
[773] 1:27:42	sort of the material culture of this day and age and you know it takes work and it takes
[774] 1:27:49	some research but it you know it's also doable nope wow
[775] 1:27:56	so this is what I think is missing from most of this is just the attention to the history itself
[776] 1:28:03	the the historical contexts
[777] 1:28:14	well there are some some movies that have done a better job of this that's for sure
[778] 1:28:20	um you do get some like uh the original mummy that did a decent job on some of
[779] 1:28:25	it okay not perfect but okay uh Cecil demille's Ten
[780] 1:28:31	Commandments excellent they really went uh the extra mile to
[781] 1:28:37	make it historically accurate so I mean that one that was really good
[782] 1:28:48	I could write a book on the commentary of the movie Ten Commandments and why it's such it's such a great
[783] 1:28:55	um attempt to capture the historical context
[784] 1:29:01	I mean they get the clothing right for the most part they get the games right I mean I love the fact they got the games
[785] 1:29:08	right I love the fact they got the dance right I mean the dance was just
[786] 1:29:15	uh the Egyptian dancers was just oh my gosh that was spot on it was spot on
[787] 1:29:22	I followed it followed very very truly to what you find in the uh
[788] 1:29:28	in the in Egyptian paintings so you know I think more attention needs
[789] 1:29:35	to be placed on these sorts of things so I think this is this is one of the
[790] 1:29:40	big problems I have with basically historical entertainment
[791] 1:29:47	and the documentaries is there not they're not paying attention to the little things that sort of
[792] 1:29:53	really relay the context so anyway thank you very much the Super
[793] 1:29:59	Chat very much appreciate and I hope that helps
[794] 1:30:14	okay Billy ningan here for five dollars thank you very much for the Super Chat
[795] 1:30:19	uh Dr Falk in your honest opinion could some of the gods in Greece Roman
[796] 1:30:25	Egyptian Indian Pantheon be real could some of them be sons of God okay
[797] 1:30:33	um um it's possible it's possible and it
[798] 1:30:42	would very much fit into say a temple uh second temple period reading of Genesis
[799] 1:30:47	5. sorry Genesis 6. um but I have some concerns about that
[800] 1:30:54	too which is I think the truth lies here somewhere in
[801] 1:31:00	between which is that the original meaning of
[802] 1:31:08	Genesis 6 and the sons of God is Not defined by second temple period readings
[803] 1:31:15	but by late Bronze Age readings so if you've got that sort of context in
[804] 1:31:23	mind you're not going to get sort of the same view that the gods of the ancient world
[805] 1:31:32	were real now that's not to say that there isn't
[806] 1:31:38	some demonic influence behind it so in that respect it could be real
[807] 1:31:45	so it depends on what sense you're talking about is real real as in being their sons of God
[808] 1:31:52	or real uh or real in the sense of them being say
[809] 1:31:58	demonic adversaries foreign
[810] 1:32:05	of nuance here in what what's behind what's real now
[811] 1:32:12	there is the idea to and this was proposed by some of the church fathers that some of the the gods were
[812] 1:32:21	um we're human beings that sort of did incredible things
[813] 1:32:27	like um Dionysus god of wine was ascribed to a real person who
[814] 1:32:34	brought the grape to Italy now whether or not that actually
[815] 1:32:39	happened is is another thing but it was something that was believed by some of the church fathers so
[816] 1:32:46	that's another respect in which this could be real too and not necessarily a son of God
[817] 1:32:54	so there's a whole range of opinion here where's the truth probably somebody in
[818] 1:33:01	between honestly my opinion is that the gods of the ancient world
[819] 1:33:09	were really nothing more than say demonic influences
[820] 1:33:14	um and could they have been sons of God maybe it's possible
[821] 1:33:20	it's possible that Genesis 6 alluded to the second temple period
[822] 1:33:26	understanding that's also possible and I'm I'm fine with that possibility
[823] 1:33:31	however I do think the sons of God it's original context is primary context
[824] 1:33:37	uh is a kind of say a cast of priests
[825] 1:33:43	so anyway I hope that answers your question thank you very much for the Super Chat very much appreciate it
[826] 1:33:52	our next Super Chat here is also from Billy ningan for ten dollars thank you very much for the Super Chat
[827] 1:34:00	Dr Falk did Hammurabi ever do a military campaign into the Levant during the 18th
[828] 1:34:05	century I know he said the I know he only sacked Mari Northern Syria
[829] 1:34:11	what do secular Scholars think about amorphil Hammurabi okay now most secular
[830] 1:34:17	Scholars are going to dis um disagree with the connection between Annabelle and Hammurabi and the reason is largely
[831] 1:34:26	because they date Amer Phil using say
[832] 1:34:32	traditional fundamentalist dating schemes okay
[833] 1:34:38	here's the thing about the uh amorphil Hammurabi connection okay
[834] 1:34:44	if you're dating amberfel using say a fundamentalist chronology
[835] 1:34:51	you're not gonna get anyone happy okay the secular Scholars are not going to be
[836] 1:34:57	happy with this because of course of course Amber Phil and and Hammurabi are not the same because
[837] 1:35:03	they're separated by 3 400 years okay you're not going to make the
[838] 1:35:08	fundamentalist happy either because I don't know dates to the 18th
[839] 1:35:14	century what are you talking about you know Amber fellas is is 21st century
[840] 1:35:22	they're both gonna have both sides of this issue here rejected for the same
[841] 1:35:28	pretty much the same reason but on
[842] 1:35:34	say for uh looking at it through opposites ends of the scope okay
[843] 1:35:42	so the second scholar is going to see the chronological differences between amorphil and Hammurabi and reject it outright
[844] 1:35:49	the fundamentalist is going to say okay you know this this denies our particular
[845] 1:35:55	reading of Genesis 11. so we're going to reject that too
[846] 1:36:03	so you know you're going to get it in the next from both sides on this one
[847] 1:36:09	so you know you're gonna have to to take that in count when you deal here with
[848] 1:36:14	say um what Scholars think here
[849] 1:36:22	now we also have to recognize too that for a
[850] 1:36:27	very long time this connection was essentially accepted we do find that
[851] 1:36:34	it was accepted by DL driver you know one of the writers of say the
[852] 1:36:41	brown uh driver Briggs lexicon which was the preeminent Hebrew lexicon for
[853] 1:36:48	Generations essentially until the um publication of Hallock
[854] 1:36:55	so this did have some pretty important
[855] 1:37:02	scholarly support in its time but sort of as the field of scholarship
[856] 1:37:09	diverged from say biblical archeology that
[857] 1:37:15	the the the two sides of say biblical maximalism and say critical scholarship
[858] 1:37:21	became more estranged and again we have that advocacy role
[859] 1:37:27	here being used as attempt to disprove or debunk the
[860] 1:37:33	Bible so I think that answers your second
[861] 1:37:39	question now your first question
[862] 1:37:44	did Hammurabi ever do a military campaign into Levant during the 18th century well Syria is in the Levant
[863] 1:37:52	okay so yes we know he entered the Levant did he make it all the way down to Gaza
[864] 1:38:00	is the question and of course Sodom and Gomorrah that remains an open question
[865] 1:38:06	we don't have a lot of texts from Hammurabi's Reign to prove this one way
[866] 1:38:12	or the other we do have some letters and we do have a third-party Chronicle
[867] 1:38:22	but overall we can't be sure whether or not he made it that far south in the Lavon but he did made it make it to the
[868] 1:38:29	Levant that's not a controversial statement so we know he did that
[869] 1:38:40	that's because he made it to Mari essentially so you know this then becomes just a
[870] 1:38:48	matter of degree we also know that for a time he was
[871] 1:38:54	Allied with Alam as he you know sacked some of these these countries so you
[872] 1:38:59	know that also fits with the narrative also but again that's going to be
[873] 1:39:06	um again did he make it all the way down to Gaza did he make it all the way down to Sodom and Gomorrah that's that's that's
[874] 1:39:12	the critical question here it's not whether or not he made it into Levant he did
[875] 1:39:18	so anyway I hope that answers your question thank you very much for the Super Chat very much appreciate it
[876] 1:39:29	hey building and again for five years thank you very much for the Super Chat
[877] 1:39:34	conservative Christians argue Church in Matthew 16 18 refers to public space to
[878] 1:39:41	encourage Christians to be involved in politics is this too far yes [Laughter]
[879] 1:39:50	yes it is too far okay now here's the thing
[880] 1:39:56	Church doesn't encourage that but what does is the idea that Christ's
[881] 1:40:05	Kingdom invades the entire world basically Kingdom Theology of Christ
[882] 1:40:13	there is a there is a there is a idea within the New Testament
[883] 1:40:19	that that every portion of the world
[884] 1:40:26	you know entertainment um Society culture ethics and even
[885] 1:40:33	politics will have to at some point bend the knee to Christ as Lord
[886] 1:40:40	okay now we are not commanded to force that and that's the difference
[887] 1:40:47	we're commanded to live that so it's our example that's the light
[888] 1:40:55	Salt and Light to the world so
[889] 1:41:00	is there anything preventing a Christian from getting into politics no absolutely not
[890] 1:41:06	Christians are free to enter politics not as a matter of church but as a
[891] 1:41:12	matter of Christ's ever advancing Kingdom
[892] 1:41:18	and the fact is that it's part of your potentially depending on which country you live in part of your civic duty
[893] 1:41:25	you have to season what is Caesars and part of the giving to Caesar was Caesar's is your your service to your
[894] 1:41:31	nation whether that Services military or political or voting
[895] 1:41:38	or keeping the laws paying your taxes all that's giving to Caesar what's Caesar's
[896] 1:41:44	so that's sort of my opinion on this is
[897] 1:41:51	that I would push back against Christian nationalism
[898] 1:41:56	I would push back in trying to uh the whole idea of you know forcing
[899] 1:42:04	religious law on to monster Society
[900] 1:42:09	I would push back against say Force conversions or giving special
[901] 1:42:16	advantages to say um Christians alone
[902] 1:42:22	so I think I think there's there's there's there's more than enough ample space here for pushback
[903] 1:42:28	and I think there's there's an idea here that it goes too far but there's also a sense too in which
[904] 1:42:35	people who want to serve their Nation can do so with Christian ethics with
[905] 1:42:42	Christian morals and advancing the cause of Christ by living by example as they
[906] 1:42:48	do public service so anyway I hope that helped thank you
[907] 1:42:55	very much for the Super Chat really appreciate and that's I think there's a balance there and I think it's a balance
[908] 1:43:01	there and I think ultimately any meaningful advancement of the kingdom of God the kingdom of Christ
[909] 1:43:08	has to be done through being caught not forced
[910] 1:43:13	so I thank you very much to Super Chat very much appreciate it
[911] 1:43:27	okay we have a two dollar Super Chat here from let me explain followers of the shepherd
