[0] 0:00	[Music] foreign
[465] 51:28	we get we get porn we get spam a lot of spam with links we
[466] 51:34	get um we get these we we when we first started the YouTube channel we allowed links
[467] 51:41	and what happened was was people would post these 500 you know
[468] 51:47	these 500 word messages thousand word messages with nothing but links
[469] 51:53	uh we especially got a lot of apocalyptic stuff you know where uh you know then the lady
[470] 52:00	was writing the Beast here's a link and so on and so on and AD nausea it was
[471] 52:06	just it was just it just turned into awful spam so
[472] 52:13	um it also we also found a killed uh debate too
[473] 52:19	so when we if if someone would ask a question
[474] 52:24	they wouldn't formulate the question what they would say is well what do you think about this here's the link
[475] 52:29	well that placed the burden upon me to go look at a 50-minute YouTube video to
[476] 52:37	comment on what was essentially a 10 spinning question it was a horrible waste of time
[477] 52:45	so we just decided no links no links
[478] 52:52	it was just a lot better for the channel for people to
[479] 52:58	think about the question formulate the question if possible reduce the question in size
[480] 53:05	because that's actually a lot better a succinct question is better
[481] 53:10	than a question with a lot of background material nobody has time for this I don't have time for this
[482] 53:18	so that's the reasons why we don't allow links you know but the two the two issues is
[483] 53:24	uh are unrelated whether it's we're talking about uh post Vanishing that's
[484] 53:30	YouTube timing out and the links they're different they're different issues and allowing one will not help the other
[485] 53:38	so anyway I hope that answers your question uh but that's why we don't allow links
[486] 53:44	is because it just kills it kills good discussion essentially
[487] 53:49	and the long posts that get deleted by YouTube
[488] 53:56	that is a YouTube thing no control over that at all so
[489] 54:02	sorry about that but that's that's what our YouTube overlords have decreed
[490] 54:07	so Ellie thank you very much for the Super Chat very very much appreciate it and um I hope that answers the question
[491] 54:15	okay now we're on to our twidget
[492] 54:24	and our next Super Chat
[493] 54:29	which is from Billy nangan
[494] 54:34	for ten dollars thank you very much for the Super Chat I think that's the next one isn't it just make sure it
[495] 54:40	we didn't miss any here
[496] 54:48	yep that's our next Super Chat okay awesome uh Dr Falk Cyrus Gordon and some
[497] 54:54	Scholars identified Semitic inscriptions dating to 6th 7th Century BC in the
[498] 55:00	Americas Missourian Tennessee can you support can this support the Book of Mormon thanks and God bless okay
[499] 55:08	uh Cyrus Gordon if I am not mistaken is a Mormon apologist
[500] 55:15	I don't think any responsible Semitic scholar thinks
[501] 55:22	that there are Semitic inscriptions date from the 6th to 7th Century BC
[502] 55:28	uh I don't see this I have not seen any inscriptions
[503] 55:35	that are could plausibly be identified as Semitic in the Americas
[504] 55:43	dating to before the first century I mean I just don't see this
[505] 55:50	um I I mean we're talking here
[506] 55:55	I mean the I know the Mormons want to say that the Israelites you know the Lost tribes
[507] 56:02	uh the northern you know the Lord the supposed lost tribes of Israel the the
[508] 56:07	ten Northern tribes migrated to North America
[509] 56:12	well the fact is we know what happened to those tribes they aren't lost
[510] 56:17	they aren't lost they were integrated into the neo-syrian empire
[511] 56:23	we find Hebrew Israelite names in say mercenary
[512] 56:29	lists from Assyria we know what happened to them they were exiled and moved all over the
[513] 56:38	Assyrian Empire they didn't disappear they became integrated
[514] 56:45	that's different they didn't pick up and leave they became mercenaries traitors
[515] 56:53	they started new homes and families abroad one of the reasons why you have so many
[516] 57:00	Israelite settlements across the across Mesopotamia is because the Assyrians picked him up
[517] 57:07	and moved them so
[518] 57:12	I have a lot of problems with these with the credibility of Cyrus Gordon here
[519] 57:19	I don't think that there's any plausible Smitty obscription that dates to the 6th
[520] 57:25	Century BC originating in the Americas I don't think there's any plausibility to this
[521] 57:31	at all um
[522] 57:36	and even if it was would that support the Book of Mormon I don't think so
[523] 57:42	I don't think it's I still don't think it would support the Book of Mormon uh the Smithsonian Institute published a
[524] 57:49	rare statement on the Book of Mormon and
[525] 57:57	they basically and they're not they don't do this often to be very very honest they don't do this very often at
[526] 58:03	all that they they because because the
[527] 58:09	Smithsonian Institute were getting a lot of a lot of people asking them you know
[528] 58:15	is the Book of Mormon true you know is is that and and they actually had to to say this because and they don't normally
[529] 58:21	make religious statements you know they're a government Museum essentially
[530] 58:27	you know they they don't they don't want to get involved in this because it's church and state issues and all this
[531] 58:32	this stuff so you know smithsonians tends to stay out of this stuff
[532] 58:38	but they had to make a statement basically saying that most of the archaeological references in the Book of
[533] 58:45	Mormon are false essentially um
[534] 58:51	such as uh the appearance of uh horses and um I think it was pigs and all that
[535] 58:59	stuff you know stuff that you would find in basically old world
[536] 59:05	um Paula you know not being brought over to North America until the time of
[537] 59:14	of the Europeans so you know they were very forthcoming with this they were basically saying hey
[538] 59:20	there's nobody that no real experts in the field that accept this
[539] 59:25	and I would say the submitted conscriptions that were sixth Century BC
[540] 59:32	from the Americas fall in that category these are either forgeries or basically
[541] 59:41	wishful thinking wishful thinking
[542] 59:46	so I I just don't see this as being able to support the Book of Mormon
[543] 59:51	and don't get me started on the book of Abraham please because I've got some very opinionated
[544] 59:58	I'm very opinionated about the book of Abraham also
[545] 1:00:03	so let's just leave it at that okay so anyway thank you for the Super Chat I very much appreciate it and I hope that
[546] 1:00:09	doesn't come as a disappointment but you know that's that's really where the expert consensus is at the moment
[547] 1:00:16	so anyway thank you very much to the Super Chat very much appreciated okay next one is also from
[548] 1:00:24	uh building in for five dollars Dr Falk could you at least in
[549] 1:00:29	possibility consider shangti uh the ancient Chinese to be Yahweh thank you
[550] 1:00:34	and God bless okay um I don't know anything about shangti
[551] 1:00:44	Chinese mythology is I I know almost nothing about so I don't know anything about a Shang
[552] 1:00:50	tea to say one way or the other now the caveat the big the big thing here
[553] 1:00:58	there is a strong possibility that Yahweh did appear in other cultures under other
[554] 1:01:06	names and probably the big one here is Kus
[555] 1:01:12	god of the there is some very very interesting
[556] 1:01:18	links between Kus and Yahweh now we don't know what Kus in Edomite
[557] 1:01:25	means okay we don't know if it's a job title or if it's a proper name
[558] 1:01:30	because it's not a Semitic word that we often find
[559] 1:01:35	but Kus seems to have a lot of identifying
[560] 1:01:41	markers that are incredibly similar to Yahweh
[561] 1:01:46	the god of the does not appear to be a henotheism or polytheism it does
[562] 1:01:52	seem to be monotheistic you do find
[563] 1:01:58	that  tend to gravitate very easily to Yahweh worship
[564] 1:02:07	we have for example in I think it's the book of Samuel where
[565] 1:02:14	David Goes to um the
[566] 1:02:19	um The Shrine of Yahweh and there's an Edomite hanging around there that's the shepherd of Saul I forget his name
[567] 1:02:24	but he's hanging around the shrine you know Yahweh stops him and he he worships
[568] 1:02:30	at The Shrine of Yahweh he's an Edomite we find that the whole family of King
[569] 1:02:37	Herod you know he's an ejemian you know he's from uh basically the succeeding Kingdom in
[570] 1:02:45	Idol you know and yet the herods you know adapt very very comfortably to Yahweh
[571] 1:02:52	worship to the point where Herod the Great is is is is is you know doing obeying
[572] 1:03:02	a Jewish kosher loss he's bees obeying Israelite kosher laws
[573] 1:03:09	and you know it's very very odd that an edemian would
[574] 1:03:15	would do this if he had no Affinity at all to Yahweh so he's you know Harry the great he's
[575] 1:03:22	supposedly worshiping Yahweh you know take that with the proverbial grain of salt but
[576] 1:03:28	he's worshiping in at least the name Yahweh he's doing you know kosher laws
[577] 1:03:34	and all this of course the the Jewish people aren't buying it but
[578] 1:03:39	but at least you know he he's he's
[579] 1:03:44	makes that transition very easily unlike others
[580] 1:03:50	from other cultures who are from polytheistic cultures who just can't seem to make that tradition in such in a
[581] 1:03:56	similar way um 10 first for some strange reason that we're still trying to figure
[582] 1:04:02	out because we don't know a lot about Chris to be able to make that transition
[583] 1:04:08	um as I said exceptionally easy and as such also you know
[584] 1:04:13	aren't under the same sort of prohibitions that say other groups are
[585] 1:04:23	like for example ammonites are forbidden to be part of the congregation for 10 Generations moabites same deal
[586] 1:04:30	not so with  are not necessarily excluded
[587] 1:04:35	from the Assembly of believers now you might have to go through conversion process I don't know exactly
[588] 1:04:42	what the mechanics of that would be but they don't seem to be Autumn prima facie automatically excluded
[589] 1:04:51	so with that said there does seem to be
[590] 1:04:58	manifestations of Yahweh in other cultures
[591] 1:05:04	may be one is it possible that the ancient Chinese
[592] 1:05:11	had a version of Yahweh and shangti possible I don't know exactly
[593] 1:05:17	if I don't know do we have any more comments here he has a monotheistic
[594] 1:05:24	deity in China yeah possible possible uh is likely I don't know
[595] 1:05:30	I'd have to learn more about shangti I'd have to learn more about what he is what he represents
[596] 1:05:36	that's possible I wouldn't exclude it outright
[597] 1:05:42	no not unless I learned more about about shangti so anyway I hope that answers your question
[598] 1:05:48	thank you very much for the Super Chat very very much appreciate it
[599] 1:05:54	okay the next Super Chat is from building in again for five dollars thank you very much the Super
[600] 1:06:00	Chat Dr Falk what schools do you recommend for the ancient near East and biblical
[601] 1:06:05	studies thanks and God bless okay um
[602] 1:06:10	ancient near East is a little different than say biblical studies now
[603] 1:06:16	you have to understand that there are a huge number of schools about biblical
[604] 1:06:23	studies now if I was to recommend a school in egyptology that's a that's a
[605] 1:06:29	that's that's a lot easier because the field is much narrower there's really only about a dozen
[606] 1:06:36	schools that teach egyptology proper not so with biblical studies
[607] 1:06:43	there are over a thousand schools that teach biblical studies
[608] 1:06:48	thousand now let that sink in a thousand Institutes of Higher Learning
[609] 1:06:56	that teach biblical studies and we're not talking about just Bible colleges here
[610] 1:07:01	no I'm not talking about what regular colleges that's a lot of schools
[611] 1:07:11	the ancient near East you get a it's a lot more selective
[612] 1:07:16	there's a lot the the pool is a lot smaller for the ancient near East now a lot of this is going to depend on
[613] 1:07:23	what you want to concentrate on knowing what you want to concentrate on is really going to sort of winnow that
[614] 1:07:30	down because there's schools that are good at some things in the ancient Aries that
[615] 1:07:35	are very poor at other things like for example
[616] 1:07:40	University of Liverpool top school for egyptology don't go there for biblical studies
[617] 1:07:48	you don't want to go there for biblical studies it's it's it's not something to do it's
[618] 1:07:54	not something they're good at um
[619] 1:07:59	it depends on what perspective you want do you want one that say respects the Bible or you want something that does
[620] 1:08:05	high scholarship because that's going to be different now I think you can find one that does
[621] 1:08:12	both like for example uh Trinity Evangelical Divinity School or TR also known as
[622] 1:08:17	Trinity International University very very good school for the ancient near East okay
[623] 1:08:24	very good school for biblical studies it will teach you from a confessional point of view and it will give you a good
[624] 1:08:29	foundation scholarship at the same time it's not still the most respected school
[625] 1:08:36	and you're going to well as one of my professors say have a first world education in a third world environment
[626] 1:08:44	um the facilities aren't just not up to par they're very poor facilities but the education is very good
[627] 1:08:51	I would rate Dallas Theological um Seminary very high
[628] 1:08:57	I'd rate them very high University of Chicago has problems
[629] 1:09:03	but if as far as the secular school goes it's pretty good if you can swim with
[630] 1:09:09	the sharks okay competitions really Fierce at Chicago really Fierce and they over
[631] 1:09:15	matriculate so they expect half the students to drop out
[632] 1:09:20	so you know unless you're really good you might want to reconsider that one
[633] 1:09:26	Johns Hopkins excellent uh excellent program take you a long time to finish
[634] 1:09:34	so it's going to depend on really what you want to focus on what you want to look at what you want
[635] 1:09:40	to do um a program that is good at the ancient near East might not be good at biblical
[636] 1:09:46	studies or vice versa one that's good at biblical studies might not be good at at the ancient or east so it really really
[637] 1:09:52	depends the question is too broad in short
[638] 1:09:58	you can but I would recommend we did do a we did do a series on so you want to
[639] 1:10:05	go to Seminary or Bible College okay I would recommend looking at that
[640] 1:10:10	start asking some of the questions start asking some of the right questions
[641] 1:10:15	about what you want out of of these schools and what your goals are once you
[642] 1:10:22	discover what your goals are and what you want out of them you can start narrowing things down
[643] 1:10:29	yeah well that's the other thing yeah that's the other thing is look at who the professors are
[644] 1:10:35	you know what are their specialties are these people you've I mean one of
[645] 1:10:41	the things I really recommend is you know if you're interested in this stuff read a lot
[646] 1:10:47	the more you read the more you'll be um get to know who's who
[647] 1:10:55	and if you start getting to know who's who especially the current stuff you can start then making Intelligent
[648] 1:11:01	Decisions about what you want to learn and who you want to learn under so it is very important to to get to
[649] 1:11:08	know these people go to a Bible Conference you know go to a Bible Conference most
[650] 1:11:15	of them have student rates very affordable you know like you could go to the
[651] 1:11:20	Evangelical uh theological I think uh ETS is having their conference right now if I'm not mistaken
[652] 1:11:27	you know you're gonna go there as a student you know get a discounted entrance fee
[653] 1:11:33	you know start talking people you know meet some people who are teaching actively in the field
[654] 1:11:43	see the professors live and and see if you really really want to study with them because sometimes you you meet some
[655] 1:11:50	of these people who are really really famous and you know they're real Duds in
[656] 1:11:55	person you know I can think of one off the top of my head that I'm really really glad I
[657] 1:12:01	didn't get accepted as a student as from because he's a total dud
[658] 1:12:07	total dud so I thank God I wasn't uh selected by
[659] 1:12:13	uh by that particular Professor because oh my gosh it would have been awful it would have been awesome
[660] 1:12:20	um so um so anyway
[661] 1:12:26	I hope that answered your question thank you very much for the Super Chat and very very much appreciate it
[662] 1:12:32	okay
[663] 1:12:38	our next Super Chat is from catafrac 3 for five dollars thank you very much for the Super Chat
[664] 1:12:44	and he asks do you think Laban made up the older system marriage custom in
[665] 1:12:51	Genesis 29. do we have similar stories in the ancient areas of the preferred wife being barren
[666] 1:12:57	oh we do have a lot
[667] 1:13:06	of stories of baroness in the ancient arist it was a very seems to be a very
[668] 1:13:12	common problem in in say the Fertile Crescent yeah
[669] 1:13:17	ironically named uh a lot of the laws of say Mesopotamia
[670] 1:13:26	dealt with marriages concubines
[671] 1:13:32	and say the posterity the um inheritance loss
[672] 1:13:39	huge amount of stuff in say for example Code of Hammurabi had to do with inheritance laws
[673] 1:13:46	such as what happens if the main wife can't conceive
[674] 1:13:52	they have a Slave and
[675] 1:13:58	I hear that too sounds like a windstorm
[676] 1:14:07	so yeah we've had bad weather today so if power goes out well
[677] 1:14:12	just let you know the live stream will just cut out and we can't do anything about that so
[678] 1:14:19	anyway um so in this case particular case
[679] 1:14:26	um you know where there's a dispute over who it does the inheritance
[680] 1:14:32	you know the the law basically says if the slave uh conceives Bears the sun and the
[681] 1:14:39	father says hey you are my son he gets an equal share of the inheritance despite what the children of the natural
[682] 1:14:47	wife say but if he doesn't say that then the children of the the the first
[683] 1:14:55	wife have priority and the children of the first wife has
[684] 1:15:01	to be written in the marriage contract so she has to be you know designated first wife at the marriage contract
[685] 1:15:09	so they actually had to there was actually a lot of legal wrangling that
[686] 1:15:14	went into marriage in Mesopotamia because of the complications
[687] 1:15:19	because of barrenness of of women not being able to conceive in in Mesopotamia
[688] 1:15:29	now in the case of Laban Laban was a scumbag
[689] 1:15:37	um there was no marriage custom in Genesis 29. okay
[690] 1:15:43	if there had been a marriage custom Jacob would have known about it
[691] 1:15:50	okay Laban made that up
[692] 1:15:56	glaven lied stalking shocking Laban lie
[693] 1:16:02	nah nah nobody in the Bible would ever lie
[694] 1:16:11	hmm oh boy
[695] 1:16:17	um a dark blade comments sounds similar to the whole debacle with Hagar's Exile
[696] 1:16:23	yes yes it is uh a lot of the Hagar's exile
[697] 1:16:29	had to do with the Clash between Egyptian tradition
[698] 1:16:36	and Mesopotamian law very very much there was a clash there between the two
[699] 1:16:41	and the two are not mutually compatible yeah uh in Hagar's case she should have
[700] 1:16:49	she should have been treated a whole lot better under Egyptian law a whole lot better
[701] 1:16:56	but uh Abraham and Sarah were were basically of a mindset of Mesopotamian law
[702] 1:17:04	those are different rules different rules whole different game
[703] 1:17:11	but living in Canaan you know which law has priority
[704] 1:17:16	it's a no man's land it's atlantaers there is no law
[705] 1:17:24	so the law turned out to be whatever was good in Abraham's sight yeah
[706] 1:17:30	yeah or Sarah's sight
[707] 1:17:35	yeah but the question here is Laban so basically Laban made this up there wasn't a tradition of older sister first
[708] 1:17:42	that was now he was dumping a daughter yeah he was dumping a daughter and he
[709] 1:17:49	knew he he knew Jacob would have stayed around for Rachel
[710] 1:17:55	so yeah he'd be basically he basically pegged Jacob a sucker
[711] 1:18:04	and got rid of it both of his daughters this way so no labens has come back leban's a
[712] 1:18:11	scumbag he lied he lied and essentially
[713] 1:18:20	uh Jake threatens to kill Laban at one point
[714] 1:18:25	you know there there's that there's that wonderful wonderful statement where where Jacob
[715] 1:18:31	says to Laban you know may Yahweh be be between you
[716] 1:18:36	and me whenever we're apart it's used in marriage ceremonies it's
[717] 1:18:42	used in Christian cards and on Christian plaques
[718] 1:18:47	and it's a death threat it's a death rats
[719] 1:18:53	it's basically Jacob saying to Laban Yahweh better keep
[720] 1:19:00	us apart because if I ever see you again I am going to kill you
[721] 1:19:05	that threat and
[722] 1:19:10	it's one heck of a death threat
[723] 1:19:16	so you know I I laugh when I see it on like promise rings and
[724] 1:19:21	really this is what you want to put on a promise ring okay you might want to look up this
[725] 1:19:26	idiom before you you do that um yeah
[726] 1:19:32	so anyway I hope that answered your question uh
[727] 1:19:37	uh um thank you very much for the Super Chat uh we do as I say we do find incidences of bareness uh all through
[728] 1:19:44	the ancient near East and a lot of laws that are are tailored to that uh problem
[729] 1:19:51	uh but there's no custom of the older sister being married first you know
[730] 1:19:57	that's that's something Laban just made up so anyway thank you very much for the Super Chat very much appreciate it
[731] 1:20:05	okay
[732] 1:20:13	all right our next Super Chat is from Tom wencheck for five dollars thank you very much for the Super Chat very much
[733] 1:20:18	appreciated apart from anyone in the Bible who are some historic Christian favor figures
[734] 1:20:26	you have lucked up to or been inspired by in some sense oh
[735] 1:20:32	oh great question um let me think about that
[736] 1:20:42	uh yes there are some that I do look up to very much respect
[737] 1:20:51	uh I have a strong respect for many of the church fathers
[738] 1:20:59	um there is
[739] 1:21:05	um yes several Church followers I looked up
[740] 1:21:11	to I look up to like uh Aaron ass polycarp
[741] 1:21:17	um early representations of the faith athanasius okay
[742] 1:21:23	you know people who paid very very high price for sticking to their guns
[743] 1:21:31	um a borderline case on this is Antipas okay
[744] 1:21:36	you know yeah he he is mentioned in the Bible we're only told about him in the Book of
[745] 1:21:42	Revelation in one Passage where
[746] 1:21:47	and it passes you know in you know God says you know as a you know my favorite
[747] 1:21:54	servant Antipas well and pass was basically a guy who
[748] 1:22:00	you know against all against all
[749] 1:22:06	you know he he basically railed against the whole Roman system
[750] 1:22:11	and basically said it's Christ or nothing and he was executed for it
[751] 1:22:21	I am very inspired by the insane sense of humor that we find
[752] 1:22:27	in in Aaron s is I love I love his writing I thought I thought his writing was really
[753] 1:22:33	entertaining and Edge and and worthwhile reading
[754] 1:22:38	uh I admire athanasius stand for the trinity
[755] 1:22:45	you know he was in the minority when he went to the council and I see
[756] 1:22:50	you know it was basically three trinitarians versus a
[757] 1:22:56	a cathedral full uh semi-arians
[758] 1:23:02	now he didn't persuade everyone of trinitarianism at the time
[759] 1:23:09	but his writings gained traction as time went on
[760] 1:23:15	but he also paid an incredible price for it he lived his last 20 years of his life in Exile
[761] 1:23:25	I have a great respect uh for polycarp who also faced Marjam
[762] 1:23:32	I have also a great respect for um
[763] 1:23:38	for Christmas Stone chrysostome was
[764] 1:23:44	he was in excellent order but he also
[765] 1:23:49	was you know sort of held the line against say nominal Christianity
[766] 1:23:55	you know complacency you know taking your faith for granted
[767] 1:24:01	you know being more in the work being more of the world than just simply in the world
[768] 1:24:09	so those are some of the figures that uh I looked up to respect
[769] 1:24:15	uh and have even been inspired by and I love the fact that those their
[770] 1:24:21	writings are still you know pretty much freely available today uh if if I would uh recommend you know
[771] 1:24:30	downloading um their stuff from say CCL uh which is a uh online archive at Calvin College
[772] 1:24:38	um and read them read the Christian faith figures of the past
[773] 1:24:44	you'll learn something you know yeah there's some strange stuff in there too
[774] 1:24:49	you know that not every not everything that the church fathers wrote was gold
[775] 1:24:55	but there is a lot of wisdom there a lot of wisdom there and a lot of interesting stuff
[776] 1:25:00	it I've never been disappointed when I have spent some time with the church fathers
[777] 1:25:06	you know it's it's it's interesting on a devotional level it's interesting on a
[778] 1:25:13	on a scholarly level it's even interesting to just see how they viewed
[779] 1:25:19	the world so anyway thank you very much the Super Chat I hope that answers your question very very much appreciated
[780] 1:25:28	okay Jared Gilmore for 15 thank you very much
[781] 1:25:34	for the Super Chat very much appreciated who were the Sadducees and what were
[782] 1:25:39	their theological beliefs and were they more powerful and influential than the Pharisees
[783] 1:25:46	um now the Sadducees are the temple cult
[784] 1:25:52	in Jerusalem okay to be a sadducee you had to be a levite
[785] 1:26:00	and you had to be a levite of the family of Aaron so not just any old levite you had to
[786] 1:26:06	have that descendancy of you know where your parents were of
[787] 1:26:11	the Priestly cast Sadducees
[788] 1:26:17	believed in Torah
[789] 1:26:23	but they didn't necessarily believe in the other writings
[790] 1:26:28	so they were very much restricted to the five of the pentateuch
[791] 1:26:34	and they did believe in
[792] 1:26:39	you know all institutions go over change in their in their theological beliefs this is
[793] 1:26:44	you know we look at say for example modern liberalism and we see them go from basically almost being like
[794] 1:26:49	conservative Christians of today to where they don't believe in anything they don't believe in Resurrection they
[795] 1:26:56	don't believe in um in the Incarnation or anything like that
[796] 1:27:02	the Sadducees went through something similar
[797] 1:27:07	so there levitical priests
[798] 1:27:13	but there had been a sort of theological Decay had sort of crept into the the thought of those
[799] 1:27:21	levitical priests who are serving in the temple yes they were still doing the temple sacrifices they were still given
[800] 1:27:27	libation offerings they were still you know burning oxen doing Yom Kippur you
[801] 1:27:33	know all those ceremonies but they had also developed some peculiarities in theological beliefs for
[802] 1:27:40	example they did not believe in the resurrection of the Dead
[803] 1:27:45	they did not believe in life after death so you kind of got to ask the question
[804] 1:27:52	well if they didn't believe in life after death why are they going through all this this stuff well more or less
[805] 1:27:58	because they they thought they had to because they thought you know you have to still please God even if if he
[806] 1:28:05	doesn't resurrect you but that belief of doing it even if you
[807] 1:28:12	don't get Resurrected didn't mean that necessarily that
[808] 1:28:18	that you had were going to be Resurrected so a lot of them had developed a belief
[809] 1:28:24	that there was no resurrection of the Dead no life after death you died you went to Shale and that was
[810] 1:28:31	it that was your existence living in shale
[811] 1:28:36	dreary yes but not outside of the sadducee mode of
[812] 1:28:43	thinking because really there's there's their their view of scripture was limited to
[813] 1:28:49	the five books of Moses anything outside of that they sort of
[814] 1:28:55	viewed more like apocrypha now this is not to say that
[815] 1:29:02	it was the same as Apocrypha because they would have regarded the Apocrypha as nothing at all
[816] 1:29:08	but books love prophetic books like Isaiah Ezekiel Psalms Proverbs Kings Etc
[817] 1:29:15	they would be seen as say non-binding
[818] 1:29:20	so even though say the Council of Ezra Nehemiah considered those books canonical in Scripture the Sadducees
[819] 1:29:27	didn't necessarily see it that way now
[820] 1:29:32	you contrast this to the Pharisees where say to be a Pharisee you didn't
[821] 1:29:38	have to be of any particular tribe anybody could be a Pharisee that was a a
[822] 1:29:43	good you know um a Jew in in high standing
[823] 1:29:49	okay in fact the Pharisees were sort of seen as a Holiness movement in contrast to
[824] 1:29:57	the Sadducees the the Pharisees were anybody from any tribe of
[825] 1:30:06	Israel could be a Pharisee potentially
[826] 1:30:11	you Pharisees often would practice similar rituals uh like Purity rituals
[827] 1:30:16	that the Sadducees did they tried to live
[828] 1:30:22	every sort of jot until of the law they accepted the canonicity of the
[829] 1:30:29	prophets and the his uh the histories the never the katavim the writings
[830] 1:30:35	so the Pharisees accepted the essentially the whole Old Testament Canon
[831] 1:30:42	so when we now we sort of break this down Okay so we've got on one hand
[832] 1:30:48	the institutional liberal Sadducees and you know their their Temple rituals
[833] 1:30:55	versus the Holiness movement of the Pharisees and their legalism
[834] 1:31:00	but you know say more comprehensive view of scripture and then we ask okay
[835] 1:31:06	who is more powerful and who is more influential this is the this is where the rubber
[836] 1:31:12	meets the road the Sadducees as soon as the temple was destroyed had no more influence
[837] 1:31:20	uh the Sadducees were really nothing without the temple so once 70 A.D came and it the temple
[838] 1:31:29	was destroyed Sadducees were nothing they had nothing anymore
[839] 1:31:35	they had no influence no power no following nothing
[840] 1:31:41	so they were sort of cut off entirely the Pharisees continued on
[841] 1:31:49	the Pharisees continued on went from sort of strength to strength
[842] 1:31:55	it was the Pharisees that would end up um
[843] 1:32:01	reforming into what became rabbinic Judaism
[844] 1:32:06	foreign
[845] 1:32:12	70ad You could argue that the Sadducees had more power
[846] 1:32:19	and potentially more influence because of their political connections Pharisees did not have any political
[847] 1:32:25	connections sad to see that a lot of political Connections in order to become high
[848] 1:32:31	priest you had to be politically connected you had to be connected to basically the
[849] 1:32:37	king you know King of Judea or the governor so you had you had to have connections
[850] 1:32:44	to become a sadducee of high rank after 70 A.D
[851] 1:32:51	Sadducees were no more and all the theological power and influence reverted
[852] 1:32:56	to the Pharisees and it's the Pharisees after say the bar
[853] 1:33:02	cokebot the um revolt and suppression
[854] 1:33:08	that will go on to write mishnah talmud and basically codify what it is like to
[855] 1:33:17	be a Jew without the temple how do you start practicing things like
[856] 1:33:24	Passover you can't bring your lamb up to the Temple Mount anymore to be properly
[857] 1:33:30	richly sacrificed okay you don't eat lamb anymore for Passover eat chicken
[858] 1:33:36	or brisket beef or something else but not lamb
[859] 1:33:42	uh even though even though frankly Passover predates the temple
[860] 1:33:50	um they're going to go by Temple ordinances at that point Okay so
[861] 1:33:57	so when it comes down to it it's going to depend upon when we're talking about
[862] 1:34:02	so before 70 A.D statuses are are are basically top dogs after 70 A.D
[863] 1:34:10	Pharisees are top dogs so I hope that that answered the
[864] 1:34:16	question I hope that explains the differences between the Sadducees and the Pharisees and what became of them as
[865] 1:34:22	a result of what they believed thank you very much for the Super Chat very much appreciated and I hope that answers your question
[866] 1:34:29	okay our next question is from Pablo Andres for 9.99 thank you
[867] 1:34:37	very much for the Super Chat very very much appreciated and he asks
[868] 1:34:44	I'm almost done with the Torah oh wonderful
[869] 1:34:49	uh and I think I think you mean I love it do you believe it was well preserved
[870] 1:34:55	with the sayings of Moshe and Aaron yes I do I I believe that a lot of the
[871] 1:35:02	content of the Torah is original to to Moses and and Aaron
[872] 1:35:07	uh videos on the documentary hypothesis I've not produced any videos on the documentary hypothesis inspiring
[873] 1:35:14	philosophy has I think I've done one very very small video on the documentary hypothesis but it was nothing nothing
[874] 1:35:21	Earth shaking um why is the consensus that Moses was
[875] 1:35:26	legendary okay okay a lot of questions here
[876] 1:35:33	uh We've answered the second one on anyway which is um as I said Michael
[877] 1:35:39	Jones of inspiring philosophy is doing a lot of videos right now he's working a lot on the documentary hypothesis
[878] 1:35:46	um and I would recommend his videos at the moment
[879] 1:35:53	why is the consensus that Moses was legendary uh it's an absence of evidence argument
[880] 1:36:00	largely basically when you get people you know
[881] 1:36:07	secular Scholars you know are you know Engage The the pentateuch they're
[882] 1:36:14	looking at this through a naturalistic lens
[883] 1:36:19	and their historical Horizon
[884] 1:36:24	basically we all have a horizon a horizon is something in the history of philosophy that basically
[885] 1:36:30	you know limits what you accept as evidence what you accept is data
[886] 1:36:36	so it creates the this Horizon can create a
[887] 1:36:42	sort of self-fulfilling prophecy or blindness to
[888] 1:36:47	the evidence to put it it's probably the best way I can put it is it it can create a
[889] 1:36:53	blindness to the evidence so you can see something that has evidentiary power and still say well I
[890] 1:37:00	don't think that's evidence no and you can make a really really solid inductive case
[891] 1:37:07	and people will still go at the end of the day yeah I don't think that's evidence and again this is just this is part of a
[892] 1:37:15	one's uh Horizon as it were
[893] 1:37:21	you know in some cases some people's Horizon is blood broader than others
[894] 1:37:26	you know and some and sometimes a horizon can be so narrow that nothing qualifies as evidence
[895] 1:37:34	you know and in a lot of cases you know when people approach
[896] 1:37:40	say uh this the history of The Exodus that
[897] 1:37:47	that they're doing it was such a narrow Horizon that there's there's nothing at all that they'll accept as evidence
[898] 1:37:54	you know just because they've already been convinced in their mind that there is no evidence
[899] 1:37:59	you know and we hear this all the time oh there's no evidence for the Exodus
[900] 1:38:04	well I'm nine videos in for evidence of The Exodus I haven't run out of material I'm not
[901] 1:38:11	even close to running out of material running out of time sure material no I mean I can continue making
[902] 1:38:18	Exodus videos until the cows come in and I still won't be done
[903] 1:38:27	but those videos also take a lot of time for me to do so and time is something that I don't have a lot of at the moment
[904] 1:38:34	so you know I mean it's crazy how much evidence there is for for a historical Exodus
[905] 1:38:44	but because people say there's no evidence for for the exes to the point
[906] 1:38:49	where it's become almost a a um
[907] 1:38:55	common knowledge it's become common knowledge people accept it's true without ever investigating it properly
[908] 1:39:01	it's not just it's not just you know Skeptics that say this
[909] 1:39:07	it's early days as well early days say oh there's no evidence for a 13x century Exodus you know that's
