[0] 1:24	Heat. Heat.
[1146] 1:05:09	that
[1147] 1:05:12	um there was a
[1148] 1:05:15	she made she maintains that Bento was
[1149] 1:05:19	wrong about his 14th uh his 15th century
[1150] 1:05:23	small destruction of the lower city. She
[1151] 1:05:27	maintains there's no destruction at all
[1152] 1:05:29	down there and I think she's made a
[1153] 1:05:31	compelling case for that. At the same
[1154] 1:05:33	time too, she has said that there's
[1155] 1:05:35	definite the major destruction in the
[1156] 1:05:37	13th century
[1157] 1:05:39	is pretty much solid as gold. But she
[1158] 1:05:43	also maintains too that there was a
[1159] 1:05:44	small iron age settlement there
[1160] 1:05:46	afterwards as well. So you know it
[1161] 1:05:51	depends on how he's dating that that uh
[1162] 1:05:55	how those shards are being dated. And
[1163] 1:05:58	it's it's really again it's going to end
[1164] 1:06:01	up being what is corroborative here.
[1165] 1:06:16	Dark blade goes one guy at Hatsur and
[1166] 1:06:19	Garang at Jericho. That's twice where
[1167] 1:06:21	1400 BC is lost. Yeah.
[1168] 1:06:24	um it's it's it's no longer that whole
[1169] 1:06:27	1400 BC conquest has is no longer a
[1170] 1:06:31	viable position.
[1171] 1:06:33	Um and it's why most say archaeologists
[1172] 1:06:36	in the field have abandoned it
[1173] 1:06:41	at least those who still believe in an
[1174] 1:06:42	Israelite conquest
[1175] 1:06:45	because it's not a viable position
[1176] 1:06:48	and it hasn't been for a while. And and
[1177] 1:06:50	this is just the nature of debates too,
[1178] 1:06:52	you know. This is this is how debates
[1179] 1:06:54	work,
[1180] 1:06:55	you know. You know, you get two guys,
[1181] 1:06:57	you get an open question
[1182] 1:06:59	and some guys debate it out
[1183] 1:07:03	and at the end of the day,
[1184] 1:07:06	neither one gives up their position.
[1185] 1:07:09	But you get into this phase at some
[1186] 1:07:11	point
[1187] 1:07:14	where the debate goes from being a
[1188] 1:07:16	serious debate to a quite unserious
[1189] 1:07:20	debate.
[1190] 1:07:23	And that's sort of when you know it's
[1191] 1:07:25	over. Okay? You know when it's over,
[1192] 1:07:29	when the when the debate's over, when
[1193] 1:07:32	it's the the when the serious
[1194] 1:07:33	argumentation is stopped
[1195] 1:07:36	and things start getting silly.
[1196] 1:07:40	And this happens a lot in scientific
[1197] 1:07:42	debates where
[1198] 1:07:44	there's the old guard or the losing
[1199] 1:07:47	position is so hellbent on hanging on to
[1200] 1:07:51	it, they'll resort to strange and
[1201] 1:07:54	bizarre arguments.
[1202] 1:07:56	You know, this is the sort of thing that
[1203] 1:07:58	brought us the Mount Eel curse amulet.
[1204] 1:08:01	Okay, that is a not serious debate.
[1205] 1:08:08	And we're we're seeing it again with
[1206] 1:08:11	things like um uh the quoting of uh of
[1207] 1:08:17	um Arama Naharay. Aram Naharam. People
[1208] 1:08:21	are claiming now that that's they're
[1209] 1:08:24	asserting
[1210] 1:08:25	that's the matani because naharam means
[1211] 1:08:28	matani
[1212] 1:08:30	while ignoring the aram.
[1213] 1:08:33	It's become a not serious debate
[1214] 1:08:37	because they're just ignoring what they
[1215] 1:08:39	don't want to hear. They're plugging
[1216] 1:08:40	their ears real loud and going, "La, I
[1217] 1:08:42	can't hear you."
[1218] 1:08:45	So, anytime you you get a not serious
[1219] 1:08:48	debate, you know the debate's over.
[1220] 1:09:00	Uh Ryan Cohen Kemp asks, "Uh, any
[1221] 1:09:04	updates on the curse Hamlet?" Yeah, it's
[1222] 1:09:05	a dead topic.
[1223] 1:09:08	Um, here's the last I heard
[1224] 1:09:12	was from about two years ago
[1225] 1:09:15	where Peter G Vanderine
[1226] 1:09:19	uh basically made his last great defense
[1227] 1:09:22	of it to the NAS, of course, because
[1228] 1:09:26	they're the only ones who will listen to
[1229] 1:09:27	him. Everyone else thinks he's a nut
[1230] 1:09:30	job.
[1231] 1:09:32	And
[1232] 1:09:35	um
[1233] 1:09:39	um
[1234] 1:09:41	and
[1235] 1:09:43	it's
[1236] 1:09:47	it's um
[1237] 1:09:53	they were they invited Vandervine. the
[1238] 1:09:55	NAS/ABRR
[1239] 1:09:59	invited Vandervine to speak to make that
[1240] 1:10:02	defense
[1241] 1:10:04	of the uh the curse amulet with the with
[1242] 1:10:07	the goal in mind of Scott Strippling and
[1243] 1:10:11	Vandervian and some third person they
[1244] 1:10:13	didn't name at the time cuz they they
[1245] 1:10:16	gave Gershon Koul the boot. They were
[1246] 1:10:19	going to write a new article with a
[1247] 1:10:21	revised reading
[1248] 1:10:25	and I just looked at the scans up on uh
[1249] 1:10:28	that they showed on the slides and it's
[1250] 1:10:31	like uh no u that reading is not even
[1251] 1:10:36	there.
[1252] 1:10:38	So
[1253] 1:10:40	um
[1254] 1:10:44	so and then and then what happened was
[1255] 1:10:46	um Vandervian got cancer
[1256] 1:10:50	um and that sort of put the whole their
[1257] 1:10:52	whole publication effort on hold. So
[1258] 1:10:55	Scott could Scott couldn't assemble the
[1259] 1:10:58	publication team
[1260] 1:11:00	to follow up again.
[1261] 1:11:03	So, uh, and I I I expect that we will
[1262] 1:11:07	not hear much on the Curse Amlet again
[1263] 1:11:10	until,
[1264] 1:11:12	uh, either Vandervine recovers
[1265] 1:11:16	or, uh, Scott finds two replacements
[1266] 1:11:19	because, frankly, Scott's really not
[1267] 1:11:21	good at writing papers. He really can't
[1268] 1:11:24	write papers on his own.
[1269] 1:11:26	He needs the help of others
[1270] 1:11:29	because he's a terrible researcher.
[1271] 1:11:33	Oh, he's a very good digger. Yeah, he's
[1272] 1:11:35	a very good excavator.
[1273] 1:11:37	He's a He's a He's a garbage scholar.
[1274] 1:11:46	Okay. And I saw some comments here um
[1275] 1:11:48	that I want to take.
[1276] 1:11:53	Let me see this.
[1277] 1:12:03	Uh Dark Blood goes, "I thought Naharam
[1278] 1:12:05	meant two rivers." It does mean two
[1279] 1:12:07	rivers. Okay. Literally.
[1280] 1:12:10	But uh whenever you see Naharam, it
[1281] 1:12:12	means the Matani. It's essentially
[1282] 1:12:14	Syria. Okay. Yeah. It it means two
[1283] 1:12:18	rivers, but it is it also means Matani.
[1284] 1:12:26	It's kind of like the country Brazil.
[1285] 1:12:30	You see Brazil?
[1286] 1:12:32	It means wood.
[1287] 1:12:36	Brazil means wood as in the Brazil tree.
[1288] 1:12:39	Brazil nut tree.
[1289] 1:12:42	It's also the name of a country.
[1290] 1:12:47	So it's just one of those sort of
[1291] 1:12:50	things. Naharim means two rivers. Yeah.
[1292] 1:12:53	It also means matani.
[1293] 1:13:02	All right. And uh next one here.
[1294] 1:13:07	See, that's
[1295] 1:13:12	Yeah. Mama says, "Desperation to be
[1296] 1:13:14	right rather than know what is right."
[1297] 1:13:16	Oh, yeah. Well, look, I mean, here's the
[1298] 1:13:19	thing. If they lose the Mount Ebble
[1299] 1:13:23	thing, they've lost it all,
[1300] 1:13:27	there's no coming back for this from
[1301] 1:13:29	this for for ABR.
[1302] 1:13:32	And this is why they're fighting this
[1303] 1:13:35	tooth and nail.
[1304] 1:13:38	Um,
[1305] 1:13:40	we have to understand that the whole ABR
[1306] 1:13:44	thing is based on an early Exodus.
[1307] 1:13:48	The discoveries at Mount Ebel are the
[1308] 1:13:50	one site that we can definitely point to
[1309] 1:13:54	as a conquest site. We definitely point
[1310] 1:13:57	to that as a conquest site. It's a
[1311] 1:13:59	ritual site. It's on the right place.
[1312] 1:14:02	It's on the right mountain.
[1313] 1:14:05	And if that doesn't pan out
[1314] 1:14:09	as an early exite,
[1315] 1:14:13	you can't come. There's no walking that
[1316] 1:14:15	back.
[1317] 1:14:17	And ABR put everything all their car the
[1318] 1:14:21	the whole wad. They put the whole
[1319] 1:14:24	their whole all them everything all
[1320] 1:14:26	everything on that
[1321] 1:14:29	hoping that that would pan out as an
[1322] 1:14:33	early Excess site and it's just blown up
[1323] 1:14:36	in their faces.
[1324] 1:14:38	Ceramic topology doesn't support them.
[1325] 1:14:40	The scarabs doesn't support them.
[1326] 1:14:43	nothing supports their view of an early
[1327] 1:14:45	Exodus date at Mount Ebel. So the whole
[1328] 1:14:48	thing has blown back on them.
[1329] 1:14:52	So yeah, they're desperate
[1330] 1:14:56	and they're they will they will use
[1331] 1:14:58	whatever tactics they can to silence the
[1332] 1:15:00	opposition on this.
[1333] 1:15:12	Uh, Dark Blade goes, "I remember hearing
[1334] 1:15:13	from a previous live that some of the
[1335] 1:15:15	stuff had happened in ABR's Mount Eel
[1336] 1:15:18	excavation was illegal." Yeah. Um, there
[1337] 1:15:20	was not the Scott did not have the
[1338] 1:15:23	proper export uh permits
[1339] 1:15:26	when he uh moved the the curse amulet
[1340] 1:15:31	out of the country for X-ray tomography.
[1341] 1:15:34	Uh,
[1342] 1:15:38	well, here's the thing. Uh,
[1343] 1:15:41	I mean, look, I mean, he he got that out
[1344] 1:15:43	of a fill pile. It came from a dig.
[1345] 1:15:46	That's not a ground find. That's not a
[1346] 1:15:48	surface find.
[1347] 1:15:51	That
[1348] 1:15:52	you can't just take that out of the
[1349] 1:15:54	country.
[1350] 1:15:57	So,
[1351] 1:15:59	um,
[1352] 1:16:04	so I I think I think he's really kind of
[1353] 1:16:10	um
[1354] 1:16:13	really sort of
[1355] 1:16:15	yeah he um and and Scott has said in an
[1356] 1:16:19	interview too that it's easier to seek
[1357] 1:16:22	for forgiveness than to seek permission
[1358] 1:16:24	on this stuff.
[1359] 1:16:26	So Scott's not the sort of the guy to to
[1360] 1:16:28	to get permits. He just does things and
[1361] 1:16:33	then just expects it to work out in the
[1362] 1:16:35	end.
[1363] 1:16:36	So
[1364] 1:16:41	uh 501 Mobius says
[1365] 1:16:44	um
[1366] 1:16:46	Amarna letter Elara 288 Abihabda of
[1367] 1:16:50	Jerusalem is complaining I'm at war as
[1368] 1:16:53	far as the land of Seru as far as Ginty
[1369] 1:16:56	Caramel Van thought that meant it meant
[1370] 1:16:58	sier and that was probably uh Teleru. Um
[1371] 1:17:02	I don't know if it's I doubt it's Sier.
[1372] 1:17:05	Um, Strippling has made a case
[1373] 1:17:08	that Su is Shiloh.
[1374] 1:17:12	Uh,
[1375] 1:17:14	he might not be wrong about that.
[1376] 1:17:17	Um, I don't think I don't think Scott
[1377] 1:17:19	Strickland's wrong about everything. I
[1378] 1:17:21	mean, he has some some pretty
[1379] 1:17:25	I think it's more likely to be Shiloh
[1380] 1:17:26	than Sier. Okay.
[1381] 1:17:34	Now I'm reading Mama's comments.
[1382] 1:17:39	Mama says that's some University of the
[1383] 1:17:41	Holy Graham. That's some University of
[1384] 1:17:43	the Holy Land crap right there. Yeah,
[1385] 1:17:48	>> Ryan
[1386] 1:17:55	Ryan go camp. So if Dr. Dr. Faulk pulls
[1387] 1:17:58	a Saint Nick on him and then asks for
[1388] 1:18:00	forgiveness.
[1389] 1:18:02	>> Dr.
[1390] 1:18:04	>> No, I'm not going to hit I'm not going
[1391] 1:18:06	to hit Strippling. Okay.
[1392] 1:18:09	I I did tell Strippling off though
[1393] 1:18:12	last uh
[1394] 1:18:15	last uh ETSs I told him off.
[1395] 1:18:19	I told him off good last one. And there
[1396] 1:18:21	was a witness. That was even better.
[1397] 1:18:25	because I'm really telling him like so
[1398] 1:18:27	much as just hey why are you
[1399] 1:18:32	>> yeah I mean the guy's slandering me guy
[1400] 1:18:35	slandering me and it's like okay yeah I
[1401] 1:18:39	mean he's he's going off telling people
[1402] 1:18:41	that well I don't trust that folk you
[1403] 1:18:43	know you know I I doubt he has a
[1404] 1:18:46	legitimate faith like you scumbag you
[1405] 1:18:50	total scumbag back.
[1406] 1:18:56	>> Yeah. So
[1407] 1:18:57	>> again, that reinforces their idea. If
[1408] 1:19:00	you disagree with them,
[1409] 1:19:02	>> Yeah.
[1410] 1:19:06	>> Yeah.
[1411] 1:19:11	Nerv strippling his buff, too. He's He's
[1412] 1:19:14	in his He's in his 60s now, dude. It's
[1413] 1:19:17	in his 60s now,
[1414] 1:19:20	you know.
[1415] 1:19:23	Uh
[1416] 1:19:25	yeah, I mean, yeah, he's got
[1417] 1:19:28	I mean, he works out a lot, but he's
[1418] 1:19:31	still in his 60s.
[1419] 1:19:42	All
[1420] 1:19:53	right. Uh, let's move on here.
[1421] 1:19:58	Next one. Next one here. King Bubby
[1422] 1:20:02	asks, "Have you ever been in a scenario
[1423] 1:20:03	involving someone who is a PhD but is
[1424] 1:20:06	utterly incompetent in their own field
[1425] 1:20:08	or outside of their expertise?"
[1426] 1:20:11	Uh oh. I've met PhDs that have been uh
[1427] 1:20:13	completely incompetent in their own
[1428] 1:20:15	field.
[1429] 1:20:17	Candy.
[1430] 1:20:30	I don't think the dude can read,
[1431] 1:20:32	honestly.
[1432] 1:20:40	He's he's been trained.
[1433] 1:20:42	>> We We've done a We've gone over this a
[1434] 1:20:44	lot. Yeah.
[1435] 1:20:48	Yeah. Um but yeah. Um and I'm not the
[1436] 1:20:53	only ones pointed it out either. You
[1437] 1:20:55	know, last Azor meeting that guy who did
[1438] 1:20:58	the paper on his work and just shredded
[1439] 1:21:01	his dissertation, just shredded it.
[1440] 1:21:07	if it wasn't for the fact that he has
[1441] 1:21:11	um
[1442] 1:21:12	fraction
[1443] 1:21:14	in evangelical Christianity
[1444] 1:21:18	uh because he's got a good TV presence,
[1445] 1:21:22	he'd be nothing at all.
[1446] 1:21:30	Yeah. Mama goes, "His ignorance is only
[1447] 1:21:32	exceeded by his connections." And that's
[1448] 1:21:33	the fact. That's absolutely the fact.
[1449] 1:21:42	Hey, Stack. Mr. Kennedy, can't wait for
[1450] 1:21:44	you two to meet again.
[1451] 1:21:47	Yeah, that will be interesting. That
[1452] 1:21:49	will be very interesting. I'm looking
[1453] 1:21:51	forward I'm looking forward to the
[1454] 1:21:54	uncomfortable aura in the room. I wonder
[1455] 1:21:57	if he's going to try to get me thrown
[1456] 1:21:58	out.
[1457] 1:22:01	I wonder if he's going to if he's going
[1458] 1:22:03	to just have me try to get me thrown
[1459] 1:22:05	out.
[1460] 1:22:07	I mean,
[1461] 1:22:09	ETSs when? It's in November. The
[1462] 1:22:12	November. I think it's November 20th
[1463] 1:22:14	this year.
[1464] 1:22:18	AJ Higgins, composer, are you two
[1465] 1:22:20	scheduled to meet again? We are. We've
[1466] 1:22:23	never actually met in person. This will
[1467] 1:22:25	be the first time it's in person.
[1468] 1:22:28	Oo.
[1469] 1:22:30	That's what's going to make this
[1470] 1:22:31	interesting
[1471] 1:22:33	because um uh he's going to be given a
[1472] 1:22:36	paper at the NAS this year
[1473] 1:22:40	and right now I'm a member of the NAS.
[1474] 1:22:44	I'm allowed to be there.
[1475] 1:22:47	So,
[1476] 1:22:49	um
[1477] 1:22:51	Oh, yeah.
[1478] 1:22:54	That should be fun.
[1479] 1:23:03	November.
[1480] 1:23:06	Your mama says November in Colorado.
[1481] 1:23:08	What were they thinking? Yeah, I know. I
[1482] 1:23:12	know.
[1483] 1:23:15	I mean, of all times to go to Colorado,
[1484] 1:23:20	Denver, of all places, you know,
[1485] 1:23:23	November is not great. Not great.
[1486] 1:23:28	So
[1487] 1:23:32	Merv Monson goes Kennedy appeared to be
[1488] 1:23:34	a to be largely aloof though in my
[1489] 1:23:36	opinion at least during the debate. Um
[1490] 1:23:40	he can't defend his views. It's not that
[1491] 1:23:42	he was aloof. It was that he can't
[1492] 1:23:44	defend his views cuz he doesn't
[1493] 1:23:46	understand the material very well. You
[1494] 1:23:48	know, you can he'll come off as aloof
[1495] 1:23:51	because he doesn't know what he's doing.
[1496] 1:23:54	And then people rush in to his aid and
[1497] 1:23:56	white knight for him and go, "Oh, why
[1498] 1:23:58	are you being so mean to him? You can
[1499] 1:24:01	clearly see he doesn't know what he's
[1500] 1:24:02	doing, so why are you being mean?"
[1501] 1:24:06	What?
[1502] 1:24:08	This is supposed to be a professor of
[1503] 1:24:09	apologetics.
[1504] 1:24:12	That's like the first criteria of being
[1505] 1:24:14	a professor of apologetics
[1506] 1:24:17	is that you can defend your views.
[1507] 1:24:22	You'd think. You'd think.
[1508] 1:24:33	You would think that the very first job
[1509] 1:24:36	of being a professor of apologetics is
[1510] 1:24:39	being able to defend what you say.
[1511] 1:24:44	I mean, I might be crazy about this.
[1512] 1:24:48	>> Just a thought.
[1513] 1:24:49	>> Just a thought.
[1514] 1:25:02	I mean, I might be losing it. I might
[1515] 1:25:03	have have have lost the plot here in
[1516] 1:25:06	thinking that a professor of apologetics
[1517] 1:25:09	has to be able to defend his views, but
[1518] 1:25:12	hey, I'm old-fashioned that way.
[1519] 1:25:18	Mama says, "So, a man who does not
[1520] 1:25:20	appear to be very literate literally
[1521] 1:25:22	cannot defend his views." Yes. And he's
[1522] 1:25:26	teaching at Dallas Theological Seminary.
[1523] 1:25:31	Wow.
[1524] 1:25:35	Yikes.
[1525] 1:25:49	Okay, that's fun. Uh, let's move on
[1526] 1:25:51	here.
[1527] 1:25:55	Mama says that hurts. Yeah.
[1528] 1:26:04	Mama says, "How far the once mighty have
[1529] 1:26:06	fallen?" Um yeah. Um
[1530] 1:26:10	a lot of Christian seminaries are
[1531] 1:26:13	becoming
[1532] 1:26:15	um ideological schools. Okay.
[1533] 1:26:19	This is not uncommon at this point.
[1534] 1:26:24	Um
[1535] 1:26:26	when you you start seeing schools fail
[1536] 1:26:31	when they start sort of drifting towards
[1537] 1:26:33	ideology
[1538] 1:26:34	more than scholarship.
[1539] 1:26:37	We saw it happen with Trinity.
[1540] 1:26:40	We saw it happen with Southwestern uh
[1541] 1:26:43	Baptist Theological Seminary.
[1542] 1:26:45	Um, this often happens where as soon as
[1543] 1:26:50	things start going on the downturn,
[1544] 1:26:53	schools start looking at their ideology
[1545] 1:26:57	and then pumping that up, getting more
[1546] 1:27:00	ideological people into positions,
[1547] 1:27:03	people who will hold traditional lines
[1548] 1:27:07	and that just accelerates the decline.
[1549] 1:27:09	So,
[1550] 1:27:13	so I think DTS are starting to go down
[1551] 1:27:15	that spiral, too.
[1552] 1:27:19	And frankly, if it can happen to
[1553] 1:27:20	Trinity, it can happen to DTS.
[1554] 1:27:25	The next question here is from Daniel
[1555] 1:27:27	Hogan. What exactly is Proverbs 17:8
[1556] 1:27:30	saying about bribes? Okay, pull it up
[1557] 1:27:34	here.
[1558] 1:27:36	Uh, Proverbs
[1559] 1:27:42	Proverbs
[1560] 1:27:45	17 verse 8,
[1561] 1:27:49	"A bribe is a charm in the sight of its
[1562] 1:27:52	owner. Wherever he turns, he prospers."
[1563] 1:27:56	Okay. Now, we have to understand
[1564] 1:27:58	something about proverbs.
[1565] 1:28:00	Proverbs are not necessarily
[1566] 1:28:04	moral statements.
[1567] 1:28:06	They're maxims.
[1568] 1:28:09	They can make moral statements
[1569] 1:28:12	and those moral statements are say
[1570] 1:28:14	generally true but not always true. But
[1571] 1:28:18	they can also be observations of things
[1572] 1:28:20	that are true. Okay.
[1573] 1:28:24	In this case,
[1574] 1:28:27	it's basically saying that bribes unlock
[1575] 1:28:30	doors. They unlock doors to the tombs of
[1576] 1:28:33	of Aman Hotep II.
[1577] 1:28:38	as a certain Joel Kramer found out.
[1578] 1:28:40	Okay.
[1579] 1:28:42	Yeah. They're descriptive. They're
[1580] 1:28:44	they're they're descriptive of reality.
[1581] 1:28:47	So
[1582] 1:28:50	um
[1583] 1:28:52	so that that's really what this is. Um
[1584] 1:28:56	it's basically telling you that those
[1585] 1:28:58	who have bribes get their way.
[1586] 1:29:04	That that's what it's telling you. It's
[1587] 1:29:05	a telling you a a general truth of life.
[1588] 1:29:11	>> Is it a good thing?
[1589] 1:29:12	>> No.
[1590] 1:29:13	>> Is it as M producer says, is it a good
[1591] 1:29:15	thing? No. Is it fair? No.
[1592] 1:29:20	But
[1593] 1:29:21	>> is it reality?
[1594] 1:29:22	>> Is it reality? Yes.
[1595] 1:29:26	So,
[1596] 1:29:26	>> does it
[1597] 1:29:28	>> does it suck? Yeah, very much so.
[1598] 1:29:33	But the but the proverbs aren't there to
[1599] 1:29:36	to molly call on you. They're not there
[1600] 1:29:38	to to sort of tell you everything is
[1601] 1:29:41	fair. Life is always going to be fair.
[1602] 1:29:44	No, it doesn't tell you that. It's going
[1603] 1:29:47	to tell you that truth in a general
[1604] 1:29:50	maximum sense, but it will tell it to
[1605] 1:29:53	you.
[1606] 1:29:57	Yeah, mommy uh mama says here uh money
[1607] 1:30:00	equals open doors. Yeah,
[1608] 1:30:04	MV Monson they could make you evade pre
[1609] 1:30:07	a prison sentence too. Yeah. And it
[1610] 1:30:10	could even influence corrupt police to
[1611] 1:30:13	harass people
[1612] 1:30:16	and trump up charges.
[1613] 1:30:20	So,
[1614] 1:30:23	so it's one of those things that it's
[1615] 1:30:25	it's just one of those sort of life
[1616] 1:30:28	lessons that you learn that bribes get
[1617] 1:30:31	things done.
[1618] 1:30:36	Yeah, Milo, I caught the slip of the
[1619] 1:30:38	tongue.
[1620] 1:30:42	Everyone's gonna laugh at me now,
[1621] 1:30:43	especially Mama.
[1622] 1:30:47	Okay. So,
[1623] 1:30:54	so yeah, uh Daniel, that's that's what
[1624] 1:30:59	um that's
[1625] 1:31:00	that's what you're going to get out of
[1626] 1:31:02	this.
[1627] 1:31:05	Uh Dark Blade goes, "I've heard that
[1628] 1:31:07	bribing police is more effective in
[1629] 1:31:09	Mexico than some other parts of the
[1630] 1:31:11	world." Oh, you want to know what's
[1631] 1:31:13	really effective? Utah.
[1632] 1:31:16	really effective in Utah.
[1633] 1:31:20	Yeah.
[1634] 1:31:27	All right, let's move on here.
[1635] 1:31:35	Bubble trouble did not didn't know about
[1636] 1:31:36	the police thing. Ick. Yeah, Ick.
[1637] 1:31:43	Danny Deance says, "Hash Mormon Mafia."
[1638] 1:31:45	That's what Mormon channels are calling
[1639] 1:31:47	it.
[1640] 1:31:49	Pro Mormon channels are calling it that.
[1641] 1:31:53	H
[1642] 1:31:56	Yeah, Lego Gate. Look it up. It's been
[1643] 1:31:59	everywhere right now.
[1644] 1:32:02	Moving on.
[1645] 1:32:10	A lurker asks, "Can you give a brief
[1646] 1:32:13	summary of the prehistory of Egypt like
[1647] 1:32:16	hunter gathers to old kingdom if you
[1648] 1:32:17	can?" It's more complicated than that.
[1649] 1:32:19	It's not something you can summarize
[1650] 1:32:20	really easily. Um
[1651] 1:32:24	prehistory of Egypt went through various
[1652] 1:32:27	stages.
[1653] 1:32:28	Um was sometimes called Nagata 1, Nagata
[1654] 1:32:31	2, and Nagata 3 periods. Um there's also
[1655] 1:32:35	a Baderian period. There's other periods
[1656] 1:32:37	as well and some of them are related
[1657] 1:32:39	geographically according to kingdom.
[1658] 1:32:42	Basically what sort of divines uh the
[1659] 1:32:44	pre-dynastic period is the fact that you
[1660] 1:32:47	had two separate kingdoms of Egypt. So
[1661] 1:32:58	uh Dark Blade goes, "Is our resident
[1662] 1:33:00	Mormon here?" Yes, he is. Uh don't get
[1663] 1:33:03	on his case over this. It's not his
[1664] 1:33:04	fault.
[1665] 1:33:06	He didn't cause this, but it is an it is
[1666] 1:33:10	a problem of um with what's going on
[1667] 1:33:14	there right now. So
[1668] 1:33:18	So again, he's not responsible. Do not
[1669] 1:33:21	do not blame him. Do not give him a hard
[1670] 1:33:23	time over it.
[1671] 1:33:25	But this is a this has been an ongoing
[1672] 1:33:28	problem that sort of has blown out of
[1673] 1:33:30	all proportion.
[1674] 1:33:32	And unfortunately,
[1675] 1:33:36	um, yeah, Haystack was here. Hastack has
[1676] 1:33:39	been here. He was just here. So,
[1677] 1:33:43	>> I I don't think he'd support this
[1678] 1:33:45	either.
[1679] 1:33:46	>> Yeah, I don't think he would support
[1680] 1:33:47	this corruption.
[1681] 1:33:49	>> And there are people within the Mormon
[1682] 1:33:51	church who do not support this
[1683] 1:33:52	corruption.
[1684] 1:33:55	>> Yeah, the mass majority of us. But there
[1685] 1:33:58	are the rich and the powerful. And the
[1686] 1:34:00	fact is they this this particular
[1687] 1:34:02	corporation Mormon own corporation which
[1688] 1:34:06	gave a lot of of of money to its local
[1689] 1:34:10	bishop Rick.
[1690] 1:34:12	Okay.
[1691] 1:34:14	Has been getting the police of of
[1692] 1:34:17	American Forks to do things that are
[1693] 1:34:21	illegal.
[1694] 1:34:29	Uh, common lurker, what's going on? Uh,
[1695] 1:34:31	it'd be too difficult for me to explain
[1696] 1:34:32	because it's so convoluted. Just look up
[1697] 1:34:35	Lego, Lego scandal, and you'll find it
[1698] 1:34:38	everywhere right now on YouTube.
[1699] 1:34:40	Absolutely everywhere.
[1700] 1:34:43	Um, a YouTuber was basically trying to
[1701] 1:34:47	get a consignment of $200,000 uh dollars
[1702] 1:34:51	worth of Lego
[1703] 1:34:53	back from
[1704] 1:34:55	the corporation Bricks and Minigs, which
[1705] 1:34:58	is a Mormon owned company.
[1706] 1:35:00	And when he went to do service of
[1707] 1:35:03	process,
[1708] 1:35:05	they had him swatted
[1709] 1:35:10	based basically. They sent a SWAT team
[1710] 1:35:13	to search his home for stolen Lego,
[1711] 1:35:17	which he didn't have, and then they
[1712] 1:35:19	arrested him on a search warrant.
[1713] 1:35:23	There's so many level of of illegal here
[1714] 1:35:25	that it's really hard to say. Okay.
[1715] 1:35:33	Uh, no. Um, Andrew Graham, uh, Lego is
[1716] 1:35:36	Mormon? No, it's not. like but the
[1717] 1:35:39	largest sort of um how do you say this?
[1718] 1:35:41	Um Bricks and Minigs is a pawn shop
[1719] 1:35:46	chain. It's a chain of pawn shops for
[1720] 1:35:47	LEGO is essentially what it is.
[1721] 1:35:51	That's what it is.
[1722] 1:35:54	Yeah. It's a third party reseller.
[1723] 1:35:56	Um LEGO is a Swedish owned company. It's
[1724] 1:35:59	totally Swedish owned and it's not the
[1725] 1:36:01	Lego corporation is not in any way
[1726] 1:36:04	related to either Bricks and Minifigs or
[1727] 1:36:07	the more mature except that Lego resells
[1728] 1:36:10	through bricks and mini figs but they
[1729] 1:36:13	resell it through a lot of parties.
[1730] 1:36:21	So, um but it's it's it's gotten insane.
[1731] 1:36:24	This whole thing has just gotten so out
[1732] 1:36:26	of proportion.
[1733] 1:36:28	Yeah, the level of corruption from the
[1734] 1:36:30	American Forks Police Department is just
[1735] 1:36:33	is just on a whole new level. Uh like
[1736] 1:36:36	they redacted videos of um
[1737] 1:36:42	of police doing illegal actions.
[1738] 1:36:45	I mean, really that bad?
[1739] 1:36:48	>> Well, a swatting. I mean, using AKs and
[1740] 1:36:51	drawn guns to seize stolen Lego.
[1741] 1:36:57	They're not busting heroin owners for
[1742] 1:36:58	the on on this level. You know, there's
[1743] 1:37:01	drug dealers in American Forks and
[1744] 1:37:03	they're going after some guy for Lego.
[1745] 1:37:07	Are you serious?
[1746] 1:37:09	>> Yeah. A lot of people get killed when
[1747] 1:37:13	police do that.
[1748] 1:37:14	>> Mm. like when they have the wrong
[1749] 1:37:15	address cuz you don't know who they
[1750] 1:37:20	>> Well, it's crazy here because too
[1751] 1:37:23	they on on a search warrant, not an
[1752] 1:37:27	arrest warrant, a search warrant. And it
[1753] 1:37:30	it says even in the search warrant, the
[1754] 1:37:32	whole pretext for the search was to do
[1755] 1:37:35	affect an arrest.
[1756] 1:37:37	That is an illegal search warrant.
[1757] 1:37:40	That's not a search warrant. That's an
[1758] 1:37:42	arrest warrant disguised as a search
[1759] 1:37:45	warrant.
[1760] 1:37:48	That's supposed to say they're supposed
[1761] 1:37:50	to have two separate warrants for this.
[1762] 1:37:52	A search warrant and an arrest warrant.
[1763] 1:37:56	But you can't do an arrest warrant
[1764] 1:37:57	without probable cause. You can do a
[1765] 1:38:00	search warrant without wi with a lower
[1766] 1:38:02	standard of probable cause.
[1767] 1:38:05	>> Police get frustrated. They have drug
[1768] 1:38:07	dealers, murderers that they know the
[1769] 1:38:10	person did it. Yeah.
[1770] 1:38:12	>> And they can't affect an arrest.
[1771] 1:38:14	>> Yeah.
[1772] 1:38:14	>> Because they don't have
[1773] 1:38:16	>> Yeah.
[1774] 1:38:17	>> And yet they break into this guy's
[1775] 1:38:21	house.
