[0] 0:00	Heat. Heat.
[1219] 1:07:32	incorrect.
[1220] 1:07:34	Okay. But
[1221] 1:07:37	but even if we even if we say it's it's
[1222] 1:07:39	not an unbiblical practice and give it
[1223] 1:07:42	allowance as an accretion that is formed
[1224] 1:07:44	after there's nothing wrong necessarily
[1225] 1:07:46	wrong with accretions. Accretions do
[1226] 1:07:48	happen within religions and are still
[1227] 1:07:52	viable practices.
[1228] 1:07:55	Um,
[1229] 1:07:57	you know, it's one of those things that
[1230] 1:08:09	uh Barlay says, "So on the
[1231] 1:08:11	pro-intercession view, the saints are a
[1232] 1:08:13	bit like telephone operators for our
[1233] 1:08:15	prayers. Is that right?" Yeah, they're a
[1234] 1:08:16	bit like that. That's that's that's not
[1235] 1:08:18	a bad approach. But they're also they're
[1236] 1:08:20	also getting on the line and they're not
[1237] 1:08:24	just directing your prayer. They're
[1238] 1:08:27	repeating your prayer. They're saying
[1239] 1:08:29	your prayer. They're making requests on
[1240] 1:08:33	behalf of you. Think of kind of like
[1241] 1:08:36	this. It's like uh dial a friend. Dial a
[1242] 1:08:39	friend.
[1243] 1:08:41	And so so let's say let's say you want
[1244] 1:08:43	to get some um you know a favorable
[1245] 1:08:46	result for a job. You know you call the
[1246] 1:08:49	friend of the boss. Call the boss's
[1247] 1:08:52	friend. Well well call the boss. You
[1248] 1:08:55	call the secretary who happens just you
[1249] 1:08:57	you chat up the secretary and say hey
[1250] 1:08:59	can you put in the word good word with
[1251] 1:09:01	me with the boss.
[1252] 1:09:03	And then the boss gives you a favorable
[1253] 1:09:05	position or decision based upon his
[1254] 1:09:08	friends and his secretary.
[1255] 1:09:12	It's not what you know, it's who you
[1256] 1:09:13	know. Yeah.
[1257] 1:09:23	Um,
[1258] 1:09:25	Yurio C says as as Eastern Orthodox, let
[1259] 1:09:28	me clarify that one really only supposed
[1260] 1:09:30	to pray for salvation, not stuff. That's
[1261] 1:09:32	going to depend upon your view of of
[1262] 1:09:34	Eastern Orthodoxy. Um,
[1263] 1:09:37	one should not one should not pray to
[1264] 1:09:39	the saints or God for stuff, but for aid
[1265] 1:09:42	in our repentance and drawing close to
[1266] 1:09:44	Christ. Um, in in some ways that's true.
[1267] 1:09:47	In other ways it goes beyond that as
[1268] 1:09:49	well.
[1269] 1:09:51	Um, I've seen so many Eastern Orthodox
[1270] 1:09:53	pray for
[1271] 1:09:56	for through the saints for say the
[1272] 1:09:59	health of the of the monarch. I've seen
[1273] 1:10:01	that happen. Okay,
[1274] 1:10:05	that's praying for stuff in a way or a
[1275] 1:10:08	result. So it's not just necessarily
[1276] 1:10:10	stuff, but it's results. Okay, it is an
[1277] 1:10:14	expectation that through the prayer that
[1278] 1:10:16	the world will be changed. So,
[1279] 1:10:23	so I think here what we got
[1280] 1:10:26	um and and I said there's a diversity of
[1281] 1:10:28	opinion here to what Eastern Orthodoxy
[1282] 1:10:30	believes anyway. And frankly too,
[1283] 1:10:33	Eastern Orthodoxy aren't the only ones
[1284] 1:10:34	who venerate icons. Catholic, Roman
[1285] 1:10:37	Catholics do too. Okay.
[1286] 1:10:41	And
[1287] 1:10:43	um say uh the apostolic communion also
[1288] 1:10:48	venerates icons. So there are other
[1289] 1:10:51	views of this as well.
[1290] 1:10:56	All
[1291] 1:11:03	right.
[1292] 1:11:05	So, I hope that answers the question.
[1293] 1:11:06	Thank you very much for the super chat.
[1294] 1:11:08	Very much appreciated.
[1295] 1:11:12	All right.
[1296] 1:11:17	God save
[1297] 1:11:18	[Laughter]
[1298] 1:11:20	dark. God save the king via St. Luke.
[1299] 1:11:23	Yeah.
[1300] 1:11:29	messianic.
[1301] 1:11:33	Yeah. Yeah. Messianic helmet is right
[1302] 1:11:35	here. It's unnecessary. Pray directly to
[1303] 1:11:37	God. Yeah. Here's here's what I would
[1304] 1:11:39	say. Um summarize. I I would this is why
[1305] 1:11:42	I question whether or not uh veneration
[1306] 1:11:45	of the icons is is efficacious. Okay. Uh
[1307] 1:11:49	because it is unnecessary. You don't
[1308] 1:11:51	need to do it. So because you don't need
[1309] 1:11:53	to do it, you know, it's just one of
[1310] 1:11:56	those things where, you know, just go
[1311] 1:11:57	directly to the source.
[1312] 1:12:06	Um,
[1313] 1:12:08	AJ Higgins composer says, "The super
[1314] 1:12:11	chats seem to be glitching for me at $2.
[1315] 1:12:13	Can't purchase. Should I try for a
[1316] 1:12:15	different amount?" Uh, I would try a
[1317] 1:12:17	different payment method, honestly. Uh,
[1318] 1:12:21	it's when it gets glitching like that.
[1319] 1:12:26	$500. Yeah. Um,
[1320] 1:12:30	um, try $3. Try $3.
[1321] 1:12:34	If you'd like,
[1322] 1:12:36	we really appreciate that.
[1323] 1:12:41	Uh, also check. Yeah, that's really
[1324] 1:12:44	important. Um, mama has it probably
[1325] 1:12:46	right. What's going on here? Mama says,
[1326] 1:12:48	"Check your word your words count."
[1327] 1:12:50	Yeah. Um here's the thing. Uh different
[1328] 1:12:53	super chats allow different word
[1329] 1:12:54	lengths. Okay.
[1330] 1:12:58	So, um
[1331] 1:13:01	uh if for the shorter super chats, like
[1332] 1:13:02	the $2 ones, it's a really short
[1333] 1:13:04	question. Okay.
[1334] 1:13:07	So, if your if your word counts too
[1335] 1:13:08	long, it will glitch out.
[1336] 1:13:11	In which case, if you want more words,
[1337] 1:13:13	you have to spend more.
[1338] 1:13:15	Um, words aren't cheap.
[1339] 1:13:25	Uh, he says, "Uh, it's below the word
[1340] 1:13:28	count. Also, that's money I might not
[1341] 1:13:30	have." Yeah, you know what? You know,
[1342] 1:13:33	just don't worry about it, man. Um, it's
[1343] 1:13:38	uh, but again, check your payment
[1344] 1:13:39	methods. That would be probably my Steve
[1345] 1:13:42	if it's something like if it's if it's
[1346] 1:13:44	like a um if it's an issue with the
[1347] 1:13:46	payment processing that's happened to
[1348] 1:13:48	people here.
[1349] 1:13:57	Okay.
[1350] 1:13:59	A ministries here for $4.99. Thank you
[1351] 1:14:01	for the super chat. What do I tell
[1352] 1:14:04	people who say Cain Abel is about faith
[1353] 1:14:06	versus works righteousness?
[1354] 1:14:11	not a great reading of the text.
[1355] 1:14:14	I mean, it's that's an interpretation
[1356] 1:14:17	and I think that's that's an isogetical
[1357] 1:14:21	reading of the text where you're you're
[1358] 1:14:23	sort of you're taking and I'm not I'm
[1359] 1:14:25	not against this sort of idea of say
[1360] 1:14:28	works versus faith righteousness. That's
[1361] 1:14:30	I mean it was really a popularized
[1362] 1:14:33	um theology during the Reformation and
[1363] 1:14:35	I'm not against that per se. But I think
[1364] 1:14:39	what's what um
[1365] 1:14:42	one issue is that um
[1366] 1:14:46	that Cain and Abel story really isn't
[1367] 1:14:49	about works versus faith.
[1368] 1:14:53	Um
[1369] 1:14:54	it's really more about
[1370] 1:14:57	grudging sacrifice. Okay. Um, and it
[1371] 1:15:02	just happens to h to include one as a
[1372] 1:15:04	blood sacrifice, one's a vegetable
[1373] 1:15:06	sacrifice. Now, is there anything
[1374] 1:15:08	inherently wrong with with offering
[1375] 1:15:10	vegetables? The answer is no.
[1376] 1:15:14	The answer is no.
[1377] 1:15:18	Um,
[1378] 1:15:20	because vegetables were part of the
[1379] 1:15:22	temple rituals, offerings that were
[1380] 1:15:25	accepted. you know, farmer did
[1381] 1:15:26	vegetables, he could give his
[1382] 1:15:29	vegetables, his offerings to the temple.
[1383] 1:15:32	No problem. There's never been a problem
[1384] 1:15:34	with that.
[1385] 1:15:37	It is a problem if you want to do
[1386] 1:15:39	certain kinds of of offerings, but
[1387] 1:15:41	that's not really what's being uh talked
[1388] 1:15:42	about in the text.
[1389] 1:15:45	So, you know, there's grain offerings.
[1390] 1:15:47	The temple has grain offerings.
[1391] 1:15:51	It like it or not, it's there. Those are
[1392] 1:15:54	vegetable offerings as such.
[1393] 1:16:00	What it seems to be more is that Abel
[1394] 1:16:04	was giving with a glad heart whereas
[1395] 1:16:07	Cain was not. He was begrudgingly giving
[1396] 1:16:09	it.
[1397] 1:16:11	So,
[1398] 1:16:14	um,
[1399] 1:16:16	I've heard it claimed that there was
[1400] 1:16:18	that it was because God only liked me.
[1401] 1:16:21	Laugh out loud. Yeah, I know. I know.
[1402] 1:16:25	And it's such terrible reasoning
[1403] 1:16:27	because God likes grain offerings.
[1404] 1:16:30	Apparently, he likes bread.
[1405] 1:16:32	He liked um wine offerings. He likes
[1406] 1:16:35	wine.
[1407] 1:16:40	Okay.
[1408] 1:16:42	Mama
[1409] 1:16:44	says Cain and Abel was just righteous
[1410] 1:16:47	versus unrighteousness. Yeah, that's
[1411] 1:16:49	exactly it. It's as simple as that.
[1412] 1:16:52	that um you know Abel was sacrificing
[1413] 1:16:58	uh with a glad heart and Cain was
[1414] 1:17:01	sacrificing with a begrudging heart and
[1415] 1:17:03	because he was begrudging of the
[1416] 1:17:05	offering it wasn't it wasn't it wasn't
[1417] 1:17:09	accepted
[1418] 1:17:13	Danny dement God would love Olive Garden
[1419] 1:17:17	hey I like Olive garden.
[1420] 1:17:26	Oh yeah, I I would I would do I would do
[1421] 1:17:28	Olive Garden any day. I mean, Olive
[1422] 1:17:30	Garden is great. I like Olive Garden.
[1423] 1:17:33	Okay,
[1424] 1:17:37	so uh let's go and move on the next one
[1425] 1:17:39	here.
[1426] 1:17:47	there. That can't be right. I can't
[1427] 1:17:49	believe in a god who only accepts meat.
[1428] 1:17:51	Well done.
[1429] 1:17:53	[Laughter]
[1430] 1:17:58	Jonathan Walker Kane didn't put love
[1431] 1:18:01	into his offering. He was like, "You
[1432] 1:18:02	want an offering? Here you go." Yeah,
[1433] 1:18:05	that was it. That's it in a nutshell.
[1434] 1:18:10	I mean, anything else that we add to
[1435] 1:18:12	this text is isog Jesus.
[1436] 1:18:15	And I think that's the problem with that
[1437] 1:18:16	reading is it's it's an isogetical
[1438] 1:18:18	reading. There's there's no warrant from
[1439] 1:18:20	the text to say this is about works
[1440] 1:18:23	versus faith righteousness other than
[1441] 1:18:25	that some works are just works without
[1442] 1:18:29	love.
[1443] 1:18:33	All right. Next statement, next super
[1444] 1:18:35	chat here from 18 ministries for $4.99.
[1445] 1:18:39	Thank you for the super chat. Aside from
[1446] 1:18:42	the Horus bird, what other ancient
[1447] 1:18:44	Neareastern motifs demonstrate a bird
[1448] 1:18:46	descending upon someone to denote
[1449] 1:18:48	kingship?
[1450] 1:18:50	Um, you don't see that a lot in ancient
[1451] 1:18:52	neareastern motifs. You don't see it in
[1452] 1:18:54	in Assyrian as such, Mesopotamian
[1453] 1:18:57	motifs. You don't even see it in
[1454] 1:18:59	Levventine stuff for the most part. Um
[1455] 1:19:01	you do see one other in instance of it
[1456] 1:19:03	though in Egyptian
[1457] 1:19:05	where um not so much to denote kingship
[1458] 1:19:10	but um um Montu
[1459] 1:19:13	Montu um Montu was the was a god of war
[1460] 1:19:19	and he would descend upon the king to
[1461] 1:19:23	give him the victory.
[1462] 1:19:25	We see this in the Kadish inscriptions
[1463] 1:19:29	where Ramsey's II is fighting the
[1464] 1:19:31	Hittites
[1465] 1:19:33	and Montu descends upon him.
[1466] 1:19:37	Well, he's a falcon. Okay, Montu is a
[1467] 1:19:40	falcon
[1468] 1:19:41	um like the horse bird, but he's not
[1469] 1:19:43	he's not Horus. He's his own deity and
[1470] 1:19:46	he's a god of war.
[1471] 1:19:49	So,
[1472] 1:19:56	So that's the other interest that I
[1473] 1:19:57	thought of when I read this was yeah,
[1474] 1:20:00	you got other instances of these these
[1475] 1:20:01	bird-like motifs also descending upon
[1476] 1:20:04	the king, but it tends to be generally
[1477] 1:20:06	of Egyptian origin.
[1478] 1:20:09	So hope that helps. Thank you for the
[1479] 1:20:11	super chat.
[1480] 1:20:14	Dossman for $2. He says, "My bell
[1481] 1:20:17	peppers are still alive." Awesome. Um, I
[1482] 1:20:20	heard something very interesting about
[1483] 1:20:22	bell peppers recently
[1484] 1:20:24	is they do a lot better when they're
[1485] 1:20:28	grown in groups. They're one of the few
[1486] 1:20:32	plants that actually do better when
[1487] 1:20:34	grown in a cluster of like plants.
[1488] 1:20:38	So,
[1489] 1:20:40	if you have bell peppers, you have to
[1490] 1:20:42	sort of um keep them with other bell
[1491] 1:20:44	peppers. If you do habaneros, you have
[1492] 1:20:46	to keep them with other habaneros. They
[1493] 1:20:48	don't like to be mixed with other even
[1494] 1:20:50	other different types of peppers.
[1495] 1:20:53	So if you like do say grow jalapenos,
[1496] 1:20:56	you you you're best to put multiple
[1497] 1:20:58	jalapenos in the same pot. Very
[1498] 1:21:01	interesting. It's very very interesting.
[1499] 1:21:04	And he said that's what he did. Yeah,
[1500] 1:21:06	you did. That's that's exactly
[1501] 1:21:08	apparently what you should be doing with
[1502] 1:21:09	them. So you don't thin them out. You
[1503] 1:21:13	don't thin them out like other plants.
[1504] 1:21:16	So it's it's sort of the opposite of
[1505] 1:21:18	what there
[1506] 1:21:21	mama says it probably has to do with
[1507] 1:21:23	crosspollination. Actually it doesn't.
[1508] 1:21:25	They've they've discovered that what
[1509] 1:21:26	happens is peppers form a bacterial
[1510] 1:21:29	community.
[1511] 1:21:32	They're they form a bacterial community
[1512] 1:21:34	under the soil and that bacterial
[1513] 1:21:37	community um basically makes the soil
[1514] 1:21:40	just right for growing peppers.
[1515] 1:21:45	and sort of kills off other types of
[1516] 1:21:46	plants.
[1517] 1:21:50	So,
[1518] 1:21:51	so in the case of say peppers
[1519] 1:21:54	specifically,
[1520] 1:21:55	the more you sort of cluster them
[1521] 1:21:57	together of the same type, the better
[1522] 1:22:01	they grow. And it's really weird. It's
[1523] 1:22:04	really weird. It's not like other plants
[1524] 1:22:06	in this respect. Other plants love
[1525] 1:22:07	space. Other plants want space because
[1526] 1:22:09	they're competing for nutrients.
[1527] 1:22:13	But what um what peppers do is they are
[1528] 1:22:18	more of a collaborative plant that sort
[1529] 1:22:20	of depends upon each other for survival.
[1530] 1:22:24	Uh there also might be some shading
[1531] 1:22:26	aspect to this as well where having
[1532] 1:22:28	multiple plants clustered together also
[1533] 1:22:31	provides some shade for them because
[1534] 1:22:34	they're typically desert plants. So
[1535] 1:22:38	mama says, "Wow, cool." Yeah, it is
[1536] 1:22:40	really cool. Um, I heard this from a
[1537] 1:22:42	soil biologist. So,
[1538] 1:22:45	so yeah, that was very interesting to
[1539] 1:22:47	find out.
[1540] 1:22:52	Jonathan, peppers aren't selfish. Ryan,
[1541] 1:22:56	crabs are shellfish.
[1542] 1:22:59	[Laughter]
[1543] 1:23:04	All right, that was fun. So, I'm glad
[1544] 1:23:06	your peppers are still doing well. Uh, I
[1545] 1:23:08	haven't grown peppers this year. haven't
[1546] 1:23:11	been able to get seed. Um, getting
[1547] 1:23:14	pepper seed here is really hard. Um, and
[1548] 1:23:18	um I I just I just would I love peppers.
[1549] 1:23:21	I love growing peppers. I love having
[1550] 1:23:23	them. Um, but I do need to I am thinking
[1551] 1:23:28	about going and getting some pepper seed
[1552] 1:23:30	of some kind and growing another pot of
[1553] 1:23:33	them. My last one didn't do so well.
[1554] 1:23:35	Again, I think it was probably because I
[1555] 1:23:36	had it as a single plant. It probably
[1556] 1:23:38	would have been better off if id had had
[1557] 1:23:40	clustered, but I didn't know that at the
[1558] 1:23:42	time. So,
[1559] 1:23:51	Robert Lair, no intelligent design
[1560] 1:23:53	there.
[1561] 1:23:56	[Music]
[1562] 1:23:58	Okay,
[1563] 1:24:01	let's move on here to the next one.
[1564] 1:24:10	Oh, nice.
[1565] 1:24:12	Dman says, "In Southern California, I
[1566] 1:24:15	had a jalapeno bush that lived for six
[1567] 1:24:17	years." That's not That's not
[1568] 1:24:18	surprising. In Southern California,
[1569] 1:24:21	I I like I like I like jalapenos. I I
[1570] 1:24:23	like all sorts of peppers. Foodie
[1571] 1:24:25	section.
[1572] 1:24:27	[Laughter]
[1573] 1:24:30	Um, I worked at West used to work at
[1574] 1:24:32	Western Greenhouse Growers, which did
[1575] 1:24:34	was a packing plant for peppers,
[1576] 1:24:37	tomatoes, and cucumbers. And I learned
[1577] 1:24:39	all about peppers. And oh my gosh, I
[1578] 1:24:42	love peppers. Peppers are so cool. So
[1579] 1:24:45	cool. They're interesting plants.
[1580] 1:24:48	They're delicious to eat. You can
[1581] 1:24:50	prepare them in many ways. They're just
[1582] 1:24:52	really, really interesting.
[1583] 1:24:57	Dosman, I know. Oh, I miss that part of
[1584] 1:24:59	California. Yeah. Well, that's that's
[1585] 1:25:02	something I miss too about California.
[1586] 1:25:05	It's about the only thing I miss
[1587] 1:25:07	California.
[1588] 1:25:12	Well, that's true. Yeah. My producer
[1589] 1:25:15	says the all the things you loved about
[1590] 1:25:16	she loved about California doesn't exist
[1591] 1:25:18	anymore.
[1592] 1:25:21	Okay.
[1593] 1:25:29	Um,
[1594] 1:25:31	Joseph asks, "Have you tried the fish
[1595] 1:25:33	sauce?" Yes. Yeah. Yes, I have. I've
[1596] 1:25:35	used it in cooking. Um,
[1597] 1:25:41	uh, but, uh, yeah, it was sour. Yeah,
[1598] 1:25:46	tried it.
[1599] 1:25:52	I don't use it as a condiment though
[1600] 1:25:53	like garam
[1601] 1:25:56	but it works works great in cooking
[1602] 1:26:04	tal are you sure you don't miss the
[1603] 1:26:06	hotel dock the hotel California where
[1604] 1:26:08	you can check out but never leave
[1605] 1:26:15	a Discord beep alert I thought I had
[1606] 1:26:18	muted that
[1607] 1:26:23	I did mute that. I don't know how you
[1608] 1:26:26	got a Discord beep.
[1609] 1:26:31	Oops. Maybe I did the wrong thing here.
[1610] 1:26:35	Yep.
[1611] 1:26:38	Did I muted the wrong program? Okay.
[1612] 1:26:41	Yep.
[1613] 1:26:44	Yeah. Discord tends to beep sometimes.
[1614] 1:26:50	Okay, next uh super chat here is from
[1615] 1:26:52	Joseph for $2. Thank you for the super
[1616] 1:26:53	chat. Why do some people believe Job is
[1617] 1:26:56	the oldest book?
[1618] 1:26:59	The ghost discord. Yep.
[1619] 1:27:02	All right. Uh why do people believe Job
[1620] 1:27:05	is the oldest book uh in the Bible? A
[1621] 1:27:07	few things. Um they believe it because
[1622] 1:27:10	it talks a lot about creation.
[1623] 1:27:13	uh because it some people misinterpret
[1624] 1:27:17	the chaos monsters found in the book of
[1625] 1:27:20	Job to be dinosaurs.
[1626] 1:27:22	Okay.
[1627] 1:27:24	Uh this was a notion that was very very
[1628] 1:27:27	common in early 20th early 20th century
[1629] 1:27:31	creationism. Okay.
[1630] 1:27:34	So that's why people generally thought
[1631] 1:27:35	that Job was the oldest book in the
[1632] 1:27:38	Bible because it made references to the
[1633] 1:27:42	sort of ideas of creation and and as I
[1634] 1:27:46	said uh dinosaurs.
[1635] 1:27:50	Um yeah and I'm I'm not buying the
[1636] 1:27:52	dinosaur thing, okay? I'm just saying
[1637] 1:27:54	that right out. Um
[1638] 1:27:58	the second thing is uh they they do seem
[1639] 1:28:01	to ignore the whole iron age stuff that
[1640] 1:28:03	we find in Job like um uh the whole um
[1641] 1:28:09	well first of all the use of iron.
[1642] 1:28:12	That's a dead giveaway right there. It's
[1643] 1:28:13	Iron Age is the use of iron.
[1644] 1:28:16	Uh the second thing is the um the um
[1645] 1:28:21	ascendy of the Aramean kingdom.
[1646] 1:28:25	So, um,
[1647] 1:28:29	so, uh, yeah, there you got that going
[1648] 1:28:31	on there. So,
[1649] 1:28:34	Job versus the dinosaurs.
[1650] 1:28:37	Well, yeah, a lot of people are
[1651] 1:28:38	believing that. Yeah.
[1652] 1:28:44	So, I mean, there and and and to be
[1653] 1:28:46	honest, there are still people like
[1654] 1:28:48	Prager. Prager still repeats this idea
[1655] 1:28:51	that Job is the oldest book in the
[1656] 1:28:52	Bible. Um, and it's been fully
[1657] 1:28:55	thoroughly debunked at this point. Um,
[1658] 1:28:57	no real Bible scholar
[1659] 1:29:00	of any note anyway uh believes that Job
[1660] 1:29:03	is the oldest book of the Bible. Any
[1661] 1:29:05	most will assign it to probably Iron Age
[1662] 1:29:08	2. Uh, Iron Age 2 into say the early
[1663] 1:29:12	Babylonian period is what most people
[1664] 1:29:14	will assign it to these days.
[1665] 1:29:23	Uh, Ryan Comb asks, "What do you think
[1666] 1:29:26	is the oldest book of the Bible?" I
[1667] 1:29:27	think Exodus is. Okay. I would place I
[1668] 1:29:31	would place Exodus as the oldest book in
[1669] 1:29:33	the Bible.
[1670] 1:29:35	And the reason why is that not so much
[1671] 1:29:38	that it's the whole book is the oldest,
[1672] 1:29:40	but that the the fragments we the sort
[1673] 1:29:43	of the the sources that we have for
[1674] 1:29:46	Exodus are probably the oldest.
[1675] 1:29:49	That could be stuff like the song of the
[1676] 1:29:50	sea, u ten commandments,
[1677] 1:29:54	uh the early um attestation of the
[1678] 1:29:56	Exodus route. All that stuff attests to
[1679] 1:30:00	the early early writing of the sources
[1680] 1:30:02	of the book of Exodus.
[1681] 1:30:10	Dman, it all comes back to Exodus. Yeah.
[1682] 1:30:14	Yeah. Absolutely.
[1683] 1:30:16	You bet your You bet your bottom dollar
[1684] 1:30:18	it does over and over and over. Yeah.
[1685] 1:30:23	Yeah. That's what my producer just says.
[1686] 1:30:25	It says over and over and over again,
[1687] 1:30:27	hundreds of times in the Bible, "For I
[1688] 1:30:29	am the Lord your God that with a
[1689] 1:30:31	outstretched arm and a mighty hand, I
[1690] 1:30:33	brought you out of the land of bondage
[1691] 1:30:35	of Egypt."
[1692] 1:30:37	Over and over and over again.
[1693] 1:30:40	Yes, it all comes back to Exodus.
[1694] 1:30:43	Here's why what I think like for example
[1695] 1:30:45	um like uh Harry Stark just mentioned
[1696] 1:30:49	his name here. Um
[1697] 1:30:52	um
[1698] 1:30:54	uh Ken Ham is Young Earth. Yeah, this is
[1699] 1:30:56	the thing that Ken Ham gets wrong. Okay.
[1700] 1:30:59	And he gets this badly wrong.
[1701] 1:31:02	Ken Ham says it all goes back to
[1702] 1:31:05	creation.
[1703] 1:31:07	No,
[1704] 1:31:09	it's not. It's Here's the thing. Genesis
[1705] 1:31:12	is pointing forward to Exodus.
[1706] 1:31:17	Everything else is pointing back to
[1707] 1:31:20	Exodus.
[1708] 1:31:25	Genesis is is is the prologue. It's the
[1709] 1:31:28	it's the leadup to Exodus
[1710] 1:31:34	and then everything. But even that that
[1711] 1:31:36	whole thing in the beginning God created
[1712] 1:31:39	that's describing temple ritual
[1713] 1:31:42	where's the temple ritual being used?
[1714] 1:31:44	It's being used in the tabernacle.
[1715] 1:31:46	Exodus
[1716] 1:31:49	you know the whole the whole ritual of
[1717] 1:31:51	of the flood
[1718] 1:31:54	is sacrifice and conversion
[1719] 1:31:57	pointing again to the Exodus. don't know
[1720] 1:32:00	that
[1721] 1:32:03	story.
[1722] 1:32:06	Yeah. Yeah. It's all points back to
[1723] 1:32:09	Exodus.
[1724] 1:32:12	So,
[1725] 1:32:14	you know,
[1726] 1:32:17	uh Dossman isn't wrong here. He he's
[1727] 1:32:20	actually dead on here. It all comes back
[1728] 1:32:22	to to Exodus because the Exodus is the
[1729] 1:32:25	defining event for Israel.
[1730] 1:32:29	Creation is not the defining event for
[1731] 1:32:31	for Israel.
[1732] 1:32:33	Exodus is.
[1733] 1:32:39	So yeah, I mean it's I think I think
[1734] 1:32:43	when when when Ken Hamstar said it all
[1735] 1:32:45	goes back to creation, he's not right.
[1736] 1:32:48	He's definitely wrong.
[1737] 1:32:50	You know, even even with all say Genesis
[1738] 1:32:53	stuff, Genesis is all pointing to to
[1739] 1:32:56	Exodus.
[1740] 1:33:09	So,
[1741] 1:33:19	see, I wonder if Dance Prager was on to
[1742] 1:33:21	something by writing his ex's commentary
[1743] 1:33:23	first.
[1744] 1:33:25	Oh, his ex's commentary is so bad.
[1745] 1:33:28	So bad.
[1746] 1:33:32	[Laughter]
[1747] 1:33:37	We We own a We actually own a hard copy
[1748] 1:33:39	of that that commentary. It's so bad.
[1749] 1:33:49	Uh AJ Higgins uh says, "But Ken Ham said
[1750] 1:33:53	Genesis was the foundation of the
[1751] 1:33:55	Bible."
[1752] 1:33:57	Yeah. Well, um
[1753] 1:34:04	I know a And he made that his sort of
[1754] 1:34:06	his foundational shtick for 50 years. He
[1755] 1:34:10	made that his but it's wrong. It's all
[1756] 1:34:13	wrong,
[1757] 1:34:14	you know.
[1758] 1:34:18	Yeah. It's really I mean everything
[1759] 1:34:21	points in the Old Testament is coming
[1760] 1:34:24	out of Exodus or pointing to Exodus
[1761] 1:34:27	and even the crucifixion
[1762] 1:34:31	is pointing back to Exodus. Pointing
[1763] 1:34:35	back to Passover.
[1764] 1:34:40	Yeah. Mama answers in Genesis all in the
[1765] 1:34:42	name. Yeah. Yeah. I I'm just thankful no
[1766] 1:34:47	one has done an answers in Exodus.
[1767] 1:34:51	That would be so cringe. But um
[1768] 1:34:55	thank god no one has done answers in
[1769] 1:34:58	Exodus. It's It would be better, but it
[1770] 1:35:01	would be Oh, no, no, no, no.
[1771] 1:35:09	Uh Ryan Cohen Camp says
[1772] 1:35:12	uh or is or is the Exodus pointing to
[1773] 1:35:15	the cross?
[1774] 1:35:17	Well, that's going to be a matter of
[1775] 1:35:19	perspective temporally speaking.
[1776] 1:35:23	Oh, if you if we're just looking at is
[1777] 1:35:25	in sequential time, okay, Exodus comes
[1778] 1:35:28	first. So, it might be pointing to the
[1779] 1:35:30	cross, but it's not doing that
[1780] 1:35:31	explicitly.
[1781] 1:35:33	The cross, however, refers
[1782] 1:35:36	to the Exodus.
[1783] 1:35:39	Okay,
[1784] 1:35:41	but this is but this is also the way
[1785] 1:35:43	Christ puts it too. You know, look into
[1786] 1:35:45	the scriptures and see you will find me
[1787] 1:35:47	there.
[1788] 1:35:50	Well, he's pointing back.
[1789] 1:35:55	So whether it's pointing one way or the
[1790] 1:35:57	other, that's just then a matter of
[1791] 1:35:58	perspective.
[1792] 1:36:07	[Laughter]
[1793] 1:36:10	Yes. Answers and numbers, the new
[1794] 1:36:12	channel name. That was
[1795] 1:36:16	okay.
[1796] 1:36:19	It's like Answers and Numbers. Yeah,
[1797] 1:36:23	Jack Ray. Answers by numbers. Yeah.
[1798] 1:36:26	Yeah. This this channel nobody will
[1799] 1:36:28	watch.
[1800] 1:36:30	You do. Oh, if I do it, maybe. But
[1801] 1:36:37	there there'd have to be a lot more
[1802] 1:36:38	foodie sections for people to come watch
[1803] 1:36:41	Answers in Numbers.
[1804] 1:36:46	Yeah. So,
[1805] 1:36:51	okay. So, uh I think we we've beaten
[1806] 1:36:54	this uh job is the oldest book thing to
[1807] 1:36:56	death. Oh, answers in cooking.
[1808] 1:37:01	Could be. Could be.
[1809] 1:37:09	Uh, next super chat here is from
[1810] 1:37:12	Messianic Talmid for us. Thank you for
[1811] 1:37:14	the super chat. He says, "Your thoughts
[1812] 1:37:17	on the interpretation by Peter
[1813] 1:37:18	Vandervine and Christopher Tiss of the
[1814] 1:37:21	partial hieroglyphs on the Grand Slab
[1815] 1:37:23	name ring be Israel. I think it's awful.
[1816] 1:37:28	Uh I actually addressed this in um that
[1817] 1:37:32	um marathon we did on early Exodus uh
[1818] 1:37:36	um arguments. Um I think it's I think
[1819] 1:37:40	it's Vanervine is terrible at this. Uh I
[1820] 1:37:46	was actually uh this no last November I
[1821] 1:37:50	was at a
[1822] 1:37:53	a
[1823] 1:37:56	um lecture by Vandervine, okay, where he
[1824] 1:37:59	brings up these arguments again
[1825] 1:38:03	and I challenged him directly and they
[1826] 1:38:05	just cut off my mic. He will not defend
[1827] 1:38:08	his readings of this.
[1828] 1:38:10	He he doesn't know enough about
[1829] 1:38:12	hieroglyphs to actually make this work.
[1830] 1:38:17	Okay. Um first of all that that that um
[1831] 1:38:23	that inscription
[1832] 1:38:25	is really deep. It's about 56 in deep.
[1833] 1:38:30	That indicates first of all that he's
[1834] 1:38:31	dated it wrong. He he wants to say that
[1835] 1:38:34	it dates to Aman Hototeep II or Aman
[1836] 1:38:38	Hoteep III,
[1837] 1:38:41	but it really if you have 6 in deep
