[0] 0:54	[Music]
[492] 53:48	now complicating this is we do have we can date various periods
[493] 53:56	of the babylonian language you know we have say old babylonian
[494] 54:01	the neo-syrian periods and then the neo-babylonian periods and the language does change
[495] 54:08	now do we find um say vocabulary that is specific
[496] 54:15	to the neo-babylonian period in the torah no we don't
[497] 54:21	okay we don't find that but with that said
[498] 54:27	it's often more reliable to say look at say uh
[499] 54:34	loanwords that are um that are non-semitic this is a lot
[500] 54:40	easier and i'll make a lot more compelling case because there isn't that confusion with a common semitic ancestry
[501] 54:48	so this is why persian is such an old persian is is such uh so useful
[502] 54:55	for say um um dating uh biblical texts
[503] 55:01	is because you know it's it's sort of um history is is well enough known and it
[504] 55:08	stands out in the texts so we can clearly see that that a word
[505] 55:14	from old persian in say the bible is a persian long word
[506] 55:21	and dates to that neo-babylonian period without any possibility that is just
[507] 55:27	another semitic word so anyway i hope that answers your question
[508] 55:34	uh thank you very much for the super chat very much appreciate it
[509] 55:48	okay uh rata rodo for five pounds thank you very much
[510] 55:55	what do you think of the archaeologists at tel alhaman trying to connect the destruction of saddam a sodom with the
[511] 56:03	collapse of jericho's wall no
[512] 56:08	sorry that is way out of the time frame even
[513] 56:14	even for um even for say the more later dating of um
[514] 56:22	of say uh steve collins um and sylvia um
[515] 56:30	the the the wall at jericho collapsed around of the middle bronze wall the middle
[516] 56:35	bronze fortification um was destroyed around 1550 bc
[517] 56:42	uh if if this a sky burst theory works out
[518] 56:48	um [Music] sodom was destroyed roughly 1668.
[519] 56:55	if it's if sodom is more of say a conventional
[520] 57:00	chronological date you're looking at something around seventeen hundred
[521] 57:07	uh either way that's way way way way way
[522] 57:12	too early for it to affect jericho okay
[523] 57:18	now if we are then talking about say what is then consistent with say
[524] 57:26	uh the best uh the best sources we have for the exodus
[525] 57:32	uh with that destruction of jericho's wall now we're talking 13th century
[526] 57:38	bc and and those are mud brick walls
[527] 57:43	so in that case we're talking hundreds of years after the fall of sodom
[528] 57:50	so uh i i don't know which archaeologist you're talking about here that's that's trying
[529] 57:56	to make a connection between the destruction of sodom and the collapse of jericho's wall
[530] 58:03	but i think they have some serious problems chronological problems that they have to overcome
[531] 58:09	before this this is a convincing case so anyway thank you very much for the
[532] 58:14	super chat very much appreciate it okay
[533] 58:26	uh white girl with instagram black screen for ten dollars thank you very much and it's good to see you
[534] 58:32	okay since elephantini was brought up i read that elephantine jews worshiped other
[535] 58:37	gods and said yahweh had a wife different from asherah is this proof of pre-exilic polytheism
[536] 58:44	like secular scholars say okay um
[537] 58:51	there is there is evidence to suggest that um that the jews at uh elephantini did
[538] 58:59	practice polytheism okay now
[539] 59:04	there is a whole lot of pre-exilic polytheism in in israel
[540] 59:10	i mean you don't need to go to the secular scholars to see this just read the bible okay
[541] 59:18	bible is full absolutely replete with with with prophets telling the
[542] 59:25	israelites put away your foreign gods stop the
[543] 59:30	idolatry you know over and over and over again the prophets are going to
[544] 59:38	to to the people of israel and saying stop it you know the israelites aren't even
[545] 59:44	in in the promised land one generation and the tribe of dan is already
[546] 59:50	you know worshiping idols you know
[547] 59:55	so you don't need anything from elephantini to to demonstrate this the bible is just goes through this over and
[548] 1:00:02	over again in fact we don't even see i mean while the bible say
[549] 1:00:07	in the torah the message is monotheistic
[550] 1:00:12	the practice of the people is just not and it really isn't until the exile the
[551] 1:00:19	babylonian exile where we start seeing real say fidelity to monotheism
[552] 1:00:26	monotheism was always in say um say israel
[553] 1:00:32	but getting the polytheism out of the israelites that took some doing
[554] 1:00:37	that really really took some doing uh in the case of say the the jews that
[555] 1:00:44	had um you know run to elephantini we have to remember that they didn't go through the
[556] 1:00:50	babylonian exile you know those israelites fled um
[557] 1:00:57	nebuchadnezzar after the assassination of his puppet governor gedelia
[558] 1:01:03	and the lord told those israelites to stay
[559] 1:01:08	in israel don't don't run off to egypt and what do they do they run off the egypt
[560] 1:01:16	and nebuchadnezzar follows and they continue to run and they keep
[561] 1:01:22	running and they run all the way to elephantini and nebuchadnezzar catches up and wreaks
[562] 1:01:28	absolute havoc all over egypt you know
[563] 1:01:33	uh nebuchadnezzar steals all the gold remaining gold of egypt that the assyrians did not steal
[564] 1:01:43	now in the case of what happens in
[565] 1:01:48	el fantini we do have some texts from elephantini
[566] 1:01:53	that suggests that um that they were pairing up yahweh
[567] 1:01:59	uh with the goddess anat so we do see that that that coupling of
[568] 1:02:06	say yahweh and and a wife-like figure like anat
[569] 1:02:12	and there there is there's actually more than enough evidence to show that that
[570] 1:02:18	they practice polytheism and you know other things too such as um
[571] 1:02:23	burning incense libation offerings um bread offerings a lot of practices at
[572] 1:02:30	the temple of yahweh in uh elephantini were very very simple similar
[573] 1:02:35	to the egyptian religious practices found right next door at the templar canoe
[574] 1:02:42	in fact the two i mean they were really i mean they were
[575] 1:02:48	actually side by side those two temples
[576] 1:02:53	the only say difference between them was in orientation uh there's still a if you go to
[577] 1:02:59	elephantini today there's still say a retaining wall to that temple of yahweh that's that's survived the rest of it is
[578] 1:03:04	kind of collapsed down the slope but um the remains of the temple are still there
[579] 1:03:12	and it's actually pretty amazing how close the two temples were
[580] 1:03:17	i mean they were just like the back of one mud brick was against the the wall of another blood brick
[581] 1:03:24	what big wall so you know they're you know less than 20 feet apart
[582] 1:03:32	it's quite quite amazing how how um [Music]
[583] 1:03:37	how sort of condensed um that
[584] 1:03:43	that elephantini was you know you it's it's a big island it's it's not a small island
[585] 1:03:49	but that particular settlement there you know uh which had say an egyptian
[586] 1:03:55	area as well as an aramaic quarter um was incredibly densely populated
[587] 1:04:05	so um it's amazing site if you ever get to go to elephantini it's a it's an amazing
[588] 1:04:10	amazing site so anyway thank you very much for the super chat very interesting question too
[589] 1:04:17	and and thank you again for joining us tonight
[590] 1:04:26	okay another two dollar super chat from uh aubry vanzil
[591] 1:04:32	thank you very much is the abraham habirambi synchronism contestant yes absolutely it is totally
[592] 1:04:40	contested and it is contested by both sides
[593] 1:04:46	it's um contested by say liberal scholarship who sees abraham as myth
[594] 1:04:53	and it's also uh contested by say more fundamentalist scholarship
[595] 1:04:59	that is not happy that uh abraham dates to the 18th
[596] 1:05:05	century bc they would like to see an abraham that dates to say the 21st
[597] 1:05:11	century bc or the 22nd century bc they want an old abraham here
[598] 1:05:16	so neither side is happy here with this
[599] 1:05:22	um the there's a few linguists that also contest it uh
[600] 1:05:27	because the the guttural of uh hammurabi and amarapi
[601] 1:05:33	are um not the same but uh i think there's there's more than
[602] 1:05:39	enough evidence to show that these sort of um linguistic conversions between
[603] 1:05:45	um alephs h's and um and an ions did happen
[604] 1:05:52	especially when they start crossing uh languages and start um dropping like for
[605] 1:05:57	example um the um the ion is a is a fricative it's it's a
[606] 1:06:05	it's a availa fricative but when it moves into say um babylonian
[607] 1:06:12	it loses its fricativeness and this is how it converts to say an h so we do find this uh happening in say um
[608] 1:06:19	eugeridic as well so so there's enough evidence here to suggest that you know at least
[609] 1:06:25	the etymology is the the uh etymology is possible
[610] 1:06:31	but i uh the the um
[611] 1:06:38	um say the controversy over this head tends to be more over the same myth aspect uh versus the or
[612] 1:06:46	the chronology aspect so those are really the two sort of major sort of grounds to to contest that synchronism
[613] 1:06:53	but i also think too that you know given also the other
[614] 1:06:58	fact that um the elamite kings are also a good match um
[615] 1:07:04	i think this is just one of those those um synchronisms that that really does work out if you take the say the total
[616] 1:07:12	evidence the body of evidence here the elamite kings um
[617] 1:07:17	um you know the um the dating of hammurabi
[618] 1:07:23	you take also again the um the synchronisms with hammurabi and say um
[619] 1:07:30	the kings of mari and then you you throw in um tara of
[620] 1:07:35	irkesh and you start building a really really strong inductive case here so anyway
[621] 1:07:42	thank you very much for the super chat very much appreciate that
[622] 1:07:52	okay anthony ruggier again for five dollars thank you very much for the super chat
[623] 1:07:59	does the middle kingdom get short shrift i don't think so um it seems less glamorous and there are
[624] 1:08:07	fewer books on it um part of the reason you find fewer books on it is because
[625] 1:08:12	there's actually fewer egyptologists that study middle kingdom those who study the middle kingdom
[626] 1:08:20	are really forced to do texts okay um
[627] 1:08:26	i myself am really i i love text i absolutely love text i think texts are fabulous i i use text in my work all the
[628] 1:08:33	time the new kingdom also has a lot of text so that that satisfies that need in me but
[629] 1:08:38	i wouldn't be satisfied with just text alone i like temples i like iconography
[630] 1:08:48	okay so being someone who loves temples the middle kingdom has very little to
[631] 1:08:54	offer me all the temples of the milking him have been destroyed
[632] 1:09:00	most of the tombs from the middle kingdom are not in great shape uh
[633] 1:09:06	and a lot of those tombs are not well decorated like the uh tomb of sinwasser
[634] 1:09:11	the third i mean he had two tombs he had two tombs uh he had a pyramid and he also had a
[635] 1:09:20	tomb under the uh the temple at uh abados um
[636] 1:09:26	and that tomb is undecorated but that's where he was actually buried he wasn't actually buried in his pyramid
[637] 1:09:33	so you know it kind of does get short shrift because um
[638] 1:09:39	because there's it's got less to offer now if you are going to do middle
[639] 1:09:46	kingdom work um uh yes there is absolutely if you love text
[640] 1:09:53	if all you do is study egyptian text then yes absolutely there are people who do that um ron leprehan has has written
[641] 1:10:01	extensively on this um there was another one too that uh wrote
[642] 1:10:06	extensively on earth let me see if i can find that other author here maybe just a second
[643] 1:10:18	as the squirrels sort of um spin up my nas here the hamsters are
[644] 1:10:23	going
[645] 1:10:40	i'll be just a second here
[646] 1:11:02	and some reason i cannot access it at the moment so unfortunately i'll have to get back to
[647] 1:11:08	you on it but there are a few other authors that that
[648] 1:11:14	did do works on this as well but i can't remember we call the names at the moment
[649] 1:11:20	so uh anyway thank you very much for the super chat very much appreciate it
[650] 1:11:30	okay
[651] 1:11:37	abree vanzil for two dollars thank you very much uh are there old persian loan words in the torah no there isn't
[652] 1:11:45	uh there are no persian loan words in the torah
[653] 1:11:50	so um
[654] 1:11:58	so uh there we find them in in later works like ezra nehemiah
[655] 1:12:04	uh there are some i believe in say um say
[656] 1:12:10	daniel but we don't find we don't find any uh old persian uh loanwords in the torah so
[657] 1:12:18	uh well i think we find one hittite loanword there but we in the torah but we don't actually find any persian so
[658] 1:12:25	anyway thank you very much for the super chat very much appreciated
[659] 1:12:30	okay uh matthew harrell for 4.99 thank you very
[660] 1:12:37	much for the super chat hi dr folk uh why did moses have to take his sandals from his feet at the burning
[661] 1:12:45	bush it's holy ground it's holy ground
[662] 1:12:50	now um when the lord appears to moses at the
[663] 1:12:56	burning bush he's created sacred space he's essentially um
[664] 1:13:03	carved out this little niche of sacred space in a profane world
[665] 1:13:09	okay in a world where sacredness doesn't exist
[666] 1:13:14	so he's carved out that little space now one of the things about
[667] 1:13:20	holy ground is that um priests this is true of egypt as well as israel
[668] 1:13:28	were not permitted to wear um sandals made of animal products
[669] 1:13:35	okay uh you were not permitted to wear say um
[670] 1:13:43	skins of of any animal that had been killed uh you weren't permitted to wear
[671] 1:13:49	leather in holy ground the one exception we find in say
[672] 1:13:54	egyptian religion is the sem priest who wore say a leopard skin
[673] 1:13:59	[Music] but that was more of a badge of office regular priests in egypt
[674] 1:14:06	could not wear their leather sandals into a temple after they richly bathe they had to put on papyrus sandals
[675] 1:14:13	papyrus shoes though they could enter the temple so that's what's going on here is we've got sacred space
[676] 1:14:20	and the sandals are unclean they're unclean they're not fit for for
[677] 1:14:28	entry into sacred space so thank you very much for the super chat
[678] 1:14:34	so that's what's going on there so that's why he has to take off his sandals so thank you very much for the
[679] 1:14:39	question it's an interesting question okay
[680] 1:14:47	all righty and here that's it for the super chats so let's go for another uh set of
[681] 1:14:54	questions
[682] 1:15:15	uh
[683] 1:15:20	i'm actually gonna take this one it wasn't addressed to me per se uh but it's actually an interesting
[684] 1:15:27	question oh we just got into super chat actually i'll take this one first it is
[685] 1:15:33	a non-super chat um uh wesley bassner do you have an opinion on the book of daniel or any recommended
[686] 1:15:41	readings on the topic yes um was it
[687] 1:15:46	wisemanfairman and kitchen wrote a small volume on
[688] 1:15:51	called the book of daniel and it's a very very good book it's a very very solid read and they take a
[689] 1:15:58	biblical maximalist position here these are
[690] 1:16:03	a very very accomplished scholars in the field in their respective fields
[691] 1:16:09	so and and they're directly uh addressing the whole dating issue
[692] 1:16:15	uh it's out of print you'll have to find a copy that's been scanned by someone um
[693] 1:16:20	but it's it's an excellent book it's excellent it's it's one of those sort of
[694] 1:16:26	forgotten classics on um the book of daniel and it really
[695] 1:16:32	should be referenced more it's just so it's just top-notch scholarship
[696] 1:16:37	so that's what i would recommend for this this on the dating of daniel so thank
[697] 1:16:43	you very much for that question it's very interesting question okay now i did see another super chat
[698] 1:16:49	down below oh
[699] 1:16:56	matthew harrell for five dollars um why did babylonians fear lunar eclipses
[700] 1:17:06	well because
[701] 1:17:12	uh it did interfere with the lunar cycle it just sort of they they had no way of
[702] 1:17:18	actually calculating uh the lunar eclipse because they're not operating with say um
[703] 1:17:25	copernican astronomy so for them it's an unpredictable event
[704] 1:17:31	it's it's it's abnormal so
[705] 1:17:36	most eclipses whether it's a lunar eclipse or a solar eclipse was viewed as
[706] 1:17:42	say a bad omen uh among babylonians so
[707] 1:17:50	yeah but essentially because it's unpredictable you know these are these are people who live by by the lunar and solar cycles
[708] 1:17:57	you know they they they watch the stars you know they're intimately familiar with their
[709] 1:18:04	skies you know and they count they count the um the days of the month according
[710] 1:18:10	according to the lunar cycle so um some of them
[711] 1:18:16	some of this comes out of say the development of the calendar too which had say
[712] 1:18:21	started off as an observational lunar calendar and eventually ended up being a civil
[713] 1:18:27	calendar where they standardized a month to 30 days but prior to that
[714] 1:18:33	you know that that observational calendar is still in effect in many it for many purposes
[715] 1:18:39	one of the purposes that where we find it in effect is say in
[716] 1:18:46	temple festivals well if you have a temple festival and all of a sudden there's an eclipse
[717] 1:18:53	you know that that's gonna throw people for a loop
[718] 1:18:58	okay because it's gonna say okay maybe there's something wrong with with
[719] 1:19:05	with uh something is going to happen because the regularity of the cycle is
[720] 1:19:12	interrupted so uh you know this is this is this is very very common this is why i say um comets
[721] 1:19:19	are often seen as as ill omens it's because they
[722] 1:19:25	interrupt the regularity of the night sky and people do have this this idea that
[723] 1:19:34	regularity is good it means nothing you know the old saying um no news is good news
[724] 1:19:41	okay it's this very very similar thing no eclipse is a good eclipse
[725] 1:19:47	okay so so um that's the reason why they feared
[726] 1:19:53	a beard lunar eclipses it isn't no there isn't actually a a stated reason why
[727] 1:19:59	but it's more of a intuitional reason why they feared it so thank you very
[728] 1:20:04	much for the super chat very much appreciated okay
[729] 1:20:14	michael lewis for five ducks lucas for five bucks thank you very much for the super chat
[730] 1:20:20	are there any documentaries about egypt other uh ancient kingdoms on netflix other
[731] 1:20:25	streaming services that you can recommend to help get teens interested
[732] 1:20:31	um no because i don't i don't actually watch netflix
[733] 1:20:36	so i i i can't actually recommend anything on netflix
[734] 1:20:42	you kind of have to understand i don't own a television i don't own a television i don't
[735] 1:20:47	subscribe to netflix i watch very few little tv uh you can't you can't do as much as i
[736] 1:20:53	do and watch a lot of tv so um i will say there's a couple of good
[737] 1:20:59	documentaries on on egypt um the one on uh tutankhamun is very very good the one
[738] 1:21:07	that that outlines the it's more of a history documentary on the discovery of his tomb uh it was done
[739] 1:21:14	a couple years ago i don't know if it's on netflix or not but it's a very good documentary um
[740] 1:21:20	you do get the personalities of uh some of the archaeologists that worked on
[741] 1:21:27	tube in that documentary and it's it's it's you see a very um
[742] 1:21:33	um charismatic say um uh wente
[743] 1:21:38	um you know petrie's very sort of uh dusty dirty guy
[744] 1:21:44	uh you you get these you get these interesting sort of views um
[745] 1:21:49	uh the codes of pompous idiots um so you know you do get this this sort of
[746] 1:21:57	really interesting um insight into the personalities that went into
[747] 1:22:04	the discovery of uh king tut's tomb so i would recommend that documentary for
[748] 1:22:10	example it's it's a docudrama i guess technically but
[749] 1:22:15	but um that's when i can recommend right off the top of my head so hey thank you
[750] 1:22:21	very much for the super chat very much appreciated okay
[751] 1:22:32	uh reverend elation uh interest revelation oh sorry
[752] 1:22:38	i told you what's your names revelation sorry um for 17.17
[753] 1:22:46	uh interesting set of numbers thank you very much for the super chat
[754] 1:22:51	uh stones that the stone the build is rejected has become the head corner
[755] 1:22:56	stone it seems to only make sense with a pyramid
[756] 1:23:02	were pyramids known through all of the ancient near east um no they weren't
[757] 1:23:08	uh very very few societies built pyramids uh we do have uh
[758] 1:23:16	the most the most pyramids that were built in the world by an ancient culture are actually found
[759] 1:23:22	in uh nubia the nubians actually built more pyramids than the egyptians
[760] 1:23:29	okay they're small pyramids though they're tiny pyramids you know some of their pyramids are only six feet tall
[761] 1:23:37	but they've been built pyramids over every little you know tomb that came along
[762] 1:23:43	so there's a several a few hundred uh pyramids in nubia
[763] 1:23:50	uh the egyptians even didn't build uh pyramids throughout their entire history
[764] 1:23:55	uh the last major pyramid that was built in egypt was uh for akumos the first
[765] 1:24:01	first king of dynasty 18. he's the last has the last pyramid that's built after
[766] 1:24:07	that it's all rock cut tombs or under temples
[767] 1:24:12	so we don't find pyramids in say the levant we don't find them in mesopotamia
[768] 1:24:19	there's ziggurats in mesopotamia but they're different they're not really pyramids
[769] 1:24:25	they're really more of a raised platform with a temple on top
[770] 1:24:32	so we do find say ziggurats in in mesopotamia but they're not pyramids
[771] 1:24:38	so um the pyramid is uh apart from say uh what you find in um
[772] 1:24:46	um uh the new world in say mexico
[773] 1:24:51	um and south america uh very few cultures actually built
[774] 1:24:58	pyramids um i believe there's there was a pyramid built in china that i think
[775] 1:25:04	there was but i i don't quote me on that but very very few
[776] 1:25:09	uh societies actually built pyramids so uh we
[777] 1:25:15	at least nothing quite like what the egyptians did
[778] 1:25:21	so um you do it's interesting that you brought up the cornerstone because there are
[779] 1:25:28	there are cornerstones that are on pyramids um
[780] 1:25:33	but there's also cornerstones on temples too so we kind of have to be a little careful
[781] 1:25:39	about that because cornerstones can be in both temples and pyramids
[782] 1:25:44	and what that is the cornerstone here is a usually a big foundational stone that
[783] 1:25:50	is put when you first start a building project like a temple like a pyramid
[784] 1:25:58	so typically what the this this cornerstone would be would be
[785] 1:26:05	a big slab of rock that would be moved into place and then carved down to size and then
[786] 1:26:11	you would build the rest of your walls or your pyramid on top of that that
[787] 1:26:17	cornerstone so you do find it as i say in other forms
[788] 1:26:22	of construction as well so anyway thank you very much for the super chat
[789] 1:26:28	very much appreciate it and let's see here
[790] 1:26:37	okay aubry vanzil for five dollars thank you very much for the super chat
[791] 1:26:43	for 40-year wandering after reaching the promised land first time does the bible
[792] 1:26:50	imply that they went back to the sinai uh they could have wandered anywhere
[793] 1:26:55	right well it does seem that they wanted back in the sinai and they sort of hung around
[794] 1:27:01	the area of kadesh barnia now there's some controversy of exactly
[795] 1:27:06	where kate barney is there is a modern settlement of kadesh
[796] 1:27:11	barnia today there's some question about whether that's um should be pronounced uh
[797] 1:27:18	kaddish bonare you know named after uh mernepta
[798] 1:27:26	i think that's actually a very compelling etymology i think there's a there's a lot there to that
[799] 1:27:32	so um it seems to be it seems to be pretty clear that they are wandering the sinai
[800] 1:27:40	um they don't seem to be uh going off into midian they they seem to be sticking to that sinai area
[801] 1:27:47	and there's enough that the resources there that they can actually you know subsist off the land
[802] 1:27:53	um at least at that point there's there's you know water's not plentiful but it's
[803] 1:27:59	present so um
[804] 1:28:04	i do think the bible implies that they did go back into the sinai because they didn't actually get that
[805] 1:28:10	far out of the negev so um
[806] 1:28:16	absolutely i think they're they're they're back in cyanide during this time so anyway thank you very much for the question and the super chat very much
[807] 1:28:23	appreciated
[808] 1:28:33	matthew harrell for five dollars sorry for my last stupid question it's not a stupid question
[809] 1:28:41	i guess i don't know what a lunar eclipse is i'm wondering why the jews had to wear phylacteries during a shema
[810] 1:28:49	okay uh well a lunar eclipse is when the sun's uh or the earth's shadow passes across
[811] 1:28:55	the moon that's what it is unless i goofed it up i mean i could
[812] 1:29:00	have moved it up so you know um
[813] 1:29:06	that's what a lunar eclipse is so it's it's it's an unnatural shadow that
[814] 1:29:12	passes in front of the surface of the moon so and it often happens during a full moon so
[815] 1:29:18	when they're expecting a full moon you see the shadow run across it so that's why it freaked him out
[816] 1:29:26	um i'm wondering why the jews had to wear phylacteries during the shema
[817] 1:29:34	i'm not sure they had to wear flat phylacteries uh during the shema that's that's
[818] 1:29:39	something i'm i'm not familiar with if you could cite a bible passage maybe we can get a little context here
[819] 1:29:46	uh but i'm i know they wore phylacteries um because
[820] 1:29:52	of the commandment to have it on their hands the word of god on their hands and
[821] 1:29:58	their forehead and phylacteries were not actually um
[822] 1:30:04	unique to to the israelites
[823] 1:30:10	we find that actually egyptians use phylacteries as well so uh in fact the whole
[824] 1:30:16	word for phylactery is actually an egyptian loanword
[825] 1:30:23	so um this is one of those sort of practices that um seems to have
[826] 1:30:29	a a cultural dissent from egypt itself so there is that there is that that in
[827] 1:30:36	play in fact i i wrote a class paper on this once you know um you know you know spelling this all out
[828] 1:30:43	um i should really look at that paper and get it published but um
[829] 1:30:49	so um i don't know why they would have to do it during the shema per se
[830] 1:30:55	uh but i also know that they were told you know put the word of god on your
[831] 1:31:00	doorways and your lentils you know read it in the evening read it in the morning put on your hands and your head
[832] 1:31:07	so it's it's to remind the israelites that
[833] 1:31:12	the word of god should be in their minds in their hearts and in their daily work
[834] 1:31:18	on their hands so everything they do is in service to
[835] 1:31:23	the lord whether that is in their mental life or in their f their
[836] 1:31:28	their sort of practical physical life the the word of god is not meant to be um
[837] 1:31:36	just an intellectual exercise it's application
[838] 1:31:42	it's orthodoxy and ortho praxis
[839] 1:31:47	right belief right practice and the two are inseparable
[840] 1:31:54	you need them both and the phylacteries were there to
[841] 1:32:00	remind them to do both okay thank you very much for the super
[842] 1:32:05	chat very much appreciated okay
[843] 1:32:11	now we're at uh an hour and a half and we're gonna wrap this start wrapping this up
[844] 1:32:17	so i will try to take one more non-super chat here
[845] 1:32:26	let me see if i find an interesting question here i'll take it
[846] 1:32:43	um
[847] 1:32:51	oh i think someone's someone sneaked in another super chat
[848] 1:32:56	matthew harrell for five dollars thank you very much i can't find it somewhere in second
[849] 1:33:02	kings there's talk about samaritan gods with dog heads and human bodies uh do you know where this comes from
[850] 1:33:09	unfortunately i don't uh i would again need the bible verse to sort of find the context here so
[851] 1:33:17	um we are we are do we do this every week so i would suggest that you know find
[852] 1:33:24	the verse you know there's enough like like uh if you find it say on um
[853] 1:33:31	a bible gateway you know they've got very good bible gateway has excellent search facilities
[854] 1:33:37	uh you can use them to look up just about any verse so um you know you don't need you you
[855] 1:33:44	don't actually need but fancy bible software these days to look things up you know and
[856] 1:33:50	the bible has never been so accessible it's never been so accessible to people
[857] 1:33:57	it's never been um so available and the sad thing is
[858] 1:34:04	biblical literacy is at an all-time low it's never been more available
[859] 1:34:11	so um why don't you uh try to find that that passage if you find it we'll we'll
[860] 1:34:17	discuss it i i'm more than happy to to take a passage in the bible and
[861] 1:34:22	discuss it um so but i don't know off the top of my head that this reference per se
[862] 1:34:29	but thank you very much for the super chat and thank you for the follow-up super
[863] 1:34:35	chat of two dollars sorry i'll let you go um no it's a really it's really a pleasure to answer your questions um it's there's
[864] 1:34:43	there's nothing to be sorry about uh really appreciate the super chats
[865] 1:34:48	i really appreciate the questions it's what keeps this going questions are
[866] 1:34:54	the lifeblood of this channel people at make requests all the time
[867] 1:35:01	i mean a lot of my content is uh basically talking about you know
[868] 1:35:07	things that people have asked or you know want want an opinion on
[869] 1:35:12	and you know there's always room for more good questions uh speaking of audience requests
[870] 1:35:20	um just a heads up that there's another popcorn video coming uh this monday
[871] 1:35:26	at our usual release time of 8am we're doing another popcorn video
[872] 1:35:32	now i'm not gonna tell you what the popcorn video is on because
[873] 1:35:38	popcorn videos are always a surprise but we've we've made another
[874] 1:35:43	popcorn video and we are doing an egyptologist reacts uh this monday so i just wanted to bring
[875] 1:35:50	that up to everyone's attention and um it should be interesting at least i hope it is
[876] 1:35:57	you never know sometimes okay and i'll try to sneak in here one last
[877] 1:36:05	non-super chat uh one regular question here if i can find
[878] 1:36:12	it see here
[879] 1:36:20	do what's
[880] 1:36:31	uh rufus john uh what's written on the pyramids alien end-to-end encryption i'm not sure what
[881] 1:36:38	that's a reference to um i've seen you ask this before so um
[882] 1:36:44	uh very little is actually written on real pyramids real pyramids have almost no inscriptions
[883] 1:36:51	uh the at the beginning of say or beginning with the reign of unis in
[884] 1:36:58	dynasty six the pyramid texts start being written on the inside of pyramids and these are the
[885] 1:37:06	pyramid texts are what eventually becomes the coffin texts and the coffin texts are what eventually becomes the
[886] 1:37:12	book of the dead and these are magic spells to preserve uh the dead in the afterlife
[887] 1:37:17	but i'm not sure about aliens i don't think aliens had anything to do with the building of the pyramids but
[888] 1:37:22	thank you for the question okay
[889] 1:37:30	and i will take one more
[890] 1:37:36	ah okay let's let's see here uh
[891] 1:37:42	is that i'm assuming that's second kings yeah okay um
[892] 1:37:51	okay dante's power says second king 1731 okay
[893] 1:38:00	so yeah as i said at the beginning of tonight's uh live stream if you have a
[894] 1:38:08	question on a biblical text it really really helps to have the passage the the so i can actually look it up and get
[895] 1:38:14	some context here all right 17
[896] 1:38:20	31 okay
[897] 1:38:32	um thirty-one and the a whites made nabhis and
[898] 1:38:37	um uh tartak and the sephiroths burn their
[899] 1:38:42	children in the fire to [Music] adremelic and
[900] 1:38:48	anamelik the gods of the [Music] sif um
[901] 1:38:56	sorry sephar
[902] 1:39:01	okay i don't see a reference here okay nib has human but with god's head is one of the
[903] 1:39:07	gods of the allies um
[904] 1:39:13	i am not that aware to be very honest i'm not that aware of the avites to be
[905] 1:39:18	honest um i i've done very little work on that so
[906] 1:39:24	um that's that's uh that's outside my area of expertise so
[907] 1:39:29	um so i don't really know who nib has is um
[908] 1:39:36	um clearly the passage is talking about two
[909] 1:39:41	of the gods of the uh avites um
[910] 1:39:46	tartac and nipas um there's a reference here to child
[911] 1:39:53	sacrifice in this verse um these are um
[912] 1:40:01	um let's see here advermelik is um
[913] 1:40:07	he's one of the sons of sennacherib and anamelik is a
[914] 1:40:14	is is another deity name um adam melik also is probably a god as
[915] 1:40:21	well so um and it comes from an etymology adars
[916] 1:40:27	prince so um
[917] 1:40:32	so i don't think there's much more i can say about this um without having studied a bit more about the avites
[918] 1:40:39	so uh but thank you for the reference um it's good to know um
[919] 1:40:44	uh what's being referred to here so even if even if i have to admit i don't know something and and i'm more
[920] 1:40:50	than happy to admit i don't know something um i'm not i'm not omnipotent i'm not
[921] 1:40:55	omniscient i don't know everything um this these things i do know i i try to
[922] 1:41:02	reveal um credibly the things i don't know i admit you know
[923] 1:41:09	these these are opportunities for me to learn something new it's these are opportunities for me to learn
[924] 1:41:15	and for me to grow and i have no problem saying i don't know
[925] 1:41:22	uh some of the smartest men i've ever met have you know were humble enough to say i don't know
[926] 1:41:29	and so i'll be i'm very blunt when i say you know there's things i do know there's things i
[927] 1:41:35	am very competent at there's also things i'm really really dreadful at too
[928] 1:41:40	so uh don't ever don't ever ask me to repair your car it will never work again
[929] 1:41:47	yeah that would be a bad thing i'm i'm not good at automotive mechanics
[930] 1:41:52	uh um i couldn't i can't i couldn't fix a car to save my life
[931] 1:41:57	could not fix a car to save my life uh i can engineer a computer from from
[932] 1:42:02	scratch absolutely you can engineer a computer but i cannot fix a car so i am i'm more than comfortable that
[933] 1:42:10	emitting things that that i'm really really terrible at so um in this particular case it's not a
[934] 1:42:17	passage i'm familiar with and it's not actually a uh near eastern culture that i'm familiar
[935] 1:42:22	with so that does happen from some occasions especially if it's like a smaller place
[936] 1:42:28	or a less significant place to say the overall narrative
[937] 1:42:33	but anyway thank you for that clarification dantes and at least we came up with with
[938] 1:42:40	something so okay so i think with that i am actually going
[939] 1:42:47	to call it a night um again i would like to take this
[940] 1:42:52	opportunity to remind everyone about the um popcorn video monday
[941] 1:42:58	i want to thank everyone tonight who donated a super chat it thank you so much this really helps us
[942] 1:43:05	and keeps us going i want to thank all our subscribers who who
[943] 1:43:10	also help by watching these videos and um you know leaving these just great
