[0] 0:53	[Music]
[482] 51:35	uh you will probably uh uh it'll overlap with with uh the the
[483] 51:42	byzantine empire at the time as well uh because um the polytheism of the uh arabian
[484] 51:50	peninsula is um it's both um
[485] 51:57	there but it's also overstated by say more islamic scholars
[486] 52:03	as well um one of the things that you know we have
[487] 52:10	to understand that you know while arabian peninsula had its own form of polytheism
[488] 52:16	that polytheism um morphed over time it changed over time
[489] 52:22	like it does everywhere like during the byzantine empire there was a lot more say hellenistic and
[490] 52:30	um roman gods being worshipped at the time you know we find uh say uh remains
[491] 52:36	of uh statues to jupiter you know um
[492] 52:41	we also find too though that there's also christian basilicas there
[493] 52:48	you know you know as as you know islam is getting its foothill in the 7th
[494] 52:54	century you know it's supplanting not just paganism but also christianity
[495] 53:01	so you're going to have to look at that old um the books on on old arabic history
[496] 53:07	and and and language to get more of an idea of what it was like back then
[497] 53:12	i do know there are some um books and conferences that have been published on this
[498] 53:19	it's not my specialty per se so i can't really guide you on that one
[499] 53:26	my mentor kenneth kitchen would would could have answered this question immediately because he was the
[500] 53:31	uh he's an expert on this he's an expert on this but unfortunately um
[501] 53:39	uh i don't know the answer to that now uh amaritic beliefs again there hasn't
[502] 53:45	been a lot published on this because we don't actually have a lot of texts i think there was a book called the
[503] 53:50	amorites that was done a few years ago but i can't give you the author or the publication date on this so um
[504] 53:57	a lot of what we know about say amorite beliefs comes essentially from uh babylonian
[505] 54:04	texts so the babylonians will often talk about the amorites especially in dynasties uh
[506] 54:11	babylonian dynasty ii so uh one and two are both sort of they
[507] 54:17	have that overlap with um with america culture and beliefs so uh you will find
[508] 54:24	stuff uh from a seriologist that talk about this and i think there is i believe there is
[509] 54:31	a book written on this but i can't name it so um thank you very much for the super
[510] 54:36	chat very much appreciate it it is a little out of my field though so
[511] 54:43	okay all right uh
[512] 54:50	tom wanchik for five dollars thank you very much for the super chat i've read sumerians had lineages going
[513] 54:56	back 240 000 years and babylonians 400 000 years
[514] 55:03	do you think this indicates that humans really existed that far back no i don't
[515] 55:10	this is where things get complicated
[516] 55:15	it is true that they did have lineages of king's list that went back that far
[517] 55:23	but if you look at at um the
[518] 55:29	how they tabulated those king lists you notice something very very
[519] 55:35	interesting um let me pull up my reference here
[520] 55:47	one of say the issues we have with the sumerian and babylonian kings lists
[521] 55:55	is it's how it does chronology now i'm not saying they did chronology
[522] 56:01	chronology was not uh invented as a discipline until around um the 16th century a.d
[523] 56:10	but how they put together king's lists and how they tabulated king's list
[524] 56:17	is very very uh important for our understanding
[525] 56:24	of this one of the things we need to understand when it when we talk about uh sumerian
[526] 56:30	kings list is it's and the babylonian kings list is that
[527] 56:38	um they did not the the mesopotamians did not invent the
[528] 56:46	concept of a a year a solar year
[529] 56:52	and i don't mean invent as in they invented it but they discovered the year solar year
[530] 56:58	okay as a time keeping metric they didn't discover this
[531] 57:04	uh until around i'd say the second dynasty of eric
[532] 57:09	okay that's when you start finding it and that's going to be around um
[533] 57:17	around 2400 2300 bc okay
[534] 57:23	up until that point the
[535] 57:28	the mesopotamians are using a different method for
[536] 57:33	tabulating the years of kings so what you see is something very strange when you look at those king's
[537] 57:40	lists like they'll they'll say like a king reigned 20 28 000 years
[538] 57:46	but it's not going to give you exact numbers it's going to be 28 000 years and it's rounded to 28 000
[539] 57:53	and several kings have reigned in that in that in that list at 28 000 years then you'll see some that
[540] 58:00	rain for 14 000 years and then you see some that reigned for
[541] 58:06	for less than that but still over big big big numbers okay
[542] 58:12	so what we have here is i think we have is another sort of idiom
[543] 58:18	an idiom being used to express the the na the reigns of these kings i don't
[544] 58:24	think they actually reign for that length okay
[545] 58:29	some of what indicates that they didn't actually reign that length is the fact that they're using round numbers here
[546] 58:38	and round numbers are incredibly [Music] imprecise if you're if you see a sink
[547] 58:45	sequence of of kings that range 28 000 years okay you kind of get get the idea
[548] 58:50	that this is not an exact record this is a
[549] 58:56	a a a idiom meant to infer a certain meaning
[550] 59:03	as in this king reigned a very very long time but because they hadn't invented the solar or discover the solar year yet
[551] 59:11	they're at the loss to give you an exact tabulation so i think that's what's going on in
[552] 59:18	those those kingless and we also see this too it's not only they're kingless we see this we also see this and say the
[553] 59:24	egyptian king lists you know the earliest kingless uh the
[554] 59:30	kings that are mentioned in the egyptian king list are ascribed to gods you know rey
[555] 59:36	seth horus they're all described that you know these these rain lengths that
[556] 59:42	are like 50 000 years or 25 000 years or 5 000 years
[557] 59:50	well it's clear that you know those even if we could say that those
[558] 59:56	gods were actually living men that did rain that they reigned for that length
[559] 1:00:04	now the egyptians are a little different here because they discover
[560] 1:00:10	the solar year much much earlier than the mesopotamians you know
[561] 1:00:17	at least five to [Music] say 800 years before the mesopotamians
[562] 1:00:24	so the egyptians are already using regnal years well before the mesopotamians are
[563] 1:00:33	so you see that sort of sanity come into say egyptian
[564] 1:00:39	kingsless much much earlier than you do in the mesopotamian ones so i don't think they lived that long i
[565] 1:00:46	don't think they existed that far back but i also think too that there's more
[566] 1:00:51	going on here than meets the eye so uh especially when you're talking against again
[567] 1:00:57	28 000 years yeah there's there's an idiom in play here
[568] 1:01:04	so anyway thank you for the super chat and i hope that answered your question thank you very much
[569] 1:01:16	okay uh gizmosbol for two dollars thank you very much for the super chat
[570] 1:01:23	uh could the tempus stila refer to the thera explosion
[571] 1:01:28	possible it's possible uh now the temp stila is is a stila that
[572] 1:01:36	is dates the second intermediate period um it does talk about some freak weather
[573] 1:01:42	events and um a famine um
[574] 1:01:48	the the the tricky bit here is going to be the thera explosion itself the ethereal eruption
[575] 1:01:55	is has been proven to be very very difficult to date very very difficult to date
[576] 1:02:05	scientists go back and forth all the time on when pharaoh actually erupted
[577] 1:02:12	we think it was sometime during egypt's second intermediate period uh we can't exactly say when exactly
[578] 1:02:21	during sec the second intermediate period we do know it had specific consequences
[579] 1:02:29	like for example you can go to the sinai today and you can find pumice in the sinai
[580] 1:02:37	on the sinai coast by the mediterranean that's from thera
[581] 1:02:43	okay so we do know that that it had implications that you know um it had uh
[582] 1:02:51	effects that reached egypt what those effects were exactly don't know
[583] 1:02:57	when did they happen don't know could the
[584] 1:03:03	uh tempest stila have referred to the uh eruption
[585] 1:03:08	maybe but don't know it's just there's just so much here that's that we're still guessing about
[586] 1:03:15	the thera eruption that's that hard to say one way or the other possible
[587] 1:03:21	leave that possible so i thank you very much for that super chat very much appreciated
[588] 1:03:31	okay biblical think uh historica for five dollars thank you very much for the super chat
[589] 1:03:38	could you elaborate on your distaste for archaeoastronomy beyond just the fundamental concerns specific examples
[590] 1:03:44	where you take issue oh boy oh boy
[591] 1:03:50	you want to get me on a rats don't you
[592] 1:03:58	you you you really want to push that that trigger button huh
[593] 1:04:05	okay the fundamental problem well before we
[594] 1:04:11	get into the specific examples we'll get into the specific examples but let's talk about the fundamental
[595] 1:04:16	problem first because the fundamental problem is actually the observer
[596] 1:04:22	the record itself this is not a new problem okay
[597] 1:04:27	uh when uh skalaker did his joseph skalaker
[598] 1:04:32	did his chronology and usher's chronology is based upon
[599] 1:04:38	skellige skalaker did all his fundamental proofs
[600] 1:04:45	based upon uh islamic lunar tables you know these are essentially
[601] 1:04:50	observations of the moon that were recorded and skelliger used that to do his
[602] 1:04:56	specific dating well it was soon discovered
[603] 1:05:03	that those records weren't accurate
[604] 1:05:09	uh that the observer had made specific mistakes
[605] 1:05:15	a stakes off by a day or two here or there now not a big deal normally but if you're
[606] 1:05:21	trying to calculate years based upon when the moon occurred in a certain
[607] 1:05:27	month yeah that that leads to years or decades of error
[608] 1:05:33	so that's the that's one specific example
[609] 1:05:38	of of where say um archaeoastronomy has led people to stray
[610] 1:05:45	and we find these same sort of issues happening in um in egyptian uh archaeoastronomy two
[611] 1:05:53	so it's not just the islamic uh scholars that had this problem it's also the egyptians
[612] 1:05:59	uh in the case of lunar calendars the lunar calendar was part of a religious observational calendar
[613] 1:06:07	that observation could vary depending upon you know
[614] 1:06:14	how the priest looked up in the sky and said well this is that phase the moon
[615] 1:06:20	okay so you did have that issue in the case of the um
[616] 1:06:26	observation of uh star sirius
[617] 1:06:32	you know there's some several things that we are
[618] 1:06:38	really unclear about of that observation we know how long the cycle is now
[619] 1:06:43	because we can calculate we have a very very precise idea how long a year is
[620] 1:06:50	and how long this full cycle takes you know it's only 1460 years i think it's maybe three
[621] 1:06:58	1463 but i'm not sure exact number but but we have a very precise number today
[622] 1:07:04	we don't know how long the egyptians considered it to be we don't know when the egyptians
[623] 1:07:10	consider the cycle to begin or end we don't know um
[624] 1:07:15	how the observation was done was done on a raised platform was it done on level ground was it done at the level of the
[625] 1:07:23	nile bank was it done on the top of a hill that's going to change things
[626] 1:07:30	the observation just at uh at sunrise you know
[627] 1:07:36	air pressure atmospheric effects can change the um
[628] 1:07:43	change the uh the reading by plus or minus four days which equals
[629] 1:07:50	plus or minus four years if you're trying to date something by this
[630] 1:07:58	um the then there's also the the the sort of
[631] 1:08:05	the phony archaeo astronomy too like for example people trying to find
[632] 1:08:10	alignments of the pyramids with the stars well stars weren't aligned to the pyramids they were
[633] 1:08:15	aligned to the river okay now the river happens to run north and south most of the way but where the
[634] 1:08:23	river bends pyramids also bend with the river
[635] 1:08:28	so we've got to keep that in mind too that that there's a lot of phony archaeo astronomy as
[636] 1:08:36	well perhaps the best archaeoastronomy we have is the eclipses now
[637] 1:08:43	there's a couple of issues even with the eclipses not any old eclipse will
[638] 1:08:53	is suitable for for archaeoastronomy purposes
[639] 1:09:00	like for example um there is a eclipse has to be like 90
[640] 1:09:07	96 percent has to be have a 96 of the eclipse for people with the
[641] 1:09:13	regular human eye to notice any difference so you have to have a pretty much an
[642] 1:09:19	almost full eclipse for it to matter
[643] 1:09:24	the other thing is there's also times when eclipses are easier to observe like when they're at high noon
[644] 1:09:31	um as opposed to when they're on the horizon because then you also get distorting effects there too
[645] 1:09:37	so we have out we've the the long and short of it is
[646] 1:09:43	that just about every attempt to use archaeoastronomy for for dating
[647] 1:09:50	purposes has been a complete failure it has it it is it has not you and
[648] 1:09:58	here's the thing rq astronomy has this veneer of being very very scientific it's based on
[649] 1:10:03	astronomy right astronomy works like uh newtonian clockwork yeah absolutely you should be able to
[650] 1:10:09	trace it back and find everything it doesn't work that way in practice
[651] 1:10:15	so we have a difference here between what's theory and what's practice and when we look at the theory and practice
[652] 1:10:20	here um it's just not useful it's just not useful as a dating technique
[653] 1:10:27	uh so um that's that's sort of that's that's why i have that distaste because
[654] 1:10:33	i think a lot of people misuse it like for example um like even the celtic cycle
[655] 1:10:39	you know the celtic cycle in in in ancient egypt wasn't used for dating purposes at all
[656] 1:10:44	we find it almost exclusively being referenced in medical texts
[657] 1:10:51	you know like prescriptions a priest would give a a a
[658] 1:10:56	somebody a prescription a medicine basically take these herbs and then do it on this particular day
[659] 1:11:04	because of the rising asos well that's
[660] 1:11:09	not a historical thing that's a medical thing so there was the belief that the rising
[661] 1:11:17	of certain astronomical events affected medicine
[662] 1:11:22	so when we as the 21st century try to try to make heads or tails of this
[663] 1:11:28	we're not looking at the ambiguities of say medical practice
[664] 1:11:33	we are trying to view it as say newtonian chronologists and we're getting results that we don't understand
[665] 1:11:40	that don't make sense because we're approaching it from by asking the wrong questions
[666] 1:11:46	we're asking questions of these texts that they were never meant to ask
[667] 1:11:52	so anyway i hope that answers your question thank you very much for the super chat very much appreciated
[668] 1:12:01	okay okay uh jd freeze another one for five
[669] 1:12:08	of us thanks dr faulk so just so unclear what was the nature of the spirit that was breathed in for the
[670] 1:12:15	egyptians okay the nature of the spirit is life
[671] 1:12:21	okay so that's that's sort of they believe that that the life was in
[672] 1:12:26	the breath okay but it isn't your mental faculties okay
[673] 1:12:32	it's it's it's not your your cognition and it's not your will those are
[674] 1:12:37	different okay it's what the breath is what keeps you alive
[675] 1:12:42	um to sort of sort of draw a hebrew parallel here you know we we see in say the book of genesis the life is in the
[676] 1:12:49	blood say life is in the blood well
[677] 1:12:54	it's in the blood because the blood's carrying air to your cells to keep you alive
[678] 1:12:59	okay the egyptians believe that life was in the breath
[679] 1:13:06	so it wasn't in the blood it was in the breath so that's where the egyptians sort of
[680] 1:13:12	viewed the idea of the nature of breath that was life
[681] 1:13:19	now the nature of spirit is different in in ancient egypt because you had the bond the car
[682] 1:13:25	okay you had one where it was your will it was your mental faculty or one was your
[683] 1:13:31	mental faculties the other was your will the call was your mental faculties it was your memories it was it was you the
[684] 1:13:38	stuff of of of your rational mind the ba was your will
[685] 1:13:44	it was your pure animal will so
[686] 1:13:50	when the egyptians talk about uh that's the body dying and the spirit passing on they're talking about the
[687] 1:13:56	call and the ba not the breath that keeps you alive
[688] 1:14:01	so i hope that clarifies it i hope that makes it clear what they believed
[689] 1:14:07	but i really appreciate the the super chat and uh i hope that that clarification worked so thank you very
[690] 1:14:14	much
[691] 1:14:19	okay kwamedu007 for ten dollars thank you very much for that super chat
[692] 1:14:26	hi dr folk is genesis 13 10 evidence for an exodus why would a jewish writer
[693] 1:14:34	author living in babylon write about writing to fellow jews have reference to an area in egypt
[694] 1:14:40	to describe a place in israel well let me look up that passage first let's talk
[695] 1:14:46	about that so
[696] 1:14:53	genesis
[697] 1:14:59	thirteen
[698] 1:15:10	uh 10. okay and lot lifted up his eyes and saw all
[699] 1:15:17	the valley of the jordan that it was watered everywhere this was before the lord destroyed sodom and gomorrah like
[700] 1:15:24	the garden of the lord like the land of egypt as you go to zoar um yeah i think that i think that's a
[701] 1:15:31	reference to the exodus you need a
[702] 1:15:37	okay yeah you could you can definitely um
[703] 1:15:43	all right yeah uh genesis 13 10 does seem to
[704] 1:15:48	indicate that the is is a reference to uh to the exodus absolutely
[705] 1:15:54	you know uh we have to do have to remember that genesis was compiled and written probably during
[706] 1:16:01	uh the wandering in the wilderness at least certain portion of it so i think
[707] 1:16:07	that it's very very likely that what we have here is a
[708] 1:16:12	is a reference to to the exodus so
[709] 1:16:20	yeah i don't think this is i don't think this is talking about i mean the the land of egypt mitzrayim
[710] 1:16:25	uh the word is mitzrayim it's the duel it's interesting when you talk look
[711] 1:16:30	about um egypt um egypt is um
[712] 1:16:36	in semitic languages uh uh mitsir you know if you look at say um
[713] 1:16:45	the um uh the official name for for egypt
[714] 1:16:51	uh even today uh it's called the arab republic of mitsir
[715] 1:16:57	mitsir being the arabic word or semitic word for for
[716] 1:17:03	egypt now it's interesting that in the hebrew egypt is in the duel
[717] 1:17:10	you know you've got that upper and lower egypt going on so uh it's even interesting that when when
[718] 1:17:18	hebrew um [Music] uh scribes writers talk about egypt they're always
[719] 1:17:24	referring it in the duel and that's so that's a very interesting thing because otherwise other places in say
[720] 1:17:31	like in babylon it's also not in the duel it's in the singular it's mitsur
[721] 1:17:39	so it's very interesting because that word mitzr is is ubiquitous it's the it's the
[722] 1:17:47	name that's used in egypt all across the ancient near east and it's and it's ancient really really ancient
[723] 1:17:54	so so it's it's it's definitely not talking about uh i
[724] 1:18:01	mean even if even if you did say you know that this was uh you know a
[725] 1:18:06	jewish offer living in babylon it still would have to refer to egypt because this is just what they called
[726] 1:18:13	egypt so um i do think it is a definitely a a
[727] 1:18:19	reference to the exodus i think it is doing it in the typical
[728] 1:18:24	jewish style of referencing egypt the that hebrew style of referencing egypt
[729] 1:18:32	and it does not refer to a place in israel i mean anyone who says that this is referring to a place in israel you
[730] 1:18:38	know um you know doesn't know the basics of either
[731] 1:18:44	biblical hebrew or ancient history so thank you very much for the super
[732] 1:18:50	chat very much appreciated um and i hope that answered your question
[733] 1:19:00	okay uh rg strategy for five dollars thank you very much for the super chat
[734] 1:19:05	last time i asked who was your favorite king but who was your who is your least
[735] 1:19:13	favorite [Laughter] also congrats on becoming a gif on
[736] 1:19:18	twitter and discord you are now immortalized
[737] 1:19:24	i'm a very very serious scholar yeah i'm a very very serious scholar
[738] 1:19:30	but that was hysterical i will admit that that was funny
[739] 1:19:36	okay um yeah i don't know how how to take that uh
[740] 1:19:41	um being memed uh this is this is now like the third time
[741] 1:19:46	i've been memed uh
[742] 1:19:52	so um uh it takes a little bit of an adjustment uh
[743] 1:19:57	i'll say that okay um who's my least favorite king um
[744] 1:20:05	oh um
[745] 1:20:14	i'm gonna say my least favorite king is actually not a king
[746] 1:20:19	it's a queen my least favorite ruler of egypt has to probably be hip shetsuit
[747] 1:20:26	okay um i know that's gonna sound like blasphemy
[748] 1:20:31	to a lot of people but um
[749] 1:20:38	she was she just strikes me as being just a a scoundrel an absolute opportunist a scoundrel
[750] 1:20:46	a manipulator she's a
[751] 1:20:52	not a nice person you know not a nice person
[752] 1:20:57	so probably head shed shetsu is probably my least favorite ruler of egypt
[753] 1:21:03	um i know many people admire her and they're welcome to their opinions on
[754] 1:21:09	that i won't fight them on that but i also have my opinions too and and
[755] 1:21:15	um she always struck me as a usurper uh as an illegitimate uh authority in
[756] 1:21:22	egypt and she used the power of the court to um essentially uh user the throne
[757] 1:21:30	so she's just not my favorite uh i can see the sort of the the dirty
[758] 1:21:37	trick squad she used to to try to uh to get rid of uh moses iii
[759] 1:21:43	uh she just underestimated topmost is the third um uh
[760] 1:21:48	abilities you know and it's only because uh uh
[761] 1:21:54	that topmost is the third was charismatic good at war um prefer to be away from egypt away
[762] 1:22:01	from her influence that he survived that whole thing so i i think i think essentially that
[763] 1:22:09	shet suit enlisted tutmos is the third into the army to essentially have him killed
[764] 1:22:15	essentially you know get him in the army send him off the war get him killed on the battlefield i
[765] 1:22:20	think that was her plan so you
[766] 1:22:26	you know and she did that to him at a pretty early age you know she had him already out there
[767] 1:22:32	you know uh before he was a teenager so she she really tried to to to axe him
[768] 1:22:40	now i don't i don't think she had tried to have him
[769] 1:22:46	intentionally assassinated i think she was just hoping that uh
[770] 1:22:53	war would take its natural course and and he would be done in but that didn't happen
[771] 1:23:00	so um i i think she was
[772] 1:23:05	one of the more unscrupulous rulers of egypt and there's there's basically a rogue's
[773] 1:23:10	gallery of those anyway so anyway that's my least favorite thank
[774] 1:23:16	you very much for the super chat
[775] 1:23:29	see here okay we are at the end of the super chats here so let's look at some
[776] 1:23:34	more questions we are of course getting at the uh near the end here of our hour
[777] 1:23:40	and a half so let's see if anybody i didn't take
[778] 1:23:47	if ah
[779] 1:23:53	i'll take charles smith's question um do you think that the tree in the garden
[780] 1:23:59	of eden is related to ashrae or is it mesopotamian um
[781] 1:24:04	neither um i think um
[782] 1:24:10	there's a very very strong ancient near eastern symbolism for trees we find this all through the ancient
[783] 1:24:17	near east uh we find it in the tale of gilgamesh you know where um you know the god uh
[784] 1:24:25	you know blesses the olive branch with immortality the snake eats it and
[785] 1:24:31	becomes immortal we also see this uh in say um the tree
[786] 1:24:39	of life that's often used in say um egyptian uh symbolism like for example
[787] 1:24:46	as karnak temple there's a relief there of seti the first with his name
[788] 1:24:52	being written on the leaves of the tree again showing a type of immortality
[789] 1:24:59	so we do see these trees having certain references
[790] 1:25:04	you know one tree being to immortality one being to the knowledge uh the fruit of the
[791] 1:25:11	knowledge of good and evil you know so uh there there is there is
[792] 1:25:16	uh plenty of of mythological references in other
[793] 1:25:22	religions that make reference to trees in the garden so i don't think
[794] 1:25:28	they're asherah in fact what it appears like is asherah are something completely
[795] 1:25:34	different my theory on the ashra is it's
[796] 1:25:41	uh most closely resembles the osiris fetish
[797] 1:25:47	uh in fact if you look at say the etymology of of ashura
[798] 1:25:53	um and osiris is just user you get at least um um two of the
[799] 1:26:00	consonants that match so there's a weak etymological link here
[800] 1:26:06	between ashrae and osiris and osiris was not um
[801] 1:26:14	portrayed his his sort of um idol wasn't uh wasn't uh at least in the
[802] 1:26:21	sacred barks you know we're not talking about the little vote of idols that you find everywhere we're talking in the sacred barks the the the idol that that
[803] 1:26:29	was supposed to embody osiris himself that was not an idol that was actually
[804] 1:26:36	what was called the osiris fetish it's essentially a tree trunk
[805] 1:26:41	and if you look at the sacred park of osiris it's very very interesting because you get this you get this sacred
[806] 1:26:47	bark and there's this tree trunk it's sticking right out of the the roof of
[807] 1:26:52	the the roof of the sacred bark with the the top of the osiris fetish
[808] 1:26:59	so i think what we have here in with the ashrae is not a tree what we have here
[809] 1:27:05	is a carved tree trunk a carved tree trunk that's meant to
[810] 1:27:11	embody an idol which is to be used as an idol
[811] 1:27:17	so i think that's what we have here in the way of the ashraf uh uh uh poll
[812] 1:27:23	and it's very as i said it's very analogous to to to what we find with this osiris fetish
[813] 1:27:30	so i think they're one in the same i think the two are so it's so uncanny how similar they are
[814] 1:27:37	that um it would really surprise me if the ashrae was not somehow related to the osiris uh cult
[815] 1:27:47	and and it works chronologically too so you know the osiris called guts it's um
[816] 1:27:53	sort of its big start here in in egypt um you know while it's an ancient cult
[817] 1:27:59	it really isn't until the um beginning of the middle kingdom that that the osiris smith really takes off so middle
[818] 1:28:06	of dynasty 11 is when it takes off roughly around 2000 bc
[819] 1:28:12	and it's only shortly after that that we start seeing asherah being used in in in levantine religion
[820] 1:28:21	so it's it's uh the circumstantial evidence there is very strong it's a very strong
[821] 1:28:27	circumstantial case so so i hope that answers your question
[822] 1:28:33	thank you very much for that question interesting question okay
[823] 1:28:45	i will take um one or two more questions and then i'm going to call it a night because i think my voice is starting to give out on me
[824] 1:28:54	so
[825] 1:29:03	i am
[826] 1:29:18	let's see here anything at the beginning and go straight to the beginning here
[827] 1:29:30	okay i'm going to take several christ's question here
[828] 1:29:36	how common was it for generals like hormheim to end up ruling egypt uh it wasn't that common but it did
[829] 1:29:42	happen um it happened on a few occasions
[830] 1:29:48	um it happened um
[831] 1:29:55	during say the first intermediate period when the thebans uh
[832] 1:30:00	defeated the heroclioplanes um it happened at the end of uh dynasty um
[833] 1:30:11	um 18 with the succession crisis of the theban
[834] 1:30:16	deben royal line so you had heb who was a general you also had um ramsey's the first who was a
[835] 1:30:24	general we have to kind of understand that that egypt has always been a military
[836] 1:30:29	dictatorship always been a military dictatorship even the pharaohs
[837] 1:30:35	the kings of egypt their military dictators
[838] 1:30:40	they are [Music] almost every king at the beginning of his reign
[839] 1:30:46	has to be a general too you know they go out they have to
[840] 1:30:53	to go conquer the levant go break some skulls in uh kush
[841] 1:30:59	and beat back those libyans so the first few years of every king's
[842] 1:31:05	reign is usually uh marked by a series of campaigns
[843] 1:31:10	where the king is actually leading his troops out in on on campaign
[844] 1:31:17	so there is that that tradition there is that martial tradition where every king has to have he also a military ruler
[845] 1:31:24	he's not just a religious ruler he's a military ruler um and um it's it's actually a rare
[846] 1:31:32	exception when uh a new king to the throne doesn't go out on campaign
[847] 1:31:39	there's a they're like a couple exceptions like amenhotep ii who is like 12 when he comes to the throne
[848] 1:31:45	you know um but not not admin hope to the second uh moses ii
[849] 1:31:50	or where he comes to the throne when he's 12 and he's just too young to go out on campaign
[850] 1:31:58	um so there's those those those um
[851] 1:32:04	those exceptions but they're they're rare uh you see some more generals coming to
[852] 1:32:12	the egyptian throne at say um at the end of dynasty uh
[853] 1:32:17	um 30 you know with the restoration of the temporary restoration of um
[854] 1:32:25	of an egyptian um monarchy prior to it being uh you know defeated
[855] 1:32:30	for the last time by the persians and then ultimately um um greek rule now ptolemy the first was
[856] 1:32:39	also a general so there's another example of a a general
[857] 1:32:44	becoming an egyptian king so um it wasn't it wasn't the norm but it did
[858] 1:32:51	happen it did happen and it happened more than once so anyway thank you very much for that
[859] 1:32:56	question very interesting question and i'll take one more and then i'm gonna call it a night here
[860] 1:33:02	so
[861] 1:33:10	uh okay i'll take this one this is an interesting question
[862] 1:33:16	i like this one here okay from brandon oliver and this will be the last question of the night
[863] 1:33:23	how do you balance your knowledge and spirituality i struggle with approaching
[864] 1:33:28	application to my life and balance i need i also tend to lean too much on my own
[865] 1:33:34	thoughts rather than on god okay um
[866] 1:33:44	when i the balance of knowledge and spirituality
[867] 1:33:50	um i think in in many ways is in a sense of false dichotomy
[868] 1:33:56	i i don't think you have to do one at the sacrifice of the other i think it's a it's a both proposition
[869] 1:34:03	you know when we talk about knowing god getting to know him better
[870] 1:34:10	it's about knowledge of god you know who he is how he behaves
[871] 1:34:19	what he does yeah it would be like like for example um i love my wife
[872] 1:34:27	i love my wife i adore my wife but if i didn't know anything about my
[873] 1:34:32	wife it would not be a very deep relationship okay
[874] 1:34:38	if i didn't know what her favorite foods were if i didn't know what her favorite activities were
[875] 1:34:44	if i didn't know what her favorite video games were you know
[876] 1:34:50	i know an awful lot about my wife uh
[877] 1:34:55	and that has led to a deepening of my relationship with my wife it isn't just the knowledge of my wife
[878] 1:35:02	alone it's it's it's it's knowledge that leads to to acts that please her
[879] 1:35:10	okay that there's there's there's sort of a mutual um
[880] 1:35:15	understanding there you know in the same way when we look at say knowledge of
[881] 1:35:24	you know a lot of people approach the bible as you know maybe sterile study
[882] 1:35:29	or approach spirituality as say something that's divorced from knowledge i don't
[883] 1:35:36	think you can do that and not have a meaningful relationship
[884] 1:35:41	if you want a meaningful relationship with god you really really do have to know
[885] 1:35:47	as much as you can about god i think this is important i mean we look
[886] 1:35:52	at say you know and i'm going to paraphrase um um james here
[887] 1:35:58	you know because i get this fairly frequently you know some people have come up to me and say well you know
[888] 1:36:05	uh i have faith and you have knowledge you know i'm implying i don't have have faith
[889] 1:36:10	it's like okay then this is where i quite you know quote james uh you know
[890] 1:36:15	and i said you know you say you have a faith without knowledge
[891] 1:36:21	i will show you my faith by my knowledge or my scholarship for me there is no separation between
[892] 1:36:29	faith and scholarship you know scholarship is is is um is a work
[893] 1:36:35	you know james is telling us that we show our faith by our works
[894] 1:36:42	i show my faith by my scholarship for me
[895] 1:36:47	every act of scholarship is an act of worship
[896] 1:36:52	it's an act of worship and because for me it is an act of worship
[897] 1:36:58	every bit of knowledge i accumulate every discovery i make
[898] 1:37:05	is ultimately for the glory of god and i guess that's why i don't struggle
[899] 1:37:11	with this because there's a mindset there
[900] 1:37:16	that says all of this has the purpose of
[901] 1:37:22	bringing myself and others closer to god
[902] 1:37:28	you know this is why i i put up with you know a lot of the junk i have to do on the
[903] 1:37:34	youtube channel because frankly on this youtube channel i do get a lot of abuse
[904] 1:37:39	i get a lot of hate mail and it's a lot of hate mail from other questions
[905] 1:37:45	frankly most of it is but there they don't seem to understand that the reason i do this is for their
[906] 1:37:53	edification it's for them to develop a deeper
[907] 1:37:58	understanding of who is god what is god trying to tell us
[908] 1:38:07	what is god trying to communicate that we can love him more and better
[909] 1:38:14	how can we understand that god's word is trustworthy
[910] 1:38:21	all of these all of this knowledge is contributing to those questions it's not knowledge of its own merit it's
[911] 1:38:28	for its own sake it's knowledge that helps us build our faith block by block
[912] 1:38:39	and this is why i also think too that
[913] 1:38:44	we have to be careful too as that that our knowledge is correct
[914] 1:38:50	so you know this is this is getting to you the second part of your question is you know where
[915] 1:38:55	you know can we lean too much on our own understanding and our own thoughts you know rather than god yeah sure
[916] 1:39:02	happens all the time it is possible to lean too much on your own understanding
[917] 1:39:08	but we also have to understand too that everyone's understanding is going to be ultimately limited in some way
[918] 1:39:14	everybody says mine's limited you know i don't know everything
[919] 1:39:19	you know this is where i have to be humble enough before the word of god to
[920] 1:39:24	let the word of god teach me i'm not doing this
[921] 1:39:30	on my own i'm standing on the shoulders of giants i am sitting beneath the word of god
[922] 1:39:39	so i'm i'm kind of in that that sort of middle position where you know the word of god is above me
[923] 1:39:45	scholars that that preceded me are below me in in in that i'm that i'm leveraging on
[924] 1:39:50	them and i am benefiting from the two
[925] 1:39:55	combined and i'm trying to always remain humble enough to say i don't know
[926] 1:40:04	because if i admit i don't know then i am open to learning
[927] 1:40:11	and i'm always learning and i'm always saying going back to the word of god and saying okay
[928] 1:40:17	lord teach me teach me if you have a teachable spirit
[929] 1:40:24	if you go to those wiser than you first
[930] 1:40:30	if you always say i sit beneath the word of god and the word of god has supremacy
[931] 1:40:38	then the balance sort of works itself out you've just find the right balance
[932] 1:40:45	because because the lord gives that to you so anyway i hope that helped
[933] 1:40:54	um thank you very much for the question it's a great question and with that we are going to call it a
